settimana,regione,canale,candidature_incrementali_vere
2024-03-18,Sardegna,Google Ads,8.565
2024-03-18,Sicilia,Google Ads,40.49
2024-03-18,Toscana,Google Ads,22.437
2024-03-18,Trentino-Alto Adige,Google Ads,4.488
2024-03-18,Umbria,Google Ads,6.114
2024-03-18,Valle d'Aosta,Google Ads,0.807
2024-03-18,Veneto,Google Ads,22.702
2024-03-25,Abruzzo,Google Ads,4.201
2024-03-25,Basilicata,Google Ads,2.064
2024-03-25,Calabria,Google Ads,10.448
2024-03-25,Campania,Google Ads,36.999
2024-03-25,Emilia-Romagna,Google Ads,29.596
2024-03-25,Friuli-Venezia Giulia,Google Ads,9.512
2024-03-25,Lazio,Google Ads,47.155
2024-03-25,Liguria,Google Ads,12.362
2024-03-25,Lombardia,Google Ads,69.272
2024-03-25,Marche,Google Ads,8.389
2024-03-25,Molise,Google Ads,2.913
2024-03-25,Piemonte,Google Ads,28.124
2024-03-25,Puglia,Google Ads,22.66
2024-03-25,Sardegna,Google Ads,9.496
2024-03-25,Sicilia,Google Ads,40.279
2024-03-25,Toscana,Google Ads,26.438
2024-03-25,Trentino-Alto Adige,Google Ads,4.782
2024-03-25,Umbria,Google Ads,5.852
2024-03-25,Valle d'Aosta,Google Ads,0.866
2024-03-25,Veneto,Google Ads,22.751
2024-04-01,Abruzzo,Google Ads,5.003
2024-04-01,Basilicata,Google Ads,2.521
2024-04-01,Calabria,Google Ads,13.03
2024-04-01,Campania,Google Ads,48.514
2024-04-01,Emilia-Romagna,Google Ads,38.527
2024-04-01,Friuli-Venezia Giulia,Google Ads,11.501
2024-04-01,Lazio,Google Ads,60.926
2024-04-01,Liguria,Google Ads,16.445
2024-04-01,Lombardia,Google Ads,86.265
2024-04-01,Marche,Google Ads,10.192
2024-04-01,Molise,Google Ads,3.575
2024-04-01,Piemonte,Google Ads,36.267
2024-04-01,Puglia,Google Ads,27.586
2024-04-01,Sardegna,Google Ads,12.21
2024-04-01,Sicilia,Google Ads,51.386
2024-04-01,Toscana,Google Ads,31.338
2024-04-01,Trentino-Alto Adige,Google Ads,6.698
2024-04-01,Umbria,Google Ads,6.92
2024-04-01,Valle d'Aosta,Google Ads,1.02
2024-04-01,Veneto,Google Ads,26.011
2024-04-08,Abruzzo,Google Ads,6.321
2024-04-08,Basilicata,Google Ads,3.217
2024-04-08,Calabria,Google Ads,16.784
2024-04-08,Campania,Google Ads,62.429
2024-04-08,Emilia-Romagna,Google Ads,48.609
2024-04-08,Friuli-Venezia Giulia,Google Ads,13.425
2024-04-08,Lazio,Google Ads,77.942
2024-04-08,Liguria,Google Ads,20.024
2024-04-08,Lombardia,Google Ads,95.977
2024-04-08,Marche,Google Ads,12.813
2024-04-08,Molise,Google Ads,4.593
2024-04-08,Piemonte,Google Ads,46.393
2024-04-08,Puglia,Google Ads,36.125
2024-04-08,Sardegna,Google Ads,15.87
2024-04-08,Sicilia,Google Ads,57.451
2024-04-08,Toscana,Google Ads,38.309
2024-04-08,Trentino-Alto Adige,Google Ads,8.421
2024-04-08,Umbria,Google Ads,9.377
2024-04-08,Valle d'Aosta,Google Ads,1.327
2024-04-08,Veneto,Google Ads,33.824
2024-04-15,Abruzzo,Google Ads,6.216
2024-04-15,Basilicata,Google Ads,2.924
2024-04-15,Calabria,Google Ads,16.514
2024-04-15,Campania,Google Ads,52.054
2024-04-15,Emilia-Romagna,Google Ads,41.41
2024-04-15,Friuli-Venezia Giulia,Google Ads,11.91
2024-04-15,Lazio,Google Ads,67.476
2024-04-15,Liguria,Google Ads,17.765
2024-04-15,Lombardia,Google Ads,83.305
2024-04-15,Marche,Google Ads,11.991
2024-04-15,Molise,Google Ads,4.0
2024-04-15,Piemonte,Google Ads,38.341
2024-04-15,Puglia,Google Ads,33.49
2024-04-15,Sardegna,Google Ads,14.56
2024-04-15,Sicilia,Google Ads,52.194
2024-04-15,Toscana,Google Ads,32.994
2024-04-15,Trentino-Alto Adige,Google Ads,7.089
2024-04-15,Umbria,Google Ads,8.259
2024-04-15,Valle d'Aosta,Google Ads,1.182
2024-04-15,Veneto,Google Ads,30.052
2024-04-22,Abruzzo,Google Ads,5.397
2024-04-22,Basilicata,Google Ads,2.755
2024-04-22,Calabria,Google Ads,13.986
2024-04-22,Campania,Google Ads,48.375
2024-04-22,Emilia-Romagna,Google Ads,35.16
2024-04-22,Friuli-Venezia Giulia,Google Ads,10.983
2024-04-22,Lazio,Google Ads,61.25
2024-04-22,Liguria,Google Ads,14.802
2024-04-22,Lombardia,Google Ads,73.077
2024-04-22,Marche,Google Ads,10.697
2024-04-22,Molise,Google Ads,3.525
2024-04-22,Piemonte,Google Ads,31.742
2024-04-22,Puglia,Google Ads,29.705
2024-04-22,Sardegna,Google Ads,12.428
2024-04-22,Sicilia,Google Ads,44.814
2024-04-22,Toscana,Google Ads,28.329
2024-04-22,Trentino-Alto Adige,Google Ads,6.36
2024-04-22,Umbria,Google Ads,7.449
2024-04-22,Valle d'Aosta,Google Ads,1.093
2024-04-22,Veneto,Google Ads,27.247
2024-04-29,Abruzzo,Google Ads,5.169
2024-04-29,Basilicata,Google Ads,3.009
2024-04-29,Calabria,Google Ads,14.898
2024-04-29,Campania,Google Ads,47.363
2024-04-29,Emilia-Romagna,Google Ads,36.278
2024-04-29,Friuli-Venezia Giulia,Google Ads,10.697
2024-04-29,Lazio,Google Ads,62.862
2024-04-29,Liguria,Google Ads,13.997
2024-04-29,Lombardia,Google Ads,73.981
2024-04-29,Marche,Google Ads,11.419
2024-04-29,Molise,Google Ads,3.329
2024-04-29,Piemonte,Google Ads,33.675
2024-04-29,Puglia,Google Ads,30.506
2024-04-29,Sardegna,Google Ads,11.687
2024-04-29,Sicilia,Google Ads,44.106
2024-04-29,Toscana,Google Ads,26.65
2024-04-29,Trentino-Alto Adige,Google Ads,5.863
2024-04-29,Umbria,Google Ads,7.556
2024-04-29,Valle d'Aosta,Google Ads,1.131
2024-04-29,Veneto,Google Ads,24.996
2024-05-06,Abruzzo,Google Ads,5.375
2024-05-06,Basilicata,Google Ads,2.92
2024-05-06,Calabria,Google Ads,13.906
2024-05-06,Campania,Google Ads,46.398
2024-05-06,Emilia-Romagna,Google Ads,40.166
2024-05-06,Friuli-Venezia Giulia,Google Ads,12.016
2024-05-06,Lazio,Google Ads,61.788
2024-05-06,Liguria,Google Ads,13.583
2024-05-06,Lombardia,Google Ads,76.68
2024-05-06,Marche,Google Ads,11.357
2024-05-06,Molise,Google Ads,3.494
2024-05-06,Piemonte,Google Ads,32.649
2024-05-06,Puglia,Google Ads,26.918
2024-05-06,Sardegna,Google Ads,11.665
2024-05-06,Sicilia,Google Ads,47.945
2024-05-06,Toscana,Google Ads,26.704
2024-05-06,Trentino-Alto Adige,Google Ads,5.858
2024-05-06,Umbria,Google Ads,7.866
2024-05-06,Valle d'Aosta,Google Ads,1.216
2024-05-06,Veneto,Google Ads,25.469
2024-05-13,Abruzzo,Google Ads,5.492
2024-05-13,Basilicata,Google Ads,3.495
2024-05-13,Calabria,Google Ads,15.348
2024-05-13,Campania,Google Ads,56.59
2024-05-13,Emilia-Romagna,Google Ads,45.913
2024-05-13,Friuli-Venezia Giulia,Google Ads,12.91
2024-05-13,Lazio,Google Ads,70.759
2024-05-13,Liguria,Google Ads,16.618
2024-05-13,Lombardia,Google Ads,86.483
2024-05-13,Marche,Google Ads,12.969
2024-05-13,Molise,Google Ads,4.064
2024-05-13,Piemonte,Google Ads,36.091
2024-05-13,Puglia,Google Ads,32.99
2024-05-13,Sardegna,Google Ads,14.184
2024-05-13,Sicilia,Google Ads,55.528
2024-05-13,Toscana,Google Ads,32.076
2024-05-13,Trentino-Alto Adige,Google Ads,6.541
2024-05-13,Umbria,Google Ads,8.457
2024-05-13,Valle d'Aosta,Google Ads,1.215
2024-05-13,Veneto,Google Ads,29.862
2024-05-20,Abruzzo,Google Ads,5.79
2024-05-20,Basilicata,Google Ads,3.388
2024-05-20,Calabria,Google Ads,16.252
2024-05-20,Campania,Google Ads,55.026
2024-05-20,Emilia-Romagna,Google Ads,45.467
2024-05-20,Friuli-Venezia Giulia,Google Ads,13.237
2024-05-20,Lazio,Google Ads,72.17
2024-05-20,Liguria,Google Ads,15.784
2024-05-20,Lombardia,Google Ads,92.699
2024-05-20,Marche,Google Ads,13.37
2024-05-20,Molise,Google Ads,4.232
2024-05-20,Piemonte,Google Ads,34.687
2024-05-20,Puglia,Google Ads,33.146
2024-05-20,Sardegna,Google Ads,15.426
2024-05-20,Sicilia,Google Ads,55.971
2024-05-20,Toscana,Google Ads,35.894
2024-05-20,Trentino-Alto Adige,Google Ads,6.865
2024-05-20,Umbria,Google Ads,9.251
2024-05-20,Valle d'Aosta,Google Ads,1.276
2024-05-20,Veneto,Google Ads,30.987
2024-05-27,Abruzzo,Google Ads,5.891
2024-05-27,Basilicata,Google Ads,3.368
2024-05-27,Calabria,Google Ads,15.706
2024-05-27,Campania,Google Ads,53.572
2024-05-27,Emilia-Romagna,Google Ads,43.738
2024-05-27,Friuli-Venezia Giulia,Google Ads,12.256
2024-05-27,Lazio,Google Ads,63.929
2024-05-27,Liguria,Google Ads,14.834
2024-05-27,Lombardia,Google Ads,86.607
2024-05-27,Marche,Google Ads,12.153
2024-05-27,Molise,Google Ads,4.226
2024-05-27,Piemonte,Google Ads,34.983
2024-05-27,Puglia,Google Ads,34.317
2024-05-27,Sardegna,Google Ads,14.633
2024-05-27,Sicilia,Google Ads,56.778
2024-05-27,Toscana,Google Ads,32.287
2024-05-27,Trentino-Alto Adige,Google Ads,7.27
2024-05-27,Umbria,Google Ads,9.32
2024-05-27,Valle d'Aosta,Google Ads,1.226
2024-05-27,Veneto,Google Ads,29.345
2024-06-03,Abruzzo,Google Ads,7.622
2024-06-03,Basilicata,Google Ads,3.668
2024-06-03,Calabria,Google Ads,19.425
2024-06-03,Campania,Google Ads,67.241
2024-06-03,Emilia-Romagna,Google Ads,56.323
2024-06-03,Friuli-Venezia Giulia,Google Ads,16.543
2024-06-03,Lazio,Google Ads,80.998
2024-06-03,Liguria,Google Ads,20.344
2024-06-03,Lombardia,Google Ads,112.398
2024-06-03,Marche,Google Ads,14.707
2024-06-03,Molise,Google Ads,5.962
2024-06-03,Piemonte,Google Ads,43.073
2024-06-03,Puglia,Google Ads,36.688
2024-06-03,Sardegna,Google Ads,18.167
2024-06-03,Sicilia,Google Ads,70.769
2024-06-03,Toscana,Google Ads,41.07
2024-06-03,Trentino-Alto Adige,Google Ads,9.107
2024-06-03,Umbria,Google Ads,11.025
2024-06-03,Valle d'Aosta,Google Ads,1.516
2024-06-03,Veneto,Google Ads,35.497
2024-06-10,Abruzzo,Google Ads,5.87
2024-06-10,Basilicata,Google Ads,2.586
2024-06-10,Calabria,Google Ads,17.538
2024-06-10,Campania,Google Ads,54.244
2024-06-10,Emilia-Romagna,Google Ads,47.533
2024-06-10,Friuli-Venezia Giulia,Google Ads,11.511
2024-06-10,Lazio,Google Ads,64.937
2024-06-10,Liguria,Google Ads,14.107
2024-06-10,Lombardia,Google Ads,88.706
2024-06-10,Marche,Google Ads,10.542
2024-06-10,Molise,Google Ads,4.384
2024-06-10,Piemonte,Google Ads,34.457
2024-06-10,Puglia,Google Ads,35.364
2024-06-10,Sardegna,Google Ads,16.254
2024-06-10,Sicilia,Google Ads,58.841
2024-06-10,Toscana,Google Ads,31.946
2024-06-10,Trentino-Alto Adige,Google Ads,7.79
2024-06-10,Umbria,Google Ads,7.897
2024-06-10,Valle d'Aosta,Google Ads,1.137
2024-06-10,Veneto,Google Ads,28.849
2024-06-17,Abruzzo,Google Ads,4.911
2024-06-17,Basilicata,Google Ads,2.17
2024-06-17,Calabria,Google Ads,16.488
2024-06-17,Campania,Google Ads,49.47
2024-06-17,Emilia-Romagna,Google Ads,44.32
2024-06-17,Friuli-Venezia Giulia,Google Ads,10.249
2024-06-17,Lazio,Google Ads,60.071
2024-06-17,Liguria,Google Ads,11.724
2024-06-17,Lombardia,Google Ads,68.194
2024-06-17,Marche,Google Ads,9.079
2024-06-17,Molise,Google Ads,3.512
2024-06-17,Piemonte,Google Ads,29.779
2024-06-17,Puglia,Google Ads,30.335
2024-06-17,Sardegna,Google Ads,15.34
2024-06-17,Sicilia,Google Ads,53.175
2024-06-17,Toscana,Google Ads,26.826
2024-06-17,Trentino-Alto Adige,Google Ads,6.857
2024-06-17,Umbria,Google Ads,6.74
2024-06-17,Valle d'Aosta,Google Ads,0.961
2024-06-17,Veneto,Google Ads,26.483
2024-06-24,Abruzzo,Google Ads,3.855
2024-06-24,Basilicata,Google Ads,2.061
2024-06-24,Calabria,Google Ads,14.15
2024-06-24,Campania,Google Ads,43.246
2024-06-24,Emilia-Romagna,Google Ads,43.45
2024-06-24,Friuli-Venezia Giulia,Google Ads,9.715
2024-06-24,Lazio,Google Ads,51.925
2024-06-24,Liguria,Google Ads,11.438
2024-06-24,Lombardia,Google Ads,56.411
2024-06-24,Marche,Google Ads,7.588
2024-06-24,Molise,Google Ads,3.213
2024-06-24,Piemonte,Google Ads,25.889
2024-06-24,Puglia,Google Ads,29.158
2024-06-24,Sardegna,Google Ads,14.056
2024-06-24,Sicilia,Google Ads,51.63
2024-06-24,Toscana,Google Ads,23.52
2024-06-24,Trentino-Alto Adige,Google Ads,6.197
2024-06-24,Umbria,Google Ads,6.411
2024-06-24,Valle d'Aosta,Google Ads,0.892
2024-06-24,Veneto,Google Ads,21.248
2024-07-01,Abruzzo,Google Ads,3.923
2024-07-01,Basilicata,Google Ads,1.908
2024-07-01,Calabria,Google Ads,12.246
2024-07-01,Campania,Google Ads,37.611
2024-07-01,Emilia-Romagna,Google Ads,42.794
2024-07-01,Friuli-Venezia Giulia,Google Ads,9.02
2024-07-01,Lazio,Google Ads,45.428
2024-07-01,Liguria,Google Ads,10.596
2024-07-01,Lombardia,Google Ads,48.363
2024-07-01,Marche,Google Ads,7.637
2024-07-01,Molise,Google Ads,3.259
2024-07-01,Piemonte,Google Ads,26.585
2024-07-01,Puglia,Google Ads,28.375
2024-07-01,Sardegna,Google Ads,14.955
2024-07-01,Sicilia,Google Ads,58.358
2024-07-01,Toscana,Google Ads,21.856
2024-07-01,Trentino-Alto Adige,Google Ads,5.463
2024-07-01,Umbria,Google Ads,5.311
2024-07-01,Valle d'Aosta,Google Ads,0.808
2024-07-01,Veneto,Google Ads,20.032
2024-07-08,Abruzzo,Google Ads,3.403
2024-07-08,Basilicata,Google Ads,1.685
2024-07-08,Calabria,Google Ads,9.825
2024-07-08,Campania,Google Ads,32.872
2024-07-08,Emilia-Romagna,Google Ads,36.534
2024-07-08,Friuli-Venezia Giulia,Google Ads,7.705
2024-07-08,Lazio,Google Ads,36.476
2024-07-08,Liguria,Google Ads,9.229
2024-07-08,Lombardia,Google Ads,45.804
2024-07-08,Marche,Google Ads,7.398
2024-07-08,Molise,Google Ads,2.766
2024-07-08,Piemonte,Google Ads,19.341
2024-07-08,Puglia,Google Ads,23.525
2024-07-08,Sardegna,Google Ads,14.229
2024-07-08,Sicilia,Google Ads,46.793
2024-07-08,Toscana,Google Ads,18.325
2024-07-08,Trentino-Alto Adige,Google Ads,4.705
2024-07-08,Umbria,Google Ads,4.479
2024-07-08,Valle d'Aosta,Google Ads,0.662
2024-07-08,Veneto,Google Ads,16.43
2024-07-15,Abruzzo,Google Ads,3.783
2024-07-15,Basilicata,Google Ads,2.004
2024-07-15,Calabria,Google Ads,10.773
2024-07-15,Campania,Google Ads,36.078
2024-07-15,Emilia-Romagna,Google Ads,40.855
2024-07-15,Friuli-Venezia Giulia,Google Ads,8.588
2024-07-15,Lazio,Google Ads,44.883
2024-07-15,Liguria,Google Ads,10.775
2024-07-15,Lombardia,Google Ads,55.681
2024-07-15,Marche,Google Ads,8.731
2024-07-15,Molise,Google Ads,3.121
2024-07-15,Piemonte,Google Ads,23.238
2024-07-15,Puglia,Google Ads,26.45
2024-07-15,Sardegna,Google Ads,16.911
2024-07-15,Sicilia,Google Ads,55.003
2024-07-15,Toscana,Google Ads,23.704
2024-07-15,Trentino-Alto Adige,Google Ads,5.975
2024-07-15,Umbria,Google Ads,5.377
2024-07-15,Valle d'Aosta,Google Ads,0.767
2024-07-15,Veneto,Google Ads,19.972
2024-07-22,Abruzzo,Google Ads,3.81
2024-07-22,Basilicata,Google Ads,1.98
2024-07-22,Calabria,Google Ads,12.264
2024-07-22,Campania,Google Ads,35.182
2024-07-22,Emilia-Romagna,Google Ads,42.167
2024-07-22,Friuli-Venezia Giulia,Google Ads,9.253
2024-07-22,Lazio,Google Ads,42.359
2024-07-22,Liguria,Google Ads,10.745
2024-07-22,Lombardia,Google Ads,58.805
2024-07-22,Marche,Google Ads,8.994
2024-07-22,Molise,Google Ads,2.989
2024-07-22,Piemonte,Google Ads,22.271
2024-07-22,Puglia,Google Ads,26.045
2024-07-22,Sardegna,Google Ads,17.042
