settimana,regione,canale,candidature_incrementali_vere
2024-02-12,Calabria,Google Ads,11.821
2024-02-12,Campania,Google Ads,50.288
2024-02-12,Emilia-Romagna,Google Ads,44.961
2024-02-12,Friuli-Venezia Giulia,Google Ads,13.817
2024-02-12,Lazio,Google Ads,65.181
2024-02-12,Liguria,Google Ads,15.729
2024-02-12,Lombardia,Google Ads,66.951
2024-02-12,Marche,Google Ads,8.965
2024-02-12,Molise,Google Ads,3.427
2024-02-12,Piemonte,Google Ads,33.359
2024-02-12,Puglia,Google Ads,26.203
2024-02-12,Sardegna,Google Ads,10.414
2024-02-12,Sicilia,Google Ads,49.693
2024-02-12,Toscana,Google Ads,25.147
2024-02-12,Trentino-Alto Adige,Google Ads,6.197
2024-02-12,Umbria,Google Ads,7.828
2024-02-12,Valle d'Aosta,Google Ads,1.043
2024-02-12,Veneto,Google Ads,24.068
2024-02-19,Abruzzo,Google Ads,4.255
2024-02-19,Basilicata,Google Ads,2.488
2024-02-19,Calabria,Google Ads,10.961
2024-02-19,Campania,Google Ads,45.703
2024-02-19,Emilia-Romagna,Google Ads,44.278
2024-02-19,Friuli-Venezia Giulia,Google Ads,12.017
2024-02-19,Lazio,Google Ads,62.328
2024-02-19,Liguria,Google Ads,15.176
2024-02-19,Lombardia,Google Ads,65.26
2024-02-19,Marche,Google Ads,9.353
2024-02-19,Molise,Google Ads,3.411
2024-02-19,Piemonte,Google Ads,30.916
2024-02-19,Puglia,Google Ads,29.283
2024-02-19,Sardegna,Google Ads,11.535
2024-02-19,Sicilia,Google Ads,44.903
2024-02-19,Toscana,Google Ads,25.416
2024-02-19,Trentino-Alto Adige,Google Ads,6.996
2024-02-19,Umbria,Google Ads,6.957
2024-02-19,Valle d'Aosta,Google Ads,1.047
2024-02-19,Veneto,Google Ads,24.005
2024-02-26,Abruzzo,Google Ads,4.179
2024-02-26,Basilicata,Google Ads,2.265
2024-02-26,Calabria,Google Ads,10.245
2024-02-26,Campania,Google Ads,42.051
2024-02-26,Emilia-Romagna,Google Ads,37.068
2024-02-26,Friuli-Venezia Giulia,Google Ads,9.872
2024-02-26,Lazio,Google Ads,52.202
2024-02-26,Liguria,Google Ads,12.413
2024-02-26,Lombardia,Google Ads,62.207
2024-02-26,Marche,Google Ads,7.645
2024-02-26,Molise,Google Ads,3.318
2024-02-26,Piemonte,Google Ads,26.202
2024-02-26,Puglia,Google Ads,24.355
2024-02-26,Sardegna,Google Ads,9.066
2024-02-26,Sicilia,Google Ads,41.893
2024-02-26,Toscana,Google Ads,22.5
2024-02-26,Trentino-Alto Adige,Google Ads,5.413
2024-02-26,Umbria,Google Ads,6.325
2024-02-26,Valle d'Aosta,Google Ads,0.912
2024-02-26,Veneto,Google Ads,20.874
2024-03-04,Abruzzo,Google Ads,3.28
2024-03-04,Basilicata,Google Ads,1.551
2024-03-04,Calabria,Google Ads,7.68
2024-03-04,Campania,Google Ads,30.229
2024-03-04,Emilia-Romagna,Google Ads,27.58
2024-03-04,Friuli-Venezia Giulia,Google Ads,8.186
2024-03-04,Lazio,Google Ads,37.648
2024-03-04,Liguria,Google Ads,9.193
2024-03-04,Lombardia,Google Ads,54.804
2024-03-04,Marche,Google Ads,5.663
2024-03-04,Molise,Google Ads,2.596
2024-03-04,Piemonte,Google Ads,17.835
2024-03-04,Puglia,Google Ads,19.487
2024-03-04,Sardegna,Google Ads,6.487
2024-03-04,Sicilia,Google Ads,32.05
2024-03-04,Toscana,Google Ads,16.774
2024-03-04,Trentino-Alto Adige,Google Ads,3.875
2024-03-04,Umbria,Google Ads,4.76
2024-03-04,Valle d'Aosta,Google Ads,0.665
2024-03-04,Veneto,Google Ads,17.623
2024-03-11,Abruzzo,Google Ads,4.417
2024-03-11,Basilicata,Google Ads,2.047
2024-03-11,Calabria,Google Ads,10.481
2024-03-11,Campania,Google Ads,33.171
2024-03-11,Emilia-Romagna,Google Ads,32.911
2024-03-11,Friuli-Venezia Giulia,Google Ads,9.026
2024-03-11,Lazio,Google Ads,46.85
2024-03-11,Liguria,Google Ads,12.36
2024-03-11,Lombardia,Google Ads,71.045
2024-03-11,Marche,Google Ads,8.219
2024-03-11,Molise,Google Ads,3.11
2024-03-11,Piemonte,Google Ads,26.027
2024-03-11,Puglia,Google Ads,23.296
2024-03-11,Sardegna,Google Ads,9.289
2024-03-11,Sicilia,Google Ads,40.703
2024-03-11,Toscana,Google Ads,24.758
2024-03-11,Trentino-Alto Adige,Google Ads,5.142
2024-03-11,Umbria,Google Ads,5.759
2024-03-11,Valle d'Aosta,Google Ads,0.837
2024-03-11,Veneto,Google Ads,22.546
2024-03-18,Abruzzo,Google Ads,4.232
2024-03-18,Basilicata,Google Ads,2.019
2024-03-18,Calabria,Google Ads,10.497
2024-03-18,Campania,Google Ads,36.23
2024-03-18,Emilia-Romagna,Google Ads,31.284
2024-03-18,Friuli-Venezia Giulia,Google Ads,8.875
2024-03-18,Lazio,Google Ads,47.723
2024-03-18,Liguria,Google Ads,12.157
2024-03-18,Lombardia,Google Ads,72.022
2024-03-18,Marche,Google Ads,8.353
2024-03-18,Molise,Google Ads,2.965
2024-03-18,Piemonte,Google Ads,25.739
2024-03-18,Puglia,Google Ads,22.023
2024-03-18,Sardegna,Google Ads,9.027
2024-03-18,Sicilia,Google Ads,42.09
2024-03-18,Toscana,Google Ads,23.618
2024-03-18,Trentino-Alto Adige,Google Ads,4.732
2024-03-18,Umbria,Google Ads,6.354
2024-03-18,Valle d'Aosta,Google Ads,0.839
2024-03-18,Veneto,Google Ads,23.607
2024-03-25,Abruzzo,Google Ads,4.385
2024-03-25,Basilicata,Google Ads,2.158
2024-03-25,Calabria,Google Ads,10.901
2024-03-25,Campania,Google Ads,38.627
2024-03-25,Emilia-Romagna,Google Ads,30.892
2024-03-25,Friuli-Venezia Giulia,Google Ads,9.918
2024-03-25,Lazio,Google Ads,49.372
2024-03-25,Liguria,Google Ads,12.93
2024-03-25,Lombardia,Google Ads,72.152
2024-03-25,Marche,Google Ads,8.769
2024-03-25,Molise,Google Ads,3.04
2024-03-25,Piemonte,Google Ads,29.345
2024-03-25,Puglia,Google Ads,23.669
2024-03-25,Sardegna,Google Ads,9.95
2024-03-25,Sicilia,Google Ads,42.062
2024-03-25,Toscana,Google Ads,27.665
2024-03-25,Trentino-Alto Adige,Google Ads,5.011
2024-03-25,Umbria,Google Ads,6.11
2024-03-25,Valle d'Aosta,Google Ads,0.902
2024-03-25,Veneto,Google Ads,23.759
2024-04-01,Abruzzo,Google Ads,5.231
2024-04-01,Basilicata,Google Ads,2.641
2024-04-01,Calabria,Google Ads,13.611
2024-04-01,Campania,Google Ads,50.685
2024-04-01,Emilia-Romagna,Google Ads,40.25
2024-04-01,Friuli-Venezia Giulia,Google Ads,12.009
2024-04-01,Lazio,Google Ads,63.734
2024-04-01,Liguria,Google Ads,17.225
2024-04-01,Lombardia,Google Ads,89.888
2024-04-01,Marche,Google Ads,10.677
2024-04-01,Molise,Google Ads,3.727
2024-04-01,Piemonte,Google Ads,37.862
2024-04-01,Puglia,Google Ads,28.792
2024-04-01,Sardegna,Google Ads,12.789
2024-04-01,Sicilia,Google Ads,53.725
2024-04-01,Toscana,Google Ads,32.803
2024-04-01,Trentino-Alto Adige,Google Ads,7.005
2024-04-01,Umbria,Google Ads,7.243
2024-04-01,Valle d'Aosta,Google Ads,1.065
2024-04-01,Veneto,Google Ads,27.228
2024-04-08,Abruzzo,Google Ads,6.619
2024-04-08,Basilicata,Google Ads,3.376
2024-04-08,Calabria,Google Ads,17.539
2024-04-08,Campania,Google Ads,65.249
2024-04-08,Emilia-Romagna,Google Ads,50.82
2024-04-08,Friuli-Venezia Giulia,Google Ads,14.048
2024-04-08,Lazio,Google Ads,81.582
2024-04-08,Liguria,Google Ads,21.025
2024-04-08,Lombardia,Google Ads,100.247
2024-04-08,Marche,Google Ads,13.45
2024-04-08,Molise,Google Ads,4.783
2024-04-08,Piemonte,Google Ads,48.44
2024-04-08,Puglia,Google Ads,37.671
2024-04-08,Sardegna,Google Ads,16.64
2024-04-08,Sicilia,Google Ads,60.26
2024-04-08,Toscana,Google Ads,40.171
2024-04-08,Trentino-Alto Adige,Google Ads,8.814
2024-04-08,Umbria,Google Ads,9.815
2024-04-08,Valle d'Aosta,Google Ads,1.386
2024-04-08,Veneto,Google Ads,35.449
2024-04-15,Abruzzo,Google Ads,6.553
2024-04-15,Basilicata,Google Ads,3.095
2024-04-15,Calabria,Google Ads,17.369
2024-04-15,Campania,Google Ads,54.946
2024-04-15,Emilia-Romagna,Google Ads,43.707
2024-04-15,Friuli-Venezia Giulia,Google Ads,12.574
2024-04-15,Lazio,Google Ads,71.28
2024-04-15,Liguria,Google Ads,18.821
2024-04-15,Lombardia,Google Ads,87.819
2024-04-15,Marche,Google Ads,12.69
2024-04-15,Molise,Google Ads,4.204
2024-04-15,Piemonte,Google Ads,40.438
2024-04-15,Puglia,Google Ads,35.189
2024-04-15,Sardegna,Google Ads,15.393
2024-04-15,Sicilia,Google Ads,55.219
2024-04-15,Toscana,Google Ads,34.922
2024-04-15,Trentino-Alto Adige,Google Ads,7.493
2024-04-15,Umbria,Google Ads,8.725
2024-04-15,Valle d'Aosta,Google Ads,1.244
2024-04-15,Veneto,Google Ads,31.775
2024-04-22,Abruzzo,Google Ads,5.763
2024-04-22,Basilicata,Google Ads,2.95
2024-04-22,Calabria,Google Ads,14.905
2024-04-22,Campania,Google Ads,51.67
2024-04-22,Emilia-Romagna,Google Ads,37.614
2024-04-22,Friuli-Venezia Giulia,Google Ads,11.734
2024-04-22,Lazio,Google Ads,65.503
2024-04-22,Liguria,Google Ads,15.9
2024-04-22,Lombardia,Google Ads,78.027
2024-04-22,Marche,Google Ads,11.465
2024-04-22,Molise,Google Ads,3.752
2024-04-22,Piemonte,Google Ads,33.951
2024-04-22,Puglia,Google Ads,31.592
2024-04-22,Sardegna,Google Ads,13.316
2024-04-22,Sicilia,Google Ads,48.047
2024-04-22,Toscana,Google Ads,30.391
2024-04-22,Trentino-Alto Adige,Google Ads,6.807
2024-04-22,Umbria,Google Ads,7.966
2024-04-22,Valle d'Aosta,Google Ads,1.165
2024-04-22,Veneto,Google Ads,29.168
2024-04-29,Abruzzo,Google Ads,5.604
2024-04-29,Basilicata,Google Ads,3.263
2024-04-29,Calabria,Google Ads,16.07
2024-04-29,Campania,Google Ads,51.338
2024-04-29,Emilia-Romagna,Google Ads,39.363
2024-04-29,Friuli-Venezia Giulia,Google Ads,11.598
2024-04-29,Lazio,Google Ads,68.168
2024-04-29,Liguria,Google Ads,15.291
2024-04-29,Lombardia,Google Ads,80.103
2024-04-29,Marche,Google Ads,12.407
2024-04-29,Molise,Google Ads,3.597
2024-04-29,Piemonte,Google Ads,36.507
2024-04-29,Puglia,Google Ads,32.85
2024-04-29,Sardegna,Google Ads,12.73
2024-04-29,Sicilia,Google Ads,48.033
2024-04-29,Toscana,Google Ads,29.071
2024-04-29,Trentino-Alto Adige,Google Ads,6.378
2024-04-29,Umbria,Google Ads,8.197
2024-04-29,Valle d'Aosta,Google Ads,1.221
2024-04-29,Veneto,Google Ads,27.206
2024-05-06,Abruzzo,Google Ads,0.926
2024-05-06,Basilicata,Google Ads,0.541
2024-05-06,Calabria,Google Ads,2.841
2024-05-06,Campania,Google Ads,8.528
2024-05-06,Emilia-Romagna,Google Ads,6.47
2024-05-06,Friuli-Venezia Giulia,Google Ads,1.918
2024-05-06,Lazio,Google Ads,11.287
2024-05-06,Liguria,Google Ads,2.318
2024-05-06,Lombardia,Google Ads,13.491
2024-05-06,Marche,Google Ads,2.013
2024-05-06,Molise,Google Ads,0.622
2024-05-06,Piemonte,Google Ads,6.069
2024-05-06,Puglia,Google Ads,5.926
2024-05-06,Sardegna,Google Ads,1.996
2024-05-06,Sicilia,Google Ads,7.554
2024-05-06,Toscana,Google Ads,4.482
2024-05-06,Trentino-Alto Adige,Google Ads,1.009
2024-05-06,Umbria,Google Ads,1.352
2024-05-06,Valle d'Aosta,Google Ads,0.214
2024-05-06,Veneto,Google Ads,4.295
2024-05-13,Abruzzo,Google Ads,5.301
2024-05-13,Basilicata,Google Ads,3.479
2024-05-13,Calabria,Google Ads,15.129
2024-05-13,Campania,Google Ads,56.494
2024-05-13,Emilia-Romagna,Google Ads,45.237
2024-05-13,Friuli-Venezia Giulia,Google Ads,12.574
2024-05-13,Lazio,Google Ads,69.901
2024-05-13,Liguria,Google Ads,16.521
2024-05-13,Lombardia,Google Ads,85.201
2024-05-13,Marche,Google Ads,12.789
2024-05-13,Molise,Google Ads,4.03
2024-05-13,Piemonte,Google Ads,35.449
2024-05-13,Puglia,Google Ads,33.142
2024-05-13,Sardegna,Google Ads,14.106
2024-05-13,Sicilia,Google Ads,54.703
2024-05-13,Toscana,Google Ads,31.804
2024-05-13,Trentino-Alto Adige,Google Ads,6.415
2024-05-13,Umbria,Google Ads,8.249
2024-05-13,Valle d'Aosta,Google Ads,1.17
2024-05-13,Veneto,Google Ads,29.52
2024-05-20,Abruzzo,Google Ads,6.501
2024-05-20,Basilicata,Google Ads,3.809
2024-05-20,Calabria,Google Ads,18.15
2024-05-20,Campania,Google Ads,61.768
2024-05-20,Emilia-Romagna,Google Ads,50.835
2024-05-20,Friuli-Venezia Giulia,Google Ads,14.785
2024-05-20,Lazio,Google Ads,81.093
2024-05-20,Liguria,Google Ads,17.986
2024-05-20,Lombardia,Google Ads,103.476
2024-05-20,Marche,Google Ads,15.057
2024-05-20,Molise,Google Ads,4.7
2024-05-20,Piemonte,Google Ads,39.047
2024-05-20,Puglia,Google Ads,36.97
2024-05-20,Sardegna,Google Ads,17.426
2024-05-20,Sicilia,Google Ads,63.07
2024-05-20,Toscana,Google Ads,40.649
2024-05-20,Trentino-Alto Adige,Google Ads,7.763
2024-05-20,Umbria,Google Ads,10.369
2024-05-20,Valle d'Aosta,Google Ads,1.418
2024-05-20,Veneto,Google Ads,34.984
2024-05-27,Abruzzo,Google Ads,6.917
2024-05-27,Basilicata,Google Ads,3.956
2024-05-27,Calabria,Google Ads,18.293
2024-05-27,Campania,Google Ads,62.854
2024-05-27,Emilia-Romagna,Google Ads,51.171
2024-05-27,Friuli-Venezia Giulia,Google Ads,14.364
2024-05-27,Lazio,Google Ads,75.52
2024-05-27,Liguria,Google Ads,17.822
2024-05-27,Lombardia,Google Ads,101.007
2024-05-27,Marche,Google Ads,14.378
2024-05-27,Molise,Google Ads,4.871
2024-05-27,Piemonte,Google Ads,41.28
2024-05-27,Puglia,Google Ads,39.634
2024-05-27,Sardegna,Google Ads,17.285
2024-05-27,Sicilia,Google Ads,66.889
2024-05-27,Toscana,Google Ads,38.36
2024-05-27,Trentino-Alto Adige,Google Ads,8.579
2024-05-27,Umbria,Google Ads,10.885
2024-05-27,Valle d'Aosta,Google Ads,1.426
2024-05-27,Veneto,Google Ads,34.734
2024-06-03,Abruzzo,Google Ads,8.996
2024-06-03,Basilicata,Google Ads,4.404
2024-06-03,Calabria,Google Ads,22.766
2024-06-03,Campania,Google Ads,79.538
2024-06-03,Emilia-Romagna,Google Ads,66.202
2024-06-03,Friuli-Venezia Giulia,Google Ads,19.412
2024-06-03,Lazio,Google Ads,96.875
2024-06-03,Liguria,Google Ads,24.793
2024-06-03,Lombardia,Google Ads,131.336
2024-06-03,Marche,Google Ads,17.693
2024-06-03,Molise,Google Ads,6.755
2024-06-03,Piemonte,Google Ads,51.49
2024-06-03,Puglia,Google Ads,43.139
2024-06-03,Sardegna,Google Ads,21.721
2024-06-03,Sicilia,Google Ads,84.244
2024-06-03,Toscana,Google Ads,49.461
2024-06-03,Trentino-Alto Adige,Google Ads,10.854
2024-06-03,Umbria,Google Ads,13.028
2024-06-03,Valle d'Aosta,Google Ads,1.774
2024-06-03,Veneto,Google Ads,42.696
2024-06-10,Abruzzo,Google Ads,7.261
2024-06-10,Basilicata,Google Ads,3.271
2024-06-10,Calabria,Google Ads,21.199
2024-06-10,Campania,Google Ads,66.945
2024-06-10,Emilia-Romagna,Google Ads,58.045
2024-06-10,Friuli-Venezia Giulia,Google Ads,14.293
2024-06-10,Lazio,Google Ads,81.028
2024-06-10,Liguria,Google Ads,18.072
2024-06-10,Lombardia,Google Ads,108.459
2024-06-10,Marche,Google Ads,13.339
2024-06-10,Molise,Google Ads,5.253
2024-06-10,Piemonte,Google Ads,42.983
2024-06-10,Puglia,Google Ads,42.592
2024-06-10,Sardegna,Google Ads,20.075
2024-06-10,Sicilia,Google Ads,72.856
2024-06-10,Toscana,Google Ads,40.211
2024-06-10,Trentino-Alto Adige,Google Ads,9.631
2024-06-10,Umbria,Google Ads,9.842
2024-06-10,Valle d'Aosta,Google Ads,1.4
2024-06-10,Veneto,Google Ads,36.154
2024-06-17,Abruzzo,Google Ads,6.306
2024-06-17,Basilicata,Google Ads,2.848
2024-06-17,Calabria,Google Ads,20.428
2024-06-17,Campania,Google Ads,62.871
2024-06-17,Emilia-Romagna,Google Ads,55.57
2024-06-17,Friuli-Venezia Giulia,Google Ads,13.149
2024-06-17,Lazio,Google Ads,77.109
2024-06-17,Liguria,Google Ads,15.575
2024-06-17,Lombardia,Google Ads,87.296
2024-06-17,Marche,Google Ads,11.895
2024-06-17,Molise,Google Ads,4.399
2024-06-17,Piemonte,Google Ads,38.44
2024-06-17,Puglia,Google Ads,37.845
2024-06-17,Sardegna,Google Ads,19.431
2024-06-17,Sicilia,Google Ads,67.849
2024-06-17,Toscana,Google Ads,35.01
2024-06-17,Trentino-Alto Adige,Google Ads,8.757
2024-06-17,Umbria,Google Ads,8.708
2024-06-17,Valle d'Aosta,Google Ads,1.227
2024-06-17,Veneto,Google Ads,34.165
2024-06-24,Abruzzo,Google Ads,5.126
2024-06-24,Basilicata,Google Ads,2.758
2024-06-24,Calabria,Google Ads,18.058
2024-06-24,Campania,Google Ads,56.424
2024-06-24,Emilia-Romagna,Google Ads,55.255
2024-06-24,Friuli-Venezia Giulia,Google Ads,12.7
2024-06-24,Lazio,Google Ads,68.446
2024-06-24,Liguria,Google Ads,15.469
2024-06-24,Lombardia,Google Ads,74.514
2024-06-24,Marche,Google Ads,10.221
2024-06-24,Molise,Google Ads,4.118
2024-06-24,Piemonte,Google Ads,34.299
2024-06-24,Puglia,Google Ads,36.987
2024-06-24,Sardegna,Google Ads,18.192
2024-06-24,Sicilia,Google Ads,66.941
2024-06-24,Toscana,Google Ads,31.468
2024-06-24,Trentino-Alto Adige,Google Ads,8.098
2024-06-24,Umbria,Google Ads,8.441
2024-06-24,Valle d'Aosta,Google Ads,1.163
2024-06-24,Veneto,Google Ads,28.302
2024-07-01,Abruzzo,Google Ads,0.823
2024-07-01,Basilicata,Google Ads,0.434
2024-07-01,Calabria,Google Ads,3.373
2024-07-01,Campania,Google Ads,9.706
2024-07-01,Emilia-Romagna,Google Ads,10.487
2024-07-01,Friuli-Venezia Giulia,Google Ads,2.171
2024-07-01,Lazio,Google Ads,11.348
2024-07-01,Liguria,Google Ads,2.352
2024-07-01,Lombardia,Google Ads,12.238
2024-07-01,Marche,Google Ads,1.571
2024-07-01,Molise,Google Ads,0.756
2024-07-01,Piemonte,Google Ads,5.585
2024-07-01,Puglia,Google Ads,7.084
2024-07-01,Sardegna,Google Ads,3.226
2024-07-01,Sicilia,Google Ads,11.803
2024-07-01,Toscana,Google Ads,4.954
2024-07-01,Trentino-Alto Adige,Google Ads,1.386
2024-07-01,Umbria,Google Ads,1.407
2024-07-01,Valle d'Aosta,Google Ads,0.2
2024-07-01,Veneto,Google Ads,4.519
2024-07-08,Abruzzo,Google Ads,3.645
2024-07-08,Basilicata,Google Ads,1.828
2024-07-08,Calabria,Google Ads,10.399
2024-07-08,Campania,Google Ads,35.557
2024-07-08,Emilia-Romagna,Google Ads,38.637
2024-07-08,Friuli-Venezia Giulia,Google Ads,8.252
2024-07-08,Lazio,Google Ads,38.842
2024-07-08,Liguria,Google Ads,10.004
2024-07-08,Lombardia,Google Ads,50.47
2024-07-08,Marche,Google Ads,8.125
2024-07-08,Molise,Google Ads,2.919
2024-07-08,Piemonte,Google Ads,19.823
2024-07-08,Puglia,Google Ads,24.736
2024-07-08,Sardegna,Google Ads,15.338
2024-07-08,Sicilia,Google Ads,48.428
2024-07-08,Toscana,Google Ads,19.657
2024-07-08,Trentino-Alto Adige,Google Ads,5.071
2024-07-08,Umbria,Google Ads,4.843
2024-07-08,Valle d'Aosta,Google Ads,0.705
2024-07-08,Veneto,Google Ads,17.501
2024-07-15,Abruzzo,Google Ads,4.62
2024-07-15,Basilicata,Google Ads,2.465
2024-07-15,Calabria,Google Ads,13.01
2024-07-15,Campania,Google Ads,43.988
2024-07-15,Emilia-Romagna,Google Ads,48.581
2024-07-15,Friuli-Venezia Giulia,Google Ads,10.436
2024-07-15,Lazio,Google Ads,54.945
2024-07-15,Liguria,Google Ads,13.349
2024-07-15,Lombardia,Google Ads,68.098
2024-07-15,Marche,Google Ads,10.721
2024-07-15,Molise,Google Ads,3.721
2024-07-15,Piemonte,Google Ads,28.318
2024-07-15,Puglia,Google Ads,31.47
2024-07-15,Sardegna,Google Ads,20.048
2024-07-15,Sicilia,Google Ads,65.518
2024-07-15,Toscana,Google Ads,29.116
2024-07-15,Trentino-Alto Adige,Google Ads,7.249
2024-07-15,Umbria,Google Ads,6.597
2024-07-15,Valle d'Aosta,Google Ads,0.933
2024-07-15,Veneto,Google Ads,24.496
2024-07-22,Abruzzo,Google Ads,4.509
2024-07-22,Basilicata,Google Ads,2.355
2024-07-22,Calabria,Google Ads,14.286
2024-07-22,Campania,Google Ads,41.608
2024-07-22,Emilia-Romagna,Google Ads,48.725
2024-07-22,Friuli-Venezia Giulia,Google Ads,10.862
2024-07-22,Lazio,Google Ads,50.334
2024-07-22,Liguria,Google Ads,12.854
2024-07-22,Lombardia,Google Ads,69.219
2024-07-22,Marche,Google Ads,10.646
2024-07-22,Molise,Google Ads,3.481
2024-07-22,Piemonte,Google Ads,26.435
2024-07-22,Puglia,Google Ads,30.223
2024-07-22,Sardegna,Google Ads,19.625
