settimana,regione,candidature
2024-04-15,Campania,710
2024-04-15,Emilia-Romagna,530
2024-04-15,Friuli-Venezia Giulia,202
2024-04-15,Lazio,1150
2024-04-15,Liguria,250
2024-04-15,Lombardia,1186
2024-04-15,Marche,215
2024-04-15,Molise,27
2024-04-15,Piemonte,594
2024-04-15,Puglia,469
2024-04-15,Sardegna,212
2024-04-15,Sicilia,544
2024-04-15,Toscana,435
2024-04-15,Trentino-Alto Adige,167
2024-04-15,Umbria,118
2024-04-15,Valle d'Aosta,13
2024-04-15,Veneto,592
2024-04-22,Abruzzo,157
2024-04-22,Basilicata,79
2024-04-22,Calabria,218
2024-04-22,Campania,835
2024-04-22,Emilia-Romagna,531
2024-04-22,Friuli-Venezia Giulia,172
2024-04-22,Lazio,1093
2024-04-22,Liguria,220
2024-04-22,Lombardia,1371
2024-04-22,Marche,248
2024-04-22,Molise,37
2024-04-22,Piemonte,533
2024-04-22,Puglia,552
2024-04-22,Sardegna,212
2024-04-22,Sicilia,565
2024-04-22,Toscana,437
2024-04-22,Trentino-Alto Adige,153
2024-04-22,Umbria,135
2024-04-22,Valle d'Aosta,21
2024-04-22,Veneto,498
2024-04-29,Abruzzo,172
2024-04-29,Basilicata,106
2024-04-29,Calabria,305
2024-04-29,Campania,696
2024-04-29,Emilia-Romagna,543
2024-04-29,Friuli-Venezia Giulia,165
2024-04-29,Lazio,925
2024-04-29,Liguria,248
2024-04-29,Lombardia,1192
2024-04-29,Marche,251
2024-04-29,Molise,29
2024-04-29,Piemonte,540
2024-04-29,Puglia,422
2024-04-29,Sardegna,224
2024-04-29,Sicilia,624
2024-04-29,Toscana,420
2024-04-29,Trentino-Alto Adige,126
2024-04-29,Umbria,132
2024-04-29,Valle d'Aosta,9
2024-04-29,Veneto,544
2024-05-06,Abruzzo,212
2024-05-06,Basilicata,99
2024-05-06,Calabria,212
2024-05-06,Campania,767
2024-05-06,Emilia-Romagna,649
2024-05-06,Friuli-Venezia Giulia,185
2024-05-06,Lazio,1018
2024-05-06,Liguria,290
2024-05-06,Lombardia,1277
2024-05-06,Marche,241
2024-05-06,Molise,39
2024-05-06,Piemonte,507
2024-05-06,Puglia,516
2024-05-06,Sardegna,275
2024-05-06,Sicilia,627
2024-05-06,Toscana,481
2024-05-06,Trentino-Alto Adige,145
2024-05-06,Umbria,78
2024-05-06,Valle d'Aosta,12
2024-05-06,Veneto,627
2024-05-13,Abruzzo,173
2024-05-13,Basilicata,73
2024-05-13,Calabria,260
2024-05-13,Campania,686
2024-05-13,Emilia-Romagna,544
2024-05-13,Friuli-Venezia Giulia,138
2024-05-13,Lazio,1031
2024-05-13,Liguria,215
2024-05-13,Lombardia,1322
2024-05-13,Marche,291
2024-05-13,Molise,30
2024-05-13,Piemonte,512
2024-05-13,Puglia,569
2024-05-13,Sardegna,247
2024-05-13,Sicilia,570
2024-05-13,Toscana,560
2024-05-13,Trentino-Alto Adige,165
2024-05-13,Umbria,124
2024-05-13,Valle d'Aosta,7
2024-05-13,Veneto,737
2024-05-20,Abruzzo,184
2024-05-20,Basilicata,90
2024-05-20,Calabria,260
2024-05-20,Campania,815
2024-05-20,Emilia-Romagna,554
2024-05-20,Friuli-Venezia Giulia,134
2024-05-20,Lazio,1150
2024-05-20,Liguria,204
2024-05-20,Lombardia,1350
2024-05-20,Marche,264
2024-05-20,Molise,50
2024-05-20,Piemonte,491
2024-05-20,Puglia,607
2024-05-20,Sardegna,270
2024-05-20,Sicilia,778
2024-05-20,Toscana,449
2024-05-20,Trentino-Alto Adige,152
2024-05-20,Umbria,109
2024-05-20,Valle d'Aosta,18
2024-05-20,Veneto,795
2024-05-27,Abruzzo,209
2024-05-27,Basilicata,91
2024-05-27,Calabria,325
2024-05-27,Campania,873
2024-05-27,Emilia-Romagna,550
2024-05-27,Friuli-Venezia Giulia,142
2024-05-27,Lazio,1125
2024-05-27,Liguria,211
2024-05-27,Lombardia,1359
2024-05-27,Marche,298
2024-05-27,Molise,24
2024-05-27,Piemonte,585
2024-05-27,Puglia,615
2024-05-27,Sardegna,235
2024-05-27,Sicilia,682
2024-05-27,Toscana,515
2024-05-27,Trentino-Alto Adige,175
2024-05-27,Umbria,112
2024-05-27,Valle d'Aosta,15
2024-05-27,Veneto,674
2024-06-03,Abruzzo,196
2024-06-03,Basilicata,89
2024-06-03,Calabria,261
2024-06-03,Campania,768
2024-06-03,Emilia-Romagna,591
2024-06-03,Friuli-Venezia Giulia,169
2024-06-03,Lazio,1251
2024-06-03,Liguria,244
2024-06-03,Lombardia,1497
2024-06-03,Marche,267
2024-06-03,Molise,58
2024-06-03,Piemonte,595
2024-06-03,Puglia,522
2024-06-03,Sardegna,284
2024-06-03,Sicilia,664
2024-06-03,Toscana,436
2024-06-03,Trentino-Alto Adige,188
2024-06-03,Umbria,155
2024-06-03,Valle d'Aosta,9
2024-06-03,Veneto,721
2024-06-10,Abruzzo,185
2024-06-10,Basilicata,108
2024-06-10,Calabria,333
2024-06-10,Campania,815
2024-06-10,Emilia-Romagna,605
2024-06-10,Friuli-Venezia Giulia,164
2024-06-10,Lazio,1138
2024-06-10,Liguria,284
2024-06-10,Lombardia,1481
2024-06-10,Marche,310
2024-06-10,Molise,41
2024-06-10,Piemonte,546
2024-06-10,Puglia,618
2024-06-10,Sardegna,309
2024-06-10,Sicilia,632
2024-06-10,Toscana,468
2024-06-10,Trentino-Alto Adige,220
2024-06-10,Umbria,113
2024-06-10,Valle d'Aosta,12
2024-06-10,Veneto,764
2024-06-17,Abruzzo,185
2024-06-17,Basilicata,99
2024-06-17,Calabria,320
2024-06-17,Campania,823
2024-06-17,Emilia-Romagna,688
2024-06-17,Friuli-Venezia Giulia,190
2024-06-17,Lazio,1252
2024-06-17,Liguria,242
2024-06-17,Lombardia,1390
2024-06-17,Marche,361
2024-06-17,Molise,52
2024-06-17,Piemonte,675
2024-06-17,Puglia,563
2024-06-17,Sardegna,253
2024-06-17,Sicilia,752
2024-06-17,Toscana,463
2024-06-17,Trentino-Alto Adige,205
2024-06-17,Umbria,120
2024-06-17,Valle d'Aosta,9
2024-06-17,Veneto,723
2024-06-24,Abruzzo,200
2024-06-24,Basilicata,86
2024-06-24,Calabria,276
2024-06-24,Campania,864
2024-06-24,Emilia-Romagna,708
2024-06-24,Friuli-Venezia Giulia,193
2024-06-24,Lazio,1053
2024-06-24,Liguria,298
2024-06-24,Lombardia,1287
2024-06-24,Marche,243
2024-06-24,Molise,38
2024-06-24,Piemonte,620
2024-06-24,Puglia,688
2024-06-24,Sardegna,221
2024-06-24,Sicilia,789
2024-06-24,Toscana,481
2024-06-24,Trentino-Alto Adige,173
2024-06-24,Umbria,87
2024-06-24,Valle d'Aosta,16
2024-06-24,Veneto,803
2024-07-01,Abruzzo,152
2024-07-01,Basilicata,78
2024-07-01,Calabria,317
2024-07-01,Campania,732
2024-07-01,Emilia-Romagna,602
2024-07-01,Friuli-Venezia Giulia,171
2024-07-01,Lazio,1183
2024-07-01,Liguria,220
2024-07-01,Lombardia,1352
2024-07-01,Marche,287
2024-07-01,Molise,47
2024-07-01,Piemonte,570
2024-07-01,Puglia,671
2024-07-01,Sardegna,292
2024-07-01,Sicilia,711
2024-07-01,Toscana,488
2024-07-01,Trentino-Alto Adige,151
2024-07-01,Umbria,104
2024-07-01,Valle d'Aosta,19
2024-07-01,Veneto,712
2024-07-08,Abruzzo,192
2024-07-08,Basilicata,100
2024-07-08,Calabria,280
2024-07-08,Campania,840
2024-07-08,Emilia-Romagna,681
2024-07-08,Friuli-Venezia Giulia,185
2024-07-08,Lazio,1271
2024-07-08,Liguria,277
2024-07-08,Lombardia,1521
2024-07-08,Marche,263
2024-07-08,Molise,34
2024-07-08,Piemonte,555
2024-07-08,Puglia,635
2024-07-08,Sardegna,249
2024-07-08,Sicilia,665
2024-07-08,Toscana,509
2024-07-08,Trentino-Alto Adige,167
2024-07-08,Umbria,109
2024-07-08,Valle d'Aosta,8
2024-07-08,Veneto,618
2024-07-15,Abruzzo,168
2024-07-15,Basilicata,70
2024-07-15,Calabria,306
2024-07-15,Campania,855
2024-07-15,Emilia-Romagna,700
2024-07-15,Friuli-Venezia Giulia,154
2024-07-15,Lazio,921
2024-07-15,Liguria,270
2024-07-15,Lombardia,1251
2024-07-15,Marche,304
2024-07-15,Molise,36
2024-07-15,Piemonte,509
2024-07-15,Puglia,653
2024-07-15,Sardegna,309
2024-07-15,Sicilia,757
2024-07-15,Toscana,553
2024-07-15,Trentino-Alto Adige,178
2024-07-15,Umbria,127
2024-07-15,Valle d'Aosta,10
2024-07-15,Veneto,656
2024-07-22,Abruzzo,162
2024-07-22,Basilicata,97
2024-07-22,Calabria,289
2024-07-22,Campania,730
2024-07-22,Emilia-Romagna,601
2024-07-22,Friuli-Venezia Giulia,146
2024-07-22,Lazio,985
2024-07-22,Liguria,246
2024-07-22,Lombardia,1321
2024-07-22,Marche,271
2024-07-22,Molise,27
2024-07-22,Piemonte,536
2024-07-22,Puglia,549
2024-07-22,Sardegna,229
2024-07-22,Sicilia,744
2024-07-22,Toscana,515
2024-07-22,Trentino-Alto Adige,138
2024-07-22,Umbria,115
2024-07-22,Valle d'Aosta,19
2024-07-22,Veneto,727
2024-07-29,Abruzzo,180
2024-07-29,Basilicata,107
2024-07-29,Calabria,317
2024-07-29,Campania,779
2024-07-29,Emilia-Romagna,566
2024-07-29,Friuli-Venezia Giulia,154
2024-07-29,Lazio,1020
2024-07-29,Liguria,217
2024-07-29,Lombardia,1036
2024-07-29,Marche,210
2024-07-29,Molise,48
2024-07-29,Piemonte,406
2024-07-29,Puglia,485
2024-07-29,Sardegna,336
2024-07-29,Sicilia,605
2024-07-29,Toscana,439
2024-07-29,Trentino-Alto Adige,132
2024-07-29,Umbria,138
2024-07-29,Valle d'Aosta,4
2024-07-29,Veneto,690
2024-08-05,Abruzzo,134
2024-08-05,Basilicata,67
2024-08-05,Calabria,218
2024-08-05,Campania,654
2024-08-05,Emilia-Romagna,460
2024-08-05,Friuli-Venezia Giulia,134
2024-08-05,Lazio,1055
2024-08-05,Liguria,236
2024-08-05,Lombardia,1235
2024-08-05,Marche,175
2024-08-05,Molise,38
2024-08-05,Piemonte,420
2024-08-05,Puglia,512
2024-08-05,Sardegna,257
2024-08-05,Sicilia,548
2024-08-05,Toscana,515
2024-08-05,Trentino-Alto Adige,156
2024-08-05,Umbria,114
2024-08-05,Valle d'Aosta,8
2024-08-05,Veneto,568
2024-08-12,Abruzzo,152
2024-08-12,Basilicata,73
2024-08-12,Calabria,200
2024-08-12,Campania,727
2024-08-12,Emilia-Romagna,440
2024-08-12,Friuli-Venezia Giulia,116
2024-08-12,Lazio,903
2024-08-12,Liguria,190
2024-08-12,Lombardia,1014
2024-08-12,Marche,211
2024-08-12,Molise,31
2024-08-12,Piemonte,478
2024-08-12,Puglia,522
2024-08-12,Sardegna,216
2024-08-12,Sicilia,584
2024-08-12,Toscana,389
2024-08-12,Trentino-Alto Adige,144
2024-08-12,Umbria,73
2024-08-12,Valle d'Aosta,12
2024-08-12,Veneto,533
2024-08-19,Abruzzo,129
2024-08-19,Basilicata,53
2024-08-19,Calabria,194
2024-08-19,Campania,592
2024-08-19,Emilia-Romagna,434
2024-08-19,Friuli-Venezia Giulia,147
2024-08-19,Lazio,927
2024-08-19,Liguria,226
2024-08-19,Lombardia,1327
2024-08-19,Marche,228
2024-08-19,Molise,19
2024-08-19,Piemonte,488
2024-08-19,Puglia,408
2024-08-19,Sardegna,189
2024-08-19,Sicilia,505
2024-08-19,Toscana,300
2024-08-19,Trentino-Alto Adige,150
2024-08-19,Umbria,99
2024-08-19,Valle d'Aosta,10
2024-08-19,Veneto,534
2024-08-26,Abruzzo,199
2024-08-26,Basilicata,96
2024-08-26,Calabria,266
2024-08-26,Campania,659
2024-08-26,Emilia-Romagna,474
2024-08-26,Friuli-Venezia Giulia,140
2024-08-26,Lazio,1017
2024-08-26,Liguria,208
2024-08-26,Lombardia,1458
2024-08-26,Marche,250
2024-08-26,Molise,39
2024-08-26,Piemonte,514
2024-08-26,Puglia,486
2024-08-26,Sardegna,285
2024-08-26,Sicilia,643
2024-08-26,Toscana,460
2024-08-26,Trentino-Alto Adige,172
2024-08-26,Umbria,105
2024-08-26,Valle d'Aosta,18
2024-08-26,Veneto,675
2024-09-02,Abruzzo,170
2024-09-02,Basilicata,99
2024-09-02,Calabria,216
2024-09-02,Campania,682
2024-09-02,Emilia-Romagna,516
2024-09-02,Friuli-Venezia Giulia,176
2024-09-02,Lazio,1175
2024-09-02,Liguria,234
2024-09-02,Lombardia,1397
2024-09-02,Marche,314
2024-09-02,Molise,31
2024-09-02,Piemonte,535
2024-09-02,Puglia,456
2024-09-02,Sardegna,229
2024-09-02,Sicilia,632
2024-09-02,Toscana,506
2024-09-02,Trentino-Alto Adige,149
2024-09-02,Umbria,110
2024-09-02,Valle d'Aosta,8
2024-09-02,Veneto,691
2024-09-09,Abruzzo,206
2024-09-09,Basilicata,94
2024-09-09,Calabria,231
2024-09-09,Campania,794
2024-09-09,Emilia-Romagna,552
2024-09-09,Friuli-Venezia Giulia,195
2024-09-09,Lazio,1034
2024-09-09,Liguria,255
2024-09-09,Lombardia,1335
2024-09-09,Marche,291
2024-09-09,Molise,27
2024-09-09,Piemonte,570
2024-09-09,Puglia,556
2024-09-09,Sardegna,231
2024-09-09,Sicilia,646
2024-09-09,Toscana,485
2024-09-09,Trentino-Alto Adige,142
2024-09-09,Umbria,112
2024-09-09,Valle d'Aosta,7
2024-09-09,Veneto,690
2024-09-16,Abruzzo,181
2024-09-16,Basilicata,94
2024-09-16,Calabria,247
2024-09-16,Campania,645
2024-09-16,Emilia-Romagna,546
2024-09-16,Friuli-Venezia Giulia,198
2024-09-16,Lazio,1032
2024-09-16,Liguria,231
2024-09-16,Lombardia,1520
2024-09-16,Marche,289
2024-09-16,Molise,34
2024-09-16,Piemonte,575
2024-09-16,Puglia,480
2024-09-16,Sardegna,226
2024-09-16,Sicilia,583
2024-09-16,Toscana,437
2024-09-16,Trentino-Alto Adige,135
2024-09-16,Umbria,105
2024-09-16,Valle d'Aosta,13
2024-09-16,Veneto,599
2024-09-23,Abruzzo,156
2024-09-23,Basilicata,85
2024-09-23,Calabria,211
2024-09-23,Campania,771
2024-09-23,Emilia-Romagna,502
2024-09-23,Friuli-Venezia Giulia,157
2024-09-23,Lazio,1155
2024-09-23,Liguria,217
2024-09-23,Lombardia,1396
2024-09-23,Marche,309
2024-09-23,Molise,59
2024-09-23,Piemonte,680
2024-09-23,Puglia,441
2024-09-23,Sardegna,242
2024-09-23,Sicilia,518
2024-09-23,Toscana,424
2024-09-23,Trentino-Alto Adige,170
2024-09-23,Umbria,124
2024-09-23,Valle d'Aosta,12
2024-09-23,Veneto,657
2024-09-30,Abruzzo,193
2024-09-30,Basilicata,89
2024-09-30,Calabria,274
2024-09-30,Campania,768
2024-09-30,Emilia-Romagna,614
2024-09-30,Friuli-Venezia Giulia,129
2024-09-30,Lazio,1167
2024-09-30,Liguria,299
2024-09-30,Lombardia,1491
2024-09-30,Marche,307
2024-09-30,Molise,52
2024-09-30,Piemonte,674
2024-09-30,Puglia,518
2024-09-30,Sardegna,234
2024-09-30,Sicilia,549
2024-09-30,Toscana,456
2024-09-30,Trentino-Alto Adige,154
2024-09-30,Umbria,144
2024-09-30,Valle d'Aosta,15
2024-09-30,Veneto,636
2024-10-07,Abruzzo,184
2024-10-07,Basilicata,87
2024-10-07,Calabria,235
2024-10-07,Campania,787
2024-10-07,Emilia-Romagna,617
2024-10-07,Friuli-Venezia Giulia,140
2024-10-07,Lazio,1036
2024-10-07,Liguria,239
2024-10-07,Lombardia,1488
2024-10-07,Marche,223
2024-10-07,Molise,44
2024-10-07,Piemonte,661
2024-10-07,Puglia,516
2024-10-07,Sardegna,244
2024-10-07,Sicilia,557
2024-10-07,Toscana,473
2024-10-07,Trentino-Alto Adige,177
2024-10-07,Umbria,142
2024-10-07,Valle d'Aosta,9
2024-10-07,Veneto,776
2024-10-14,Abruzzo,260
2024-10-14,Basilicata,98
2024-10-14,Calabria,214
2024-10-14,Campania,745
2024-10-14,Emilia-Romagna,521
2024-10-14,Friuli-Venezia Giulia,183
2024-10-14,Lazio,1275
2024-10-14,Liguria,311
2024-10-14,Lombardia,1741
2024-10-14,Marche,287
2024-10-14,Molise,60
2024-10-14,Piemonte,619
2024-10-14,Puglia,496
2024-10-14,Sardegna,232
2024-10-14,Sicilia,606
2024-10-14,Toscana,489
2024-10-14,Trentino-Alto Adige,148
2024-10-14,Umbria,94
2024-10-14,Valle d'Aosta,10
2024-10-14,Veneto,615
2024-10-21,Abruzzo,197
2024-10-21,Basilicata,91
2024-10-21,Calabria,255
2024-10-21,Campania,910
2024-10-21,Emilia-Romagna,501
2024-10-21,Friuli-Venezia Giulia,180
2024-10-21,Lazio,1319
2024-10-21,Liguria,250
2024-10-21,Lombardia,1817
2024-10-21,Marche,267
2024-10-21,Molise,39
2024-10-21,Piemonte,607
2024-10-21,Puglia,566
2024-10-21,Sardegna,218
2024-10-21,Sicilia,554
2024-10-21,Toscana,419
2024-10-21,Trentino-Alto Adige,146
2024-10-21,Umbria,128
2024-10-21,Valle d'Aosta,19
2024-10-21,Veneto,660
2024-10-28,Abruzzo,183
2024-10-28,Basilicata,93
2024-10-28,Calabria,245
2024-10-28,Campania,889
2024-10-28,Emilia-Romagna,720
2024-10-28,Friuli-Venezia Giulia,165
2024-10-28,Lazio,1248
2024-10-28,Liguria,255
2024-10-28,Lombardia,1515
2024-10-28,Marche,273
2024-10-28,Molise,45
2024-10-28,Piemonte,661
2024-10-28,Puglia,473
2024-10-28,Sardegna,187
2024-10-28,Sicilia,627
2024-10-28,Toscana,492
2024-10-28,Trentino-Alto Adige,147
2024-10-28,Umbria,127
2024-10-28,Valle d'Aosta,12
2024-10-28,Veneto,855
2024-11-04,Abruzzo,224
2024-11-04,Basilicata,111
2024-11-04,Calabria,251
2024-11-04,Campania,870
2024-11-04,Emilia-Romagna,616
2024-11-04,Friuli-Venezia Giulia,187
2024-11-04,Lazio,1261
2024-11-04,Liguria,268
2024-11-04,Lombardia,1686
2024-11-04,Marche,313
2024-11-04,Molise,58
2024-11-04,Piemonte,753
2024-11-04,Puglia,428
2024-11-04,Sardegna,179
2024-11-04,Sicilia,607
2024-11-04,Toscana,498
2024-11-04,Trentino-Alto Adige,205
