settimana,regione,canale,candidature_incrementali_vere
2024-01-29,Molise,Google Ads,3.722
2024-01-29,Piemonte,Google Ads,34.22
2024-01-29,Puglia,Google Ads,25.357
2024-01-29,Sardegna,Google Ads,10.676
2024-01-29,Sicilia,Google Ads,54.14
2024-01-29,Toscana,Google Ads,30.397
2024-01-29,Trentino-Alto Adige,Google Ads,6.355
2024-01-29,Umbria,Google Ads,7.445
2024-01-29,Valle d'Aosta,Google Ads,1.004
2024-01-29,Veneto,Google Ads,28.906
2024-02-05,Abruzzo,Google Ads,4.311
2024-02-05,Basilicata,Google Ads,2.297
2024-02-05,Calabria,Google Ads,10.458
2024-02-05,Campania,Google Ads,39.353
2024-02-05,Emilia-Romagna,Google Ads,33.208
2024-02-05,Friuli-Venezia Giulia,Google Ads,10.851
2024-02-05,Lazio,Google Ads,55.481
2024-02-05,Liguria,Google Ads,12.868
2024-02-05,Lombardia,Google Ads,53.085
2024-02-05,Marche,Google Ads,7.11
2024-02-05,Molise,Google Ads,2.965
2024-02-05,Piemonte,Google Ads,30.001
2024-02-05,Puglia,Google Ads,22.476
2024-02-05,Sardegna,Google Ads,9.067
2024-02-05,Sicilia,Google Ads,50.444
2024-02-05,Toscana,Google Ads,22.874
2024-02-05,Trentino-Alto Adige,Google Ads,5.942
2024-02-05,Umbria,Google Ads,6.651
2024-02-05,Valle d'Aosta,Google Ads,0.825
2024-02-05,Veneto,Google Ads,23.812
2024-02-12,Abruzzo,Google Ads,4.883
2024-02-12,Basilicata,Google Ads,2.891
2024-02-12,Calabria,Google Ads,13.379
2024-02-12,Campania,Google Ads,56.577
2024-02-12,Emilia-Romagna,Google Ads,50.251
2024-02-12,Friuli-Venezia Giulia,Google Ads,15.388
2024-02-12,Lazio,Google Ads,73.456
2024-02-12,Liguria,Google Ads,17.916
2024-02-12,Lombardia,Google Ads,75.763
2024-02-12,Marche,Google Ads,10.249
2024-02-12,Molise,Google Ads,3.839
2024-02-12,Piemonte,Google Ads,37.655
2024-02-12,Puglia,Google Ads,29.479
2024-02-12,Sardegna,Google Ads,11.905
2024-02-12,Sicilia,Google Ads,56.237
2024-02-12,Toscana,Google Ads,28.753
2024-02-12,Trentino-Alto Adige,Google Ads,7.026
2024-02-12,Umbria,Google Ads,8.827
2024-02-12,Valle d'Aosta,Google Ads,1.172
2024-02-12,Veneto,Google Ads,27.402
2024-02-19,Abruzzo,Google Ads,4.848
2024-02-19,Basilicata,Google Ads,2.833
2024-02-19,Calabria,Google Ads,12.453
2024-02-19,Campania,Google Ads,51.682
2024-02-19,Emilia-Romagna,Google Ads,49.55
2024-02-19,Friuli-Venezia Giulia,Google Ads,13.495
2024-02-19,Lazio,Google Ads,70.425
2024-02-19,Liguria,Google Ads,17.318
2024-02-19,Lombardia,Google Ads,73.967
2024-02-19,Marche,Google Ads,10.683
2024-02-19,Molise,Google Ads,3.823
2024-02-19,Piemonte,Google Ads,35.036
2024-02-19,Puglia,Google Ads,32.76
2024-02-19,Sardegna,Google Ads,13.141
2024-02-19,Sicilia,Google Ads,51.065
2024-02-19,Toscana,Google Ads,29.065
2024-02-19,Trentino-Alto Adige,Google Ads,7.892
2024-02-19,Umbria,Google Ads,7.892
2024-02-19,Valle d'Aosta,Google Ads,1.177
2024-02-19,Veneto,Google Ads,27.348
2024-02-26,Abruzzo,Google Ads,4.765
2024-02-26,Basilicata,Google Ads,2.589
2024-02-26,Calabria,Google Ads,11.674
2024-02-26,Campania,Google Ads,47.735
2024-02-26,Emilia-Romagna,Google Ads,41.872
2024-02-26,Friuli-Venezia Giulia,Google Ads,11.194
2024-02-26,Lazio,Google Ads,59.449
2024-02-26,Liguria,Google Ads,14.266
2024-02-26,Lombardia,Google Ads,70.661
2024-02-26,Marche,Google Ads,8.795
2024-02-26,Molise,Google Ads,3.725
2024-02-26,Piemonte,Google Ads,29.903
2024-02-26,Puglia,Google Ads,27.514
2024-02-26,Sardegna,Google Ads,10.418
2024-02-26,Sicilia,Google Ads,47.78
2024-02-26,Toscana,Google Ads,25.841
2024-02-26,Trentino-Alto Adige,Google Ads,6.176
2024-02-26,Umbria,Google Ads,7.204
2024-02-26,Valle d'Aosta,Google Ads,1.033
2024-02-26,Veneto,Google Ads,23.908
2024-03-04,Abruzzo,Google Ads,3.772
2024-03-04,Basilicata,Google Ads,1.793
2024-03-04,Calabria,Google Ads,8.837
2024-03-04,Campania,Google Ads,34.732
2024-03-04,Emilia-Romagna,Google Ads,31.536
2024-03-04,Friuli-Venezia Giulia,Google Ads,9.35
2024-03-04,Lazio,Google Ads,43.353
2024-03-04,Liguria,Google Ads,10.65
2024-03-04,Lombardia,Google Ads,62.559
2024-03-04,Marche,Google Ads,6.565
2024-03-04,Molise,Google Ads,2.949
2024-03-04,Piemonte,Google Ads,20.601
2024-03-04,Puglia,Google Ads,22.224
2024-03-04,Sardegna,Google Ads,7.521
2024-03-04,Sicilia,Google Ads,36.883
2024-03-04,Toscana,Google Ads,19.419
2024-03-04,Trentino-Alto Adige,Google Ads,4.469
2024-03-04,Umbria,Google Ads,5.475
2024-03-04,Valle d'Aosta,Google Ads,0.762
2024-03-04,Veneto,Google Ads,20.289
2024-03-11,Abruzzo,Google Ads,5.022
2024-03-11,Basilicata,Google Ads,2.346
2024-03-11,Calabria,Google Ads,11.921
2024-03-11,Campania,Google Ads,37.971
2024-03-11,Emilia-Romagna,Google Ads,37.347
2024-03-11,Friuli-Venezia Giulia,Google Ads,10.266
2024-03-11,Lazio,Google Ads,53.531
2024-03-11,Liguria,Google Ads,14.194
2024-03-11,Lombardia,Google Ads,80.152
2024-03-11,Marche,Google Ads,9.421
2024-03-11,Molise,Google Ads,3.502
2024-03-11,Piemonte,Google Ads,29.685
2024-03-11,Puglia,Google Ads,26.352
2024-03-11,Sardegna,Google Ads,10.657
2024-03-11,Sicilia,Google Ads,46.436
2024-03-11,Toscana,Google Ads,28.318
2024-03-11,Trentino-Alto Adige,Google Ads,5.872
2024-03-11,Umbria,Google Ads,6.576
2024-03-11,Valle d'Aosta,Google Ads,0.951
2024-03-11,Veneto,Google Ads,25.729
2024-03-18,Abruzzo,Google Ads,4.814
2024-03-18,Basilicata,Google Ads,2.312
2024-03-18,Calabria,Google Ads,11.927
2024-03-18,Campania,Google Ads,41.294
2024-03-18,Emilia-Romagna,Google Ads,35.538
2024-03-18,Friuli-Venezia Giulia,Google Ads,10.088
2024-03-18,Lazio,Google Ads,54.429
2024-03-18,Liguria,Google Ads,13.951
2024-03-18,Lombardia,Google Ads,81.116
2024-03-18,Marche,Google Ads,9.56
2024-03-18,Molise,Google Ads,3.343
2024-03-18,Piemonte,Google Ads,29.335
2024-03-18,Puglia,Google Ads,24.948
2024-03-18,Sardegna,Google Ads,10.353
2024-03-18,Sicilia,Google Ads,47.903
2024-03-18,Toscana,Google Ads,27.026
2024-03-18,Trentino-Alto Adige,Google Ads,5.414
2024-03-18,Umbria,Google Ads,7.223
2024-03-18,Valle d'Aosta,Google Ads,0.951
2024-03-18,Veneto,Google Ads,26.862
2024-03-25,Abruzzo,Google Ads,0.759
2024-03-25,Basilicata,Google Ads,0.349
2024-03-25,Calabria,Google Ads,1.898
2024-03-25,Campania,Google Ads,6.427
2024-03-25,Emilia-Romagna,Google Ads,5.661
2024-03-25,Friuli-Venezia Giulia,Google Ads,1.599
2024-03-25,Lazio,Google Ads,8.435
2024-03-25,Liguria,Google Ads,2.074
2024-03-25,Lombardia,Google Ads,13.733
2024-03-25,Marche,Google Ads,1.447
2024-03-25,Molise,Google Ads,0.562
2024-03-25,Piemonte,Google Ads,4.567
2024-03-25,Puglia,Google Ads,4.053
2024-03-25,Sardegna,Google Ads,1.546
2024-03-25,Sicilia,Google Ads,7.531
2024-03-25,Toscana,Google Ads,4.097
2024-03-25,Trentino-Alto Adige,Google Ads,0.822
2024-03-25,Umbria,Google Ads,1.146
2024-03-25,Valle d'Aosta,Google Ads,0.153
2024-03-25,Veneto,Google Ads,4.228
2024-04-01,Abruzzo,Google Ads,0.097
2024-04-01,Basilicata,Google Ads,0.044
2024-04-01,Calabria,Google Ads,0.243
2024-04-01,Campania,Google Ads,0.82
2024-04-01,Emilia-Romagna,Google Ads,0.725
2024-04-01,Friuli-Venezia Giulia,Google Ads,0.204
2024-04-01,Lazio,Google Ads,1.075
2024-04-01,Liguria,Google Ads,0.263
2024-04-01,Lombardia,Google Ads,1.776
2024-04-01,Marche,Google Ads,0.184
2024-04-01,Molise,Google Ads,0.073
2024-04-01,Piemonte,Google Ads,0.582
2024-04-01,Puglia,Google Ads,0.52
2024-04-01,Sardegna,Google Ads,0.196
2024-04-01,Sicilia,Google Ads,0.962
2024-04-01,Toscana,Google Ads,0.52
2024-04-01,Trentino-Alto Adige,Google Ads,0.104
2024-04-01,Umbria,Google Ads,0.147
2024-04-01,Valle d'Aosta,Google Ads,0.02
2024-04-01,Veneto,Google Ads,0.54
2024-04-08,Abruzzo,Google Ads,0.012
2024-04-08,Basilicata,Google Ads,0.005
2024-04-08,Calabria,Google Ads,0.03
2024-04-08,Campania,Google Ads,0.102
2024-04-08,Emilia-Romagna,Google Ads,0.09
2024-04-08,Friuli-Venezia Giulia,Google Ads,0.025
2024-04-08,Lazio,Google Ads,0.133
2024-04-08,Liguria,Google Ads,0.033
2024-04-08,Lombardia,Google Ads,0.221
2024-04-08,Marche,Google Ads,0.023
2024-04-08,Molise,Google Ads,0.009
2024-04-08,Piemonte,Google Ads,0.072
2024-04-08,Puglia,Google Ads,0.065
2024-04-08,Sardegna,Google Ads,0.024
2024-04-08,Sicilia,Google Ads,0.119
2024-04-08,Toscana,Google Ads,0.064
2024-04-08,Trentino-Alto Adige,Google Ads,0.013
2024-04-08,Umbria,Google Ads,0.018
2024-04-08,Valle d'Aosta,Google Ads,0.002
2024-04-08,Veneto,Google Ads,0.067
2024-04-15,Abruzzo,Google Ads,0.001
2024-04-15,Basilicata,Google Ads,0.001
2024-04-15,Calabria,Google Ads,0.004
2024-04-15,Campania,Google Ads,0.013
2024-04-15,Emilia-Romagna,Google Ads,0.011
2024-04-15,Friuli-Venezia Giulia,Google Ads,0.003
2024-04-15,Lazio,Google Ads,0.016
2024-04-15,Liguria,Google Ads,0.004
2024-04-15,Lombardia,Google Ads,0.027
2024-04-15,Marche,Google Ads,0.003
2024-04-15,Molise,Google Ads,0.001
2024-04-15,Piemonte,Google Ads,0.009
2024-04-15,Puglia,Google Ads,0.008
2024-04-15,Sardegna,Google Ads,0.003
2024-04-15,Sicilia,Google Ads,0.015
2024-04-15,Toscana,Google Ads,0.008
2024-04-15,Trentino-Alto Adige,Google Ads,0.002
2024-04-15,Umbria,Google Ads,0.002
2024-04-15,Valle d'Aosta,Google Ads,0.0
2024-04-15,Veneto,Google Ads,0.008
2024-04-22,Abruzzo,Google Ads,0.0
2024-04-22,Basilicata,Google Ads,0.0
2024-04-22,Calabria,Google Ads,0.0
2024-04-22,Campania,Google Ads,0.002
2024-04-22,Emilia-Romagna,Google Ads,0.001
2024-04-22,Friuli-Venezia Giulia,Google Ads,0.0
2024-04-22,Lazio,Google Ads,0.002
2024-04-22,Liguria,Google Ads,0.0
2024-04-22,Lombardia,Google Ads,0.003
2024-04-22,Marche,Google Ads,0.0
2024-04-22,Molise,Google Ads,0.0
2024-04-22,Piemonte,Google Ads,0.001
2024-04-22,Puglia,Google Ads,0.001
2024-04-22,Sardegna,Google Ads,0.0
2024-04-22,Sicilia,Google Ads,0.002
2024-04-22,Toscana,Google Ads,0.001
2024-04-22,Trentino-Alto Adige,Google Ads,0.0
2024-04-22,Umbria,Google Ads,0.0
2024-04-22,Valle d'Aosta,Google Ads,0.0
2024-04-22,Veneto,Google Ads,0.001
2024-04-29,Abruzzo,Google Ads,0.0
2024-04-29,Basilicata,Google Ads,0.0
2024-04-29,Calabria,Google Ads,0.0
2024-04-29,Campania,Google Ads,0.0
2024-04-29,Emilia-Romagna,Google Ads,0.0
2024-04-29,Friuli-Venezia Giulia,Google Ads,0.0
2024-04-29,Lazio,Google Ads,0.0
2024-04-29,Liguria,Google Ads,0.0
2024-04-29,Lombardia,Google Ads,0.0
2024-04-29,Marche,Google Ads,0.0
2024-04-29,Molise,Google Ads,0.0
2024-04-29,Piemonte,Google Ads,0.0
2024-04-29,Puglia,Google Ads,0.0
2024-04-29,Sardegna,Google Ads,0.0
2024-04-29,Sicilia,Google Ads,0.0
2024-04-29,Toscana,Google Ads,0.0
2024-04-29,Trentino-Alto Adige,Google Ads,0.0
2024-04-29,Umbria,Google Ads,0.0
2024-04-29,Valle d'Aosta,Google Ads,0.0
2024-04-29,Veneto,Google Ads,0.0
2024-05-06,Abruzzo,Google Ads,0.0
2024-05-06,Basilicata,Google Ads,0.0
2024-05-06,Calabria,Google Ads,0.0
2024-05-06,Campania,Google Ads,0.0
2024-05-06,Emilia-Romagna,Google Ads,0.0
2024-05-06,Friuli-Venezia Giulia,Google Ads,0.0
2024-05-06,Lazio,Google Ads,0.0
2024-05-06,Liguria,Google Ads,0.0
2024-05-06,Lombardia,Google Ads,0.0
2024-05-06,Marche,Google Ads,0.0
2024-05-06,Molise,Google Ads,0.0
2024-05-06,Piemonte,Google Ads,0.0
2024-05-06,Puglia,Google Ads,0.0
2024-05-06,Sardegna,Google Ads,0.0
2024-05-06,Sicilia,Google Ads,0.0
2024-05-06,Toscana,Google Ads,0.0
2024-05-06,Trentino-Alto Adige,Google Ads,0.0
2024-05-06,Umbria,Google Ads,0.0
2024-05-06,Valle d'Aosta,Google Ads,0.0
2024-05-06,Veneto,Google Ads,0.0
2024-05-13,Abruzzo,Google Ads,0.0
2024-05-13,Basilicata,Google Ads,0.0
2024-05-13,Calabria,Google Ads,0.0
2024-05-13,Campania,Google Ads,0.0
2024-05-13,Emilia-Romagna,Google Ads,0.0
2024-05-13,Friuli-Venezia Giulia,Google Ads,0.0
2024-05-13,Lazio,Google Ads,0.0
2024-05-13,Liguria,Google Ads,0.0
2024-05-13,Lombardia,Google Ads,0.0
2024-05-13,Marche,Google Ads,0.0
2024-05-13,Molise,Google Ads,0.0
2024-05-13,Piemonte,Google Ads,0.0
2024-05-13,Puglia,Google Ads,0.0
2024-05-13,Sardegna,Google Ads,0.0
2024-05-13,Sicilia,Google Ads,0.0
2024-05-13,Toscana,Google Ads,0.0
2024-05-13,Trentino-Alto Adige,Google Ads,0.0
2024-05-13,Umbria,Google Ads,0.0
2024-05-13,Valle d'Aosta,Google Ads,0.0
2024-05-13,Veneto,Google Ads,0.0
2024-05-20,Abruzzo,Google Ads,5.59
2024-05-20,Basilicata,Google Ads,3.204
2024-05-20,Calabria,Google Ads,15.763
2024-05-20,Campania,Google Ads,52.116
2024-05-20,Emilia-Romagna,Google Ads,43.317
2024-05-20,Friuli-Venezia Giulia,Google Ads,12.724
2024-05-20,Lazio,Google Ads,69.166
2024-05-20,Liguria,Google Ads,14.749
2024-05-20,Lombardia,Google Ads,90.187
2024-05-20,Marche,Google Ads,12.833
2024-05-20,Molise,Google Ads,4.101
2024-05-20,Piemonte,Google Ads,32.662
2024-05-20,Puglia,Google Ads,31.781
2024-05-20,Sardegna,Google Ads,14.992
2024-05-20,Sicilia,Google Ads,53.397
2024-05-20,Toscana,Google Ads,35.061
2024-05-20,Trentino-Alto Adige,Google Ads,6.607
2024-05-20,Umbria,Google Ads,9.022
2024-05-20,Valle d'Aosta,Google Ads,1.236
2024-05-20,Veneto,Google Ads,29.768
2024-05-27,Abruzzo,Google Ads,6.624
2024-05-27,Basilicata,Google Ads,3.773
2024-05-27,Calabria,Google Ads,17.532
2024-05-27,Campania,Google Ads,59.913
2024-05-27,Emilia-Romagna,Google Ads,48.849
2024-05-27,Friuli-Venezia Giulia,Google Ads,13.708
2024-05-27,Lazio,Google Ads,71.749
2024-05-27,Liguria,Google Ads,16.827
2024-05-27,Lombardia,Google Ads,96.706
2024-05-27,Marche,Google Ads,13.672
2024-05-27,Molise,Google Ads,4.684
2024-05-27,Piemonte,Google Ads,39.323
2024-05-27,Puglia,Google Ads,38.078
2024-05-27,Sardegna,Google Ads,16.497
2024-05-27,Sicilia,Google Ads,63.867
2024-05-27,Toscana,Google Ads,36.525
2024-05-27,Trentino-Alto Adige,Google Ads,8.208
2024-05-27,Umbria,Google Ads,10.447
2024-05-27,Valle d'Aosta,Google Ads,1.367
2024-05-27,Veneto,Google Ads,33.077
2024-06-03,Abruzzo,Google Ads,8.642
2024-06-03,Basilicata,Google Ads,4.209
2024-06-03,Calabria,Google Ads,21.905
2024-06-03,Campania,Google Ads,76.314
2024-06-03,Emilia-Romagna,Google Ads,63.632
2024-06-03,Friuli-Venezia Giulia,Google Ads,18.668
2024-06-03,Lazio,Google Ads,92.665
2024-06-03,Liguria,Google Ads,23.596
2024-06-03,Lombardia,Google Ads,126.463
2024-06-03,Marche,Google Ads,16.899
2024-06-03,Molise,Google Ads,6.556
2024-06-03,Piemonte,Google Ads,49.272
2024-06-03,Puglia,Google Ads,41.464
2024-06-03,Sardegna,Google Ads,20.791
2024-06-03,Sicilia,Google Ads,80.725
2024-06-03,Toscana,Google Ads,47.249
2024-06-03,Trentino-Alto Adige,Google Ads,10.401
2024-06-03,Umbria,Google Ads,12.511
2024-06-03,Valle d'Aosta,Google Ads,1.708
2024-06-03,Veneto,Google Ads,40.792
2024-06-10,Abruzzo,Google Ads,6.809
2024-06-10,Basilicata,Google Ads,3.045
2024-06-10,Calabria,Google Ads,20.015
2024-06-10,Campania,Google Ads,62.797
2024-06-10,Emilia-Romagna,Google Ads,54.631
2024-06-10,Friuli-Venezia Giulia,Google Ads,13.391
2024-06-10,Lazio,Google Ads,75.727
2024-06-10,Liguria,Google Ads,16.751
2024-06-10,Lombardia,Google Ads,102.076
2024-06-10,Marche,Google Ads,12.415
2024-06-10,Molise,Google Ads,4.979
2024-06-10,Piemonte,Google Ads,40.177
2024-06-10,Puglia,Google Ads,40.251
2024-06-10,Sardegna,Google Ads,18.82
2024-06-10,Sicilia,Google Ads,68.265
2024-06-10,Toscana,Google Ads,37.479
2024-06-10,Trentino-Alto Adige,Google Ads,9.029
2024-06-10,Umbria,Google Ads,9.208
2024-06-10,Valle d'Aosta,Google Ads,1.315
2024-06-10,Veneto,Google Ads,33.74
2024-06-17,Abruzzo,Google Ads,5.764
2024-06-17,Basilicata,Google Ads,2.581
2024-06-17,Calabria,Google Ads,18.926
2024-06-17,Campania,Google Ads,57.683
2024-06-17,Emilia-Romagna,Google Ads,51.249
2024-06-17,Friuli-Venezia Giulia,Google Ads,12.022
2024-06-17,Lazio,Google Ads,70.465
2024-06-17,Liguria,Google Ads,14.047
2024-06-17,Lombardia,Google Ads,79.926
2024-06-17,Marche,Google Ads,10.786
2024-06-17,Molise,Google Ads,4.062
2024-06-17,Piemonte,Google Ads,35.059
2024-06-17,Puglia,Google Ads,34.978
2024-06-17,Sardegna,Google Ads,17.847
2024-06-17,Sicilia,Google Ads,62.155
2024-06-17,Toscana,Google Ads,31.796
2024-06-17,Trentino-Alto Adige,Google Ads,8.02
2024-06-17,Umbria,Google Ads,7.941
2024-06-17,Valle d'Aosta,Google Ads,1.124
2024-06-17,Veneto,Google Ads,31.161
2024-06-24,Abruzzo,Google Ads,4.583
2024-06-24,Basilicata,Google Ads,2.458
2024-06-24,Calabria,Google Ads,16.426
2024-06-24,Campania,Google Ads,50.844
2024-06-24,Emilia-Romagna,Google Ads,50.326
2024-06-24,Friuli-Venezia Giulia,Google Ads,11.433
2024-06-24,Lazio,Google Ads,61.408
2024-06-24,Liguria,Google Ads,13.722
2024-06-24,Lombardia,Google Ads,66.812
2024-06-24,Marche,Google Ads,9.085
2024-06-24,Molise,Google Ads,3.739
2024-06-24,Piemonte,Google Ads,30.706
2024-06-24,Puglia,Google Ads,33.725
2024-06-24,Sardegna,Google Ads,16.448
2024-06-24,Sicilia,Google Ads,60.472
2024-06-24,Toscana,Google Ads,28.052
2024-06-24,Trentino-Alto Adige,Google Ads,7.291
2024-06-24,Umbria,Google Ads,7.577
2024-06-24,Valle d'Aosta,Google Ads,1.049
2024-06-24,Veneto,Google Ads,25.281
2024-07-01,Abruzzo,Google Ads,4.66
2024-07-01,Basilicata,Google Ads,2.282
2024-07-01,Calabria,Google Ads,14.348
2024-07-01,Campania,Google Ads,44.548
2024-07-01,Emilia-Romagna,Google Ads,49.621
2024-07-01,Friuli-Venezia Giulia,Google Ads,10.659
2024-07-01,Lazio,Google Ads,54.07
2024-07-01,Liguria,Google Ads,12.748
2024-07-01,Lombardia,Google Ads,57.688
2024-07-01,Marche,Google Ads,9.143
2024-07-01,Molise,Google Ads,3.79
2024-07-01,Piemonte,Google Ads,31.494
2024-07-01,Puglia,Google Ads,32.884
2024-07-01,Sardegna,Google Ads,17.433
2024-07-01,Sicilia,Google Ads,67.827
2024-07-01,Toscana,Google Ads,26.147
2024-07-01,Trentino-Alto Adige,Google Ads,6.47
2024-07-01,Umbria,Google Ads,6.331
2024-07-01,Valle d'Aosta,Google Ads,0.955
2024-07-01,Veneto,Google Ads,23.897
2024-07-08,Abruzzo,Google Ads,4.068
2024-07-08,Basilicata,Google Ads,2.025
2024-07-08,Calabria,Google Ads,11.648
2024-07-08,Campania,Google Ads,39.176
2024-07-08,Emilia-Romagna,Google Ads,42.794
2024-07-08,Friuli-Venezia Giulia,Google Ads,9.173
2024-07-08,Lazio,Google Ads,43.798
2024-07-08,Liguria,Google Ads,11.15
2024-07-08,Lombardia,Google Ads,54.759
2024-07-08,Marche,Google Ads,8.867
2024-07-08,Molise,Google Ads,3.249
2024-07-08,Piemonte,Google Ads,23.222
2024-07-08,Puglia,Google Ads,27.591
2024-07-08,Sardegna,Google Ads,16.639
2024-07-08,Sicilia,Google Ads,55.117
2024-07-08,Toscana,Google Ads,22.064
2024-07-08,Trentino-Alto Adige,Google Ads,5.611
2024-07-08,Umbria,Google Ads,5.377
2024-07-08,Valle d'Aosta,Google Ads,0.791
2024-07-08,Veneto,Google Ads,19.75
2024-07-15,Abruzzo,Google Ads,4.501
2024-07-15,Basilicata,Google Ads,2.393
2024-07-15,Calabria,Google Ads,12.713
2024-07-15,Campania,Google Ads,42.817
2024-07-15,Emilia-Romagna,Google Ads,47.521
2024-07-15,Friuli-Venezia Giulia,Google Ads,10.173
2024-07-15,Lazio,Google Ads,53.449
2024-07-15,Liguria,Google Ads,12.954
2024-07-15,Lombardia,Google Ads,65.995
2024-07-15,Marche,Google Ads,10.395
2024-07-15,Molise,Google Ads,3.64
2024-07-15,Piemonte,Google Ads,27.7
2024-07-15,Puglia,Google Ads,30.8
2024-07-15,Sardegna,Google Ads,19.551
2024-07-15,Sicilia,Google Ads,64.177
2024-07-15,Toscana,Google Ads,28.264
2024-07-15,Trentino-Alto Adige,Google Ads,7.045
2024-07-15,Umbria,Google Ads,6.406
2024-07-15,Valle d'Aosta,Google Ads,0.91
2024-07-15,Veneto,Google Ads,23.83
2024-07-22,Abruzzo,Google Ads,4.533
2024-07-22,Basilicata,Google Ads,2.366
2024-07-22,Calabria,Google Ads,14.368
2024-07-22,Campania,Google Ads,41.804
2024-07-22,Emilia-Romagna,Google Ads,48.943
2024-07-22,Friuli-Venezia Giulia,Google Ads,10.92
2024-07-22,Lazio,Google Ads,50.568
2024-07-22,Liguria,Google Ads,12.921
2024-07-22,Lombardia,Google Ads,69.509
2024-07-22,Marche,Google Ads,10.694
2024-07-22,Molise,Google Ads,3.496
2024-07-22,Piemonte,Google Ads,26.594
2024-07-22,Puglia,Google Ads,30.358
2024-07-22,Sardegna,Google Ads,19.689
