settimana,regione,candidature
2024-02-05,Abruzzo,180
2024-02-05,Basilicata,92
2024-02-05,Calabria,272
2024-02-05,Campania,705
2024-02-05,Emilia-Romagna,549
2024-02-05,Friuli-Venezia Giulia,114
2024-02-05,Lazio,975
2024-02-05,Liguria,208
2024-02-05,Lombardia,1376
2024-02-05,Marche,207
2024-02-05,Molise,34
2024-02-05,Piemonte,529
2024-02-05,Puglia,343
2024-02-05,Sardegna,241
2024-02-05,Sicilia,499
2024-02-05,Toscana,366
2024-02-05,Trentino-Alto Adige,145
2024-02-05,Umbria,75
2024-02-05,Valle d'Aosta,13
2024-02-05,Veneto,618
2024-02-12,Abruzzo,154
2024-02-12,Basilicata,74
2024-02-12,Calabria,228
2024-02-12,Campania,581
2024-02-12,Emilia-Romagna,498
2024-02-12,Friuli-Venezia Giulia,134
2024-02-12,Lazio,930
2024-02-12,Liguria,226
2024-02-12,Lombardia,1423
2024-02-12,Marche,216
2024-02-12,Molise,45
2024-02-12,Piemonte,519
2024-02-12,Puglia,510
2024-02-12,Sardegna,171
2024-02-12,Sicilia,523
2024-02-12,Toscana,342
2024-02-12,Trentino-Alto Adige,167
2024-02-12,Umbria,96
2024-02-12,Valle d'Aosta,10
2024-02-12,Veneto,527
2024-02-19,Abruzzo,123
2024-02-19,Basilicata,84
2024-02-19,Calabria,195
2024-02-19,Campania,823
2024-02-19,Emilia-Romagna,380
2024-02-19,Friuli-Venezia Giulia,126
2024-02-19,Lazio,855
2024-02-19,Liguria,276
2024-02-19,Lombardia,1115
2024-02-19,Marche,241
2024-02-19,Molise,49
2024-02-19,Piemonte,501
2024-02-19,Puglia,460
2024-02-19,Sardegna,199
2024-02-19,Sicilia,514
2024-02-19,Toscana,410
2024-02-19,Trentino-Alto Adige,143
2024-02-19,Umbria,100
2024-02-19,Valle d'Aosta,3
2024-02-19,Veneto,529
2024-02-26,Abruzzo,216
2024-02-26,Basilicata,64
2024-02-26,Calabria,190
2024-02-26,Campania,684
2024-02-26,Emilia-Romagna,443
2024-02-26,Friuli-Venezia Giulia,148
2024-02-26,Lazio,912
2024-02-26,Liguria,151
2024-02-26,Lombardia,1018
2024-02-26,Marche,267
2024-02-26,Molise,27
2024-02-26,Piemonte,495
2024-02-26,Puglia,444
2024-02-26,Sardegna,231
2024-02-26,Sicilia,566
2024-02-26,Toscana,436
2024-02-26,Trentino-Alto Adige,165
2024-02-26,Umbria,94
2024-02-26,Valle d'Aosta,7
2024-02-26,Veneto,551
2024-03-04,Abruzzo,145
2024-03-04,Basilicata,73
2024-03-04,Calabria,194
2024-03-04,Campania,683
2024-03-04,Emilia-Romagna,475
2024-03-04,Friuli-Venezia Giulia,157
2024-03-04,Lazio,1101
2024-03-04,Liguria,203
2024-03-04,Lombardia,1208
2024-03-04,Marche,273
2024-03-04,Molise,40
2024-03-04,Piemonte,435
2024-03-04,Puglia,398
2024-03-04,Sardegna,198
2024-03-04,Sicilia,470
2024-03-04,Toscana,444
2024-03-04,Trentino-Alto Adige,121
2024-03-04,Umbria,97
2024-03-04,Valle d'Aosta,7
2024-03-04,Veneto,610
2024-03-11,Abruzzo,170
2024-03-11,Basilicata,88
2024-03-11,Calabria,193
2024-03-11,Campania,650
2024-03-11,Emilia-Romagna,476
2024-03-11,Friuli-Venezia Giulia,149
2024-03-11,Lazio,1133
2024-03-11,Liguria,254
2024-03-11,Lombardia,1384
2024-03-11,Marche,238
2024-03-11,Molise,36
2024-03-11,Piemonte,441
2024-03-11,Puglia,496
2024-03-11,Sardegna,253
2024-03-11,Sicilia,520
2024-03-11,Toscana,365
2024-03-11,Trentino-Alto Adige,147
2024-03-11,Umbria,111
2024-03-11,Valle d'Aosta,11
2024-03-11,Veneto,630
2024-03-18,Abruzzo,180
2024-03-18,Basilicata,60
2024-03-18,Calabria,286
2024-03-18,Campania,767
2024-03-18,Emilia-Romagna,578
2024-03-18,Friuli-Venezia Giulia,160
2024-03-18,Lazio,1031
2024-03-18,Liguria,280
2024-03-18,Lombardia,1168
2024-03-18,Marche,252
2024-03-18,Molise,35
2024-03-18,Piemonte,539
2024-03-18,Puglia,489
2024-03-18,Sardegna,229
2024-03-18,Sicilia,550
2024-03-18,Toscana,415
2024-03-18,Trentino-Alto Adige,140
2024-03-18,Umbria,124
2024-03-18,Valle d'Aosta,12
2024-03-18,Veneto,685
2024-03-25,Abruzzo,194
2024-03-25,Basilicata,92
2024-03-25,Calabria,205
2024-03-25,Campania,692
2024-03-25,Emilia-Romagna,453
2024-03-25,Friuli-Venezia Giulia,167
2024-03-25,Lazio,882
2024-03-25,Liguria,257
2024-03-25,Lombardia,1453
2024-03-25,Marche,247
2024-03-25,Molise,37
2024-03-25,Piemonte,581
2024-03-25,Puglia,575
2024-03-25,Sardegna,210
2024-03-25,Sicilia,523
2024-03-25,Toscana,510
2024-03-25,Trentino-Alto Adige,158
2024-03-25,Umbria,107
2024-03-25,Valle d'Aosta,7
2024-03-25,Veneto,742
2024-04-01,Abruzzo,199
2024-04-01,Basilicata,63
2024-04-01,Calabria,224
2024-04-01,Campania,673
2024-04-01,Emilia-Romagna,531
2024-04-01,Friuli-Venezia Giulia,170
2024-04-01,Lazio,1047
2024-04-01,Liguria,225
2024-04-01,Lombardia,1454
2024-04-01,Marche,298
2024-04-01,Molise,34
2024-04-01,Piemonte,487
2024-04-01,Puglia,489
2024-04-01,Sardegna,219
2024-04-01,Sicilia,564
2024-04-01,Toscana,404
2024-04-01,Trentino-Alto Adige,175
2024-04-01,Umbria,109
2024-04-01,Valle d'Aosta,12
2024-04-01,Veneto,643
2024-04-08,Abruzzo,139
2024-04-08,Basilicata,58
2024-04-08,Calabria,197
2024-04-08,Campania,671
2024-04-08,Emilia-Romagna,507
2024-04-08,Friuli-Venezia Giulia,174
2024-04-08,Lazio,1027
2024-04-08,Liguria,259
2024-04-08,Lombardia,1145
2024-04-08,Marche,284
2024-04-08,Molise,27
2024-04-08,Piemonte,553
2024-04-08,Puglia,464
2024-04-08,Sardegna,198
2024-04-08,Sicilia,514
2024-04-08,Toscana,430
2024-04-08,Trentino-Alto Adige,138
2024-04-08,Umbria,96
2024-04-08,Valle d'Aosta,15
2024-04-08,Veneto,683
2024-04-15,Abruzzo,201
2024-04-15,Basilicata,77
2024-04-15,Calabria,223
2024-04-15,Campania,681
2024-04-15,Emilia-Romagna,563
2024-04-15,Friuli-Venezia Giulia,183
2024-04-15,Lazio,1084
2024-04-15,Liguria,266
2024-04-15,Lombardia,1125
2024-04-15,Marche,217
2024-04-15,Molise,43
2024-04-15,Piemonte,593
2024-04-15,Puglia,451
2024-04-15,Sardegna,219
2024-04-15,Sicilia,562
2024-04-15,Toscana,402
2024-04-15,Trentino-Alto Adige,159
2024-04-15,Umbria,103
2024-04-15,Valle d'Aosta,16
2024-04-15,Veneto,640
2024-04-22,Abruzzo,158
2024-04-22,Basilicata,78
2024-04-22,Calabria,226
2024-04-22,Campania,860
2024-04-22,Emilia-Romagna,556
2024-04-22,Friuli-Venezia Giulia,171
2024-04-22,Lazio,1167
2024-04-22,Liguria,230
2024-04-22,Lombardia,1462
2024-04-22,Marche,263
2024-04-22,Molise,32
2024-04-22,Piemonte,519
2024-04-22,Puglia,517
2024-04-22,Sardegna,222
2024-04-22,Sicilia,553
2024-04-22,Toscana,461
2024-04-22,Trentino-Alto Adige,176
2024-04-22,Umbria,134
2024-04-22,Valle d'Aosta,15
2024-04-22,Veneto,559
2024-04-29,Abruzzo,178
2024-04-29,Basilicata,77
2024-04-29,Calabria,233
2024-04-29,Campania,603
2024-04-29,Emilia-Romagna,534
2024-04-29,Friuli-Venezia Giulia,167
2024-04-29,Lazio,869
2024-04-29,Liguria,248
2024-04-29,Lombardia,1180
2024-04-29,Marche,254
2024-04-29,Molise,33
2024-04-29,Piemonte,505
2024-04-29,Puglia,446
2024-04-29,Sardegna,225
2024-04-29,Sicilia,592
2024-04-29,Toscana,425
2024-04-29,Trentino-Alto Adige,148
2024-04-29,Umbria,139
2024-04-29,Valle d'Aosta,12
2024-04-29,Veneto,589
2024-05-06,Abruzzo,182
2024-05-06,Basilicata,101
2024-05-06,Calabria,252
2024-05-06,Campania,801
2024-05-06,Emilia-Romagna,585
2024-05-06,Friuli-Venezia Giulia,156
2024-05-06,Lazio,921
2024-05-06,Liguria,259
2024-05-06,Lombardia,1243
2024-05-06,Marche,209
2024-05-06,Molise,35
2024-05-06,Piemonte,600
2024-05-06,Puglia,473
2024-05-06,Sardegna,247
2024-05-06,Sicilia,577
2024-05-06,Toscana,501
2024-05-06,Trentino-Alto Adige,162
2024-05-06,Umbria,77
2024-05-06,Valle d'Aosta,12
2024-05-06,Veneto,663
2024-05-13,Abruzzo,174
2024-05-13,Basilicata,88
2024-05-13,Calabria,221
2024-05-13,Campania,670
2024-05-13,Emilia-Romagna,560
2024-05-13,Friuli-Venezia Giulia,155
2024-05-13,Lazio,988
2024-05-13,Liguria,222
2024-05-13,Lombardia,1299
2024-05-13,Marche,309
2024-05-13,Molise,19
2024-05-13,Piemonte,463
2024-05-13,Puglia,557
2024-05-13,Sardegna,269
2024-05-13,Sicilia,563
2024-05-13,Toscana,538
2024-05-13,Trentino-Alto Adige,162
2024-05-13,Umbria,98
2024-05-13,Valle d'Aosta,8
2024-05-13,Veneto,695
2024-05-20,Abruzzo,166
2024-05-20,Basilicata,88
2024-05-20,Calabria,271
2024-05-20,Campania,829
2024-05-20,Emilia-Romagna,551
2024-05-20,Friuli-Venezia Giulia,152
2024-05-20,Lazio,1073
2024-05-20,Liguria,227
2024-05-20,Lombardia,1318
2024-05-20,Marche,236
2024-05-20,Molise,47
2024-05-20,Piemonte,502
2024-05-20,Puglia,573
2024-05-20,Sardegna,287
2024-05-20,Sicilia,744
2024-05-20,Toscana,460
2024-05-20,Trentino-Alto Adige,150
2024-05-20,Umbria,102
2024-05-20,Valle d'Aosta,13
2024-05-20,Veneto,822
2024-05-27,Abruzzo,217
2024-05-27,Basilicata,91
2024-05-27,Calabria,362
2024-05-27,Campania,852
2024-05-27,Emilia-Romagna,577
2024-05-27,Friuli-Venezia Giulia,135
2024-05-27,Lazio,1061
2024-05-27,Liguria,172
2024-05-27,Lombardia,1396
2024-05-27,Marche,272
2024-05-27,Molise,30
2024-05-27,Piemonte,638
2024-05-27,Puglia,613
2024-05-27,Sardegna,237
2024-05-27,Sicilia,697
2024-05-27,Toscana,476
2024-05-27,Trentino-Alto Adige,151
2024-05-27,Umbria,108
2024-05-27,Valle d'Aosta,10
2024-05-27,Veneto,695
2024-06-03,Abruzzo,206
2024-06-03,Basilicata,95
2024-06-03,Calabria,253
2024-06-03,Campania,725
2024-06-03,Emilia-Romagna,568
2024-06-03,Friuli-Venezia Giulia,160
2024-06-03,Lazio,1165
2024-06-03,Liguria,220
2024-06-03,Lombardia,1506
2024-06-03,Marche,258
2024-06-03,Molise,32
2024-06-03,Piemonte,604
2024-06-03,Puglia,592
2024-06-03,Sardegna,297
2024-06-03,Sicilia,689
2024-06-03,Toscana,462
2024-06-03,Trentino-Alto Adige,159
2024-06-03,Umbria,120
2024-06-03,Valle d'Aosta,6
2024-06-03,Veneto,698
2024-06-10,Abruzzo,155
2024-06-10,Basilicata,103
2024-06-10,Calabria,284
2024-06-10,Campania,734
2024-06-10,Emilia-Romagna,549
2024-06-10,Friuli-Venezia Giulia,177
2024-06-10,Lazio,1043
2024-06-10,Liguria,285
2024-06-10,Lombardia,1442
2024-06-10,Marche,265
2024-06-10,Molise,36
2024-06-10,Piemonte,495
2024-06-10,Puglia,581
2024-06-10,Sardegna,313
2024-06-10,Sicilia,573
2024-06-10,Toscana,458
2024-06-10,Trentino-Alto Adige,188
2024-06-10,Umbria,112
2024-06-10,Valle d'Aosta,9
2024-06-10,Veneto,794
2024-06-17,Abruzzo,181
2024-06-17,Basilicata,97
2024-06-17,Calabria,324
2024-06-17,Campania,747
2024-06-17,Emilia-Romagna,682
2024-06-17,Friuli-Venezia Giulia,207
2024-06-17,Lazio,1260
2024-06-17,Liguria,267
2024-06-17,Lombardia,1478
2024-06-17,Marche,321
2024-06-17,Molise,48
2024-06-17,Piemonte,571
2024-06-17,Puglia,586
2024-06-17,Sardegna,243
2024-06-17,Sicilia,707
2024-06-17,Toscana,454
2024-06-17,Trentino-Alto Adige,189
2024-06-17,Umbria,134
2024-06-17,Valle d'Aosta,7
2024-06-17,Veneto,717
2024-06-24,Abruzzo,217
2024-06-24,Basilicata,99
2024-06-24,Calabria,257
2024-06-24,Campania,793
2024-06-24,Emilia-Romagna,675
2024-06-24,Friuli-Venezia Giulia,163
2024-06-24,Lazio,1161
2024-06-24,Liguria,309
2024-06-24,Lombardia,1378
2024-06-24,Marche,229
2024-06-24,Molise,30
2024-06-24,Piemonte,530
2024-06-24,Puglia,674
2024-06-24,Sardegna,234
2024-06-24,Sicilia,731
2024-06-24,Toscana,454
2024-06-24,Trentino-Alto Adige,182
2024-06-24,Umbria,114
2024-06-24,Valle d'Aosta,13
2024-06-24,Veneto,768
2024-07-01,Abruzzo,180
2024-07-01,Basilicata,75
2024-07-01,Calabria,283
2024-07-01,Campania,835
2024-07-01,Emilia-Romagna,602
2024-07-01,Friuli-Venezia Giulia,179
2024-07-01,Lazio,1209
2024-07-01,Liguria,216
2024-07-01,Lombardia,1414
2024-07-01,Marche,306
2024-07-01,Molise,48
2024-07-01,Piemonte,616
2024-07-01,Puglia,686
2024-07-01,Sardegna,298
2024-07-01,Sicilia,638
2024-07-01,Toscana,512
2024-07-01,Trentino-Alto Adige,174
2024-07-01,Umbria,118
2024-07-01,Valle d'Aosta,11
2024-07-01,Veneto,713
2024-07-08,Abruzzo,202
2024-07-08,Basilicata,98
2024-07-08,Calabria,246
2024-07-08,Campania,831
2024-07-08,Emilia-Romagna,636
2024-07-08,Friuli-Venezia Giulia,177
2024-07-08,Lazio,1283
2024-07-08,Liguria,310
2024-07-08,Lombardia,1609
2024-07-08,Marche,290
2024-07-08,Molise,35
2024-07-08,Piemonte,597
2024-07-08,Puglia,642
2024-07-08,Sardegna,292
2024-07-08,Sicilia,630
2024-07-08,Toscana,511
2024-07-08,Trentino-Alto Adige,203
2024-07-08,Umbria,107
2024-07-08,Valle d'Aosta,7
2024-07-08,Veneto,668
2024-07-15,Abruzzo,198
2024-07-15,Basilicata,80
2024-07-15,Calabria,288
2024-07-15,Campania,783
2024-07-15,Emilia-Romagna,600
2024-07-15,Friuli-Venezia Giulia,147
2024-07-15,Lazio,947
2024-07-15,Liguria,267
2024-07-15,Lombardia,1295
2024-07-15,Marche,314
2024-07-15,Molise,44
2024-07-15,Piemonte,507
2024-07-15,Puglia,643
2024-07-15,Sardegna,267
2024-07-15,Sicilia,687
2024-07-15,Toscana,564
2024-07-15,Trentino-Alto Adige,160
2024-07-15,Umbria,116
2024-07-15,Valle d'Aosta,6
2024-07-15,Veneto,606
2024-07-22,Abruzzo,170
2024-07-22,Basilicata,79
2024-07-22,Calabria,295
2024-07-22,Campania,737
2024-07-22,Emilia-Romagna,553
2024-07-22,Friuli-Venezia Giulia,148
2024-07-22,Lazio,990
2024-07-22,Liguria,250
2024-07-22,Lombardia,1230
2024-07-22,Marche,255
2024-07-22,Molise,31
2024-07-22,Piemonte,549
2024-07-22,Puglia,527
2024-07-22,Sardegna,255
2024-07-22,Sicilia,761
2024-07-22,Toscana,435
2024-07-22,Trentino-Alto Adige,144
2024-07-22,Umbria,100
2024-07-22,Valle d'Aosta,13
2024-07-22,Veneto,690
2024-07-29,Abruzzo,171
2024-07-29,Basilicata,75
2024-07-29,Calabria,271
2024-07-29,Campania,705
2024-07-29,Emilia-Romagna,485
2024-07-29,Friuli-Venezia Giulia,130
2024-07-29,Lazio,997
2024-07-29,Liguria,227
2024-07-29,Lombardia,1003
2024-07-29,Marche,213
2024-07-29,Molise,34
2024-07-29,Piemonte,425
2024-07-29,Puglia,465
2024-07-29,Sardegna,300
2024-07-29,Sicilia,563
2024-07-29,Toscana,460
2024-07-29,Trentino-Alto Adige,158
2024-07-29,Umbria,133
2024-07-29,Valle d'Aosta,4
2024-07-29,Veneto,653
2024-08-05,Abruzzo,146
2024-08-05,Basilicata,70
2024-08-05,Calabria,254
2024-08-05,Campania,772
2024-08-05,Emilia-Romagna,542
2024-08-05,Friuli-Venezia Giulia,157
2024-08-05,Lazio,1153
2024-08-05,Liguria,271
2024-08-05,Lombardia,1387
2024-08-05,Marche,247
2024-08-05,Molise,26
2024-08-05,Piemonte,570
2024-08-05,Puglia,602
2024-08-05,Sardegna,294
2024-08-05,Sicilia,610
2024-08-05,Toscana,555
2024-08-05,Trentino-Alto Adige,184
2024-08-05,Umbria,142
2024-08-05,Valle d'Aosta,12
2024-08-05,Veneto,603
2024-08-12,Abruzzo,187
2024-08-12,Basilicata,64
2024-08-12,Calabria,240
2024-08-12,Campania,850
2024-08-12,Emilia-Romagna,470
2024-08-12,Friuli-Venezia Giulia,173
2024-08-12,Lazio,1107
2024-08-12,Liguria,227
2024-08-12,Lombardia,1145
2024-08-12,Marche,214
2024-08-12,Molise,38
2024-08-12,Piemonte,572
2024-08-12,Puglia,591
2024-08-12,Sardegna,195
2024-08-12,Sicilia,690
2024-08-12,Toscana,415
2024-08-12,Trentino-Alto Adige,167
2024-08-12,Umbria,104
2024-08-12,Valle d'Aosta,15
2024-08-12,Veneto,633
2024-08-19,Abruzzo,129
2024-08-19,Basilicata,55
2024-08-19,Calabria,171
2024-08-19,Campania,642
2024-08-19,Emilia-Romagna,489
2024-08-19,Friuli-Venezia Giulia,132
2024-08-19,Lazio,1019
2024-08-19,Liguria,262
2024-08-19,Lombardia,1257
2024-08-19,Marche,242
2024-08-19,Molise,26
2024-08-19,Piemonte,492
2024-08-19,Puglia,468
2024-08-19,Sardegna,213
2024-08-19,Sicilia,533
2024-08-19,Toscana,374
2024-08-19,Trentino-Alto Adige,158
2024-08-19,Umbria,99
2024-08-19,Valle d'Aosta,8
2024-08-19,Veneto,574
2024-08-26,Abruzzo,196
2024-08-26,Basilicata,77
2024-08-26,Calabria,262
2024-08-26,Campania,702
2024-08-26,Emilia-Romagna,473
2024-08-26,Friuli-Venezia Giulia,145
2024-08-26,Lazio,1039
2024-08-26,Liguria,233
2024-08-26,Lombardia,1426
2024-08-26,Marche,226
2024-08-26,Molise,50
2024-08-26,Piemonte,479
2024-08-26,Puglia,474
2024-08-26,Sardegna,249
2024-08-26,Sicilia,555
2024-08-26,Toscana,470
2024-08-26,Trentino-Alto Adige,164
2024-08-26,Umbria,108
2024-08-26,Valle d'Aosta,12
2024-08-26,Veneto,669
2024-09-02,Abruzzo,175
2024-09-02,Basilicata,94
2024-09-02,Calabria,211
2024-09-02,Campania,737
2024-09-02,Emilia-Romagna,508
2024-09-02,Friuli-Venezia Giulia,167
2024-09-02,Lazio,1118
2024-09-02,Liguria,224
2024-09-02,Lombardia,1329
2024-09-02,Marche,320
2024-09-02,Molise,46
2024-09-02,Piemonte,526
2024-09-02,Puglia,451
2024-09-02,Sardegna,240
2024-09-02,Sicilia,609
2024-09-02,Toscana,464
2024-09-02,Trentino-Alto Adige,155
2024-09-02,Umbria,115
2024-09-02,Valle d'Aosta,13
2024-09-02,Veneto,699
2024-09-09,Abruzzo,170
2024-09-09,Basilicata,109
2024-09-09,Calabria,230
2024-09-09,Campania,772
2024-09-09,Emilia-Romagna,529
2024-09-09,Friuli-Venezia Giulia,150
2024-09-09,Lazio,1034
2024-09-09,Liguria,282
2024-09-09,Lombardia,1413
2024-09-09,Marche,268
2024-09-09,Molise,34
2024-09-09,Piemonte,541
2024-09-09,Puglia,525
2024-09-09,Sardegna,243
2024-09-09,Sicilia,632
2024-09-09,Toscana,469
2024-09-09,Trentino-Alto Adige,140
2024-09-09,Umbria,103
2024-09-09,Valle d'Aosta,13
2024-09-09,Veneto,667
2024-09-16,Abruzzo,190
2024-09-16,Basilicata,104
2024-09-16,Calabria,275
2024-09-16,Campania,717
2024-09-16,Emilia-Romagna,575
2024-09-16,Friuli-Venezia Giulia,180
2024-09-16,Lazio,1041
2024-09-16,Liguria,254
2024-09-16,Lombardia,1644
2024-09-16,Marche,275
2024-09-16,Molise,26
2024-09-16,Piemonte,553
2024-09-16,Puglia,453
2024-09-16,Sardegna,264
2024-09-16,Sicilia,604
2024-09-16,Toscana,515
2024-09-16,Trentino-Alto Adige,144
2024-09-16,Umbria,127
2024-09-16,Valle d'Aosta,11
2024-09-16,Veneto,639
2024-09-23,Abruzzo,150
2024-09-23,Basilicata,82
2024-09-23,Calabria,225
2024-09-23,Campania,824
2024-09-23,Emilia-Romagna,552
2024-09-23,Friuli-Venezia Giulia,166
2024-09-23,Lazio,1215
2024-09-23,Liguria,218
2024-09-23,Lombardia,1431
2024-09-23,Marche,333
2024-09-23,Molise,47
2024-09-23,Piemonte,747
2024-09-23,Puglia,471
2024-09-23,Sardegna,211
2024-09-23,Sicilia,512
2024-09-23,Toscana,446
2024-09-23,Trentino-Alto Adige,165
2024-09-23,Umbria,132
2024-09-23,Valle d'Aosta,16
2024-09-23,Veneto,707
2024-09-30,Abruzzo,203
2024-09-30,Basilicata,107
2024-09-30,Calabria,266
2024-09-30,Campania,848
2024-09-30,Emilia-Romagna,685
2024-09-30,Friuli-Venezia Giulia,142
2024-09-30,Lazio,1166
2024-09-30,Liguria,339
2024-09-30,Lombardia,1501
2024-09-30,Marche,349
2024-09-30,Molise,45
2024-09-30,Piemonte,835
2024-09-30,Puglia,551
2024-09-30,Sardegna,224
2024-09-30,Sicilia,624
2024-09-30,Toscana,458
2024-09-30,Trentino-Alto Adige,159
2024-09-30,Umbria,147
2024-09-30,Valle d'Aosta,15
2024-09-30,Veneto,613
2024-10-07,Abruzzo,164
2024-10-07,Basilicata,76
2024-10-07,Calabria,235
2024-10-07,Campania,808
2024-10-07,Emilia-Romagna,560
2024-10-07,Friuli-Venezia Giulia,162
2024-10-07,Lazio,1033
2024-10-07,Liguria,249
2024-10-07,Lombardia,1477
2024-10-07,Marche,250
2024-10-07,Molise,36
2024-10-07,Piemonte,583
2024-10-07,Puglia,528
2024-10-07,Sardegna,224
2024-10-07,Sicilia,503
2024-10-07,Toscana,455
2024-10-07,Trentino-Alto Adige,173
2024-10-07,Umbria,149
2024-10-07,Valle d'Aosta,16
2024-10-07,Veneto,753
2024-10-14,Abruzzo,215
2024-10-14,Basilicata,75
2024-10-14,Calabria,208
2024-10-14,Campania,714
2024-10-14,Emilia-Romagna,528
2024-10-14,Friuli-Venezia Giulia,200
2024-10-14,Lazio,1200
2024-10-14,Liguria,294
2024-10-14,Lombardia,1657
2024-10-14,Marche,291
2024-10-14,Molise,47
2024-10-14,Piemonte,613
2024-10-14,Puglia,480
2024-10-14,Sardegna,201
2024-10-14,Sicilia,551
2024-10-14,Toscana,506
2024-10-14,Trentino-Alto Adige,130
2024-10-14,Umbria,110
2024-10-14,Valle d'Aosta,9
2024-10-14,Veneto,595
2024-10-21,Abruzzo,205
2024-10-21,Basilicata,94
2024-10-21,Calabria,272
2024-10-21,Campania,1005
2024-10-21,Emilia-Romagna,526
2024-10-21,Friuli-Venezia Giulia,196
2024-10-21,Lazio,1414
2024-10-21,Liguria,271
2024-10-21,Lombardia,1869
2024-10-21,Marche,284
2024-10-21,Molise,45
2024-10-21,Piemonte,644
2024-10-21,Puglia,614
2024-10-21,Sardegna,235
2024-10-21,Sicilia,628
2024-10-21,Toscana,462
2024-10-21,Trentino-Alto Adige,160
2024-10-21,Umbria,140
2024-10-21,Valle d'Aosta,21
2024-10-21,Veneto,690
2024-10-28,Abruzzo,184
2024-10-28,Basilicata,94
2024-10-28,Calabria,248
2024-10-28,Campania,900
2024-10-28,Emilia-Romagna,704
2024-10-28,Friuli-Venezia Giulia,167
2024-10-28,Lazio,1256
2024-10-28,Liguria,257
2024-10-28,Lombardia,1497
2024-10-28,Marche,276
2024-10-28,Molise,46
2024-10-28,Piemonte,649
2024-10-28,Puglia,480
2024-10-28,Sardegna,187
2024-10-28,Sicilia,648
2024-10-28,Toscana,497
2024-10-28,Trentino-Alto Adige,150
2024-10-28,Umbria,129
2024-10-28,Valle d'Aosta,12
2024-10-28,Veneto,849
2024-11-04,Abruzzo,221
2024-11-04,Basilicata,109
2024-11-04,Calabria,249
2024-11-04,Campania,849
2024-11-04,Emilia-Romagna,574
2024-11-04,Friuli-Venezia Giulia,182
2024-11-04,Lazio,1237
2024-11-04,Liguria,263
2024-11-04,Lombardia,1625
2024-11-04,Marche,311
2024-11-04,Molise,56
2024-11-04,Piemonte,718
2024-11-04,Puglia,419
2024-11-04,Sardegna,175
2024-11-04,Sicilia,591
2024-11-04,Toscana,488
