settimana,regione,candidature
2024-02-05,Valle d'Aosta,9
2024-02-05,Veneto,563
2024-02-12,Abruzzo,180
2024-02-12,Basilicata,71
2024-02-12,Calabria,263
2024-02-12,Campania,621
2024-02-12,Emilia-Romagna,518
2024-02-12,Friuli-Venezia Giulia,142
2024-02-12,Lazio,918
2024-02-12,Liguria,239
2024-02-12,Lombardia,1481
2024-02-12,Marche,222
2024-02-12,Molise,42
2024-02-12,Piemonte,535
2024-02-12,Puglia,566
2024-02-12,Sardegna,168
2024-02-12,Sicilia,490
2024-02-12,Toscana,401
2024-02-12,Trentino-Alto Adige,140
2024-02-12,Umbria,94
2024-02-12,Valle d'Aosta,11
2024-02-12,Veneto,618
2024-02-19,Abruzzo,150
2024-02-19,Basilicata,106
2024-02-19,Calabria,182
2024-02-19,Campania,810
2024-02-19,Emilia-Romagna,418
2024-02-19,Friuli-Venezia Giulia,129
2024-02-19,Lazio,870
2024-02-19,Liguria,264
2024-02-19,Lombardia,1177
2024-02-19,Marche,278
2024-02-19,Molise,41
2024-02-19,Piemonte,538
2024-02-19,Puglia,472
2024-02-19,Sardegna,238
2024-02-19,Sicilia,478
2024-02-19,Toscana,440
2024-02-19,Trentino-Alto Adige,149
2024-02-19,Umbria,113
2024-02-19,Valle d'Aosta,11
2024-02-19,Veneto,553
2024-02-26,Abruzzo,186
2024-02-26,Basilicata,79
2024-02-26,Calabria,221
2024-02-26,Campania,611
2024-02-26,Emilia-Romagna,488
2024-02-26,Friuli-Venezia Giulia,158
2024-02-26,Lazio,901
2024-02-26,Liguria,184
2024-02-26,Lombardia,1120
2024-02-26,Marche,233
2024-02-26,Molise,21
2024-02-26,Piemonte,537
2024-02-26,Puglia,476
2024-02-26,Sardegna,203
2024-02-26,Sicilia,555
2024-02-26,Toscana,487
2024-02-26,Trentino-Alto Adige,158
2024-02-26,Umbria,112
2024-02-26,Valle d'Aosta,8
2024-02-26,Veneto,608
2024-03-04,Abruzzo,159
2024-03-04,Basilicata,76
2024-03-04,Calabria,237
2024-03-04,Campania,705
2024-03-04,Emilia-Romagna,489
2024-03-04,Friuli-Venezia Giulia,152
2024-03-04,Lazio,1030
2024-03-04,Liguria,200
2024-03-04,Lombardia,1253
2024-03-04,Marche,266
2024-03-04,Molise,41
2024-03-04,Piemonte,446
2024-03-04,Puglia,359
2024-03-04,Sardegna,197
2024-03-04,Sicilia,485
2024-03-04,Toscana,450
2024-03-04,Trentino-Alto Adige,134
2024-03-04,Umbria,110
2024-03-04,Valle d'Aosta,9
2024-03-04,Veneto,650
2024-03-11,Abruzzo,153
2024-03-11,Basilicata,83
2024-03-11,Calabria,226
2024-03-11,Campania,656
2024-03-11,Emilia-Romagna,474
2024-03-11,Friuli-Venezia Giulia,142
2024-03-11,Lazio,1092
2024-03-11,Liguria,232
2024-03-11,Lombardia,1381
2024-03-11,Marche,213
2024-03-11,Molise,38
2024-03-11,Piemonte,378
2024-03-11,Puglia,543
2024-03-11,Sardegna,257
2024-03-11,Sicilia,479
2024-03-11,Toscana,359
2024-03-11,Trentino-Alto Adige,154
2024-03-11,Umbria,127
2024-03-11,Valle d'Aosta,14
2024-03-11,Veneto,667
2024-03-18,Abruzzo,167
2024-03-18,Basilicata,51
2024-03-18,Calabria,249
2024-03-18,Campania,764
2024-03-18,Emilia-Romagna,516
2024-03-18,Friuli-Venezia Giulia,132
2024-03-18,Lazio,961
2024-03-18,Liguria,242
2024-03-18,Lombardia,1281
2024-03-18,Marche,259
2024-03-18,Molise,30
2024-03-18,Piemonte,495
2024-03-18,Puglia,441
2024-03-18,Sardegna,203
2024-03-18,Sicilia,501
2024-03-18,Toscana,382
2024-03-18,Trentino-Alto Adige,128
2024-03-18,Umbria,132
2024-03-18,Valle d'Aosta,10
2024-03-18,Veneto,674
2024-03-25,Abruzzo,181
2024-03-25,Basilicata,79
2024-03-25,Calabria,230
2024-03-25,Campania,725
2024-03-25,Emilia-Romagna,475
2024-03-25,Friuli-Venezia Giulia,133
2024-03-25,Lazio,895
2024-03-25,Liguria,265
2024-03-25,Lombardia,1481
2024-03-25,Marche,245
2024-03-25,Molise,34
2024-03-25,Piemonte,550
2024-03-25,Puglia,552
2024-03-25,Sardegna,205
2024-03-25,Sicilia,535
2024-03-25,Toscana,449
2024-03-25,Trentino-Alto Adige,134
2024-03-25,Umbria,97
2024-03-25,Valle d'Aosta,17
2024-03-25,Veneto,675
2024-04-01,Abruzzo,142
2024-04-01,Basilicata,53
2024-04-01,Calabria,227
2024-04-01,Campania,596
2024-04-01,Emilia-Romagna,533
2024-04-01,Friuli-Venezia Giulia,130
2024-04-01,Lazio,1035
2024-04-01,Liguria,214
2024-04-01,Lombardia,1287
2024-04-01,Marche,277
2024-04-01,Molise,27
2024-04-01,Piemonte,471
2024-04-01,Puglia,524
2024-04-01,Sardegna,219
2024-04-01,Sicilia,505
2024-04-01,Toscana,388
2024-04-01,Trentino-Alto Adige,165
2024-04-01,Umbria,119
2024-04-01,Valle d'Aosta,12
2024-04-01,Veneto,546
2024-04-08,Abruzzo,135
2024-04-08,Basilicata,52
2024-04-08,Calabria,241
2024-04-08,Campania,680
2024-04-08,Emilia-Romagna,477
2024-04-08,Friuli-Venezia Giulia,182
2024-04-08,Lazio,1134
2024-04-08,Liguria,281
2024-04-08,Lombardia,1201
2024-04-08,Marche,267
2024-04-08,Molise,36
2024-04-08,Piemonte,545
2024-04-08,Puglia,435
2024-04-08,Sardegna,217
2024-04-08,Sicilia,552
2024-04-08,Toscana,440
2024-04-08,Trentino-Alto Adige,146
2024-04-08,Umbria,94
2024-04-08,Valle d'Aosta,17
2024-04-08,Veneto,747
2024-04-15,Abruzzo,161
2024-04-15,Basilicata,83
2024-04-15,Calabria,254
2024-04-15,Campania,652
2024-04-15,Emilia-Romagna,508
2024-04-15,Friuli-Venezia Giulia,188
2024-04-15,Lazio,1087
2024-04-15,Liguria,249
2024-04-15,Lombardia,1104
2024-04-15,Marche,203
2024-04-15,Molise,36
2024-04-15,Piemonte,586
2024-04-15,Puglia,461
2024-04-15,Sardegna,224
2024-04-15,Sicilia,543
2024-04-15,Toscana,363
2024-04-15,Trentino-Alto Adige,156
2024-04-15,Umbria,111
2024-04-15,Valle d'Aosta,12
2024-04-15,Veneto,591
2024-04-22,Abruzzo,173
2024-04-22,Basilicata,84
2024-04-22,Calabria,216
2024-04-22,Campania,841
2024-04-22,Emilia-Romagna,502
2024-04-22,Friuli-Venezia Giulia,183
2024-04-22,Lazio,1120
2024-04-22,Liguria,242
2024-04-22,Lombardia,1444
2024-04-22,Marche,270
2024-04-22,Molise,31
2024-04-22,Piemonte,504
2024-04-22,Puglia,475
2024-04-22,Sardegna,210
2024-04-22,Sicilia,512
2024-04-22,Toscana,475
2024-04-22,Trentino-Alto Adige,170
2024-04-22,Umbria,104
2024-04-22,Valle d'Aosta,20
2024-04-22,Veneto,516
2024-04-29,Abruzzo,150
2024-04-29,Basilicata,105
2024-04-29,Calabria,249
2024-04-29,Campania,682
2024-04-29,Emilia-Romagna,498
2024-04-29,Friuli-Venezia Giulia,172
2024-04-29,Lazio,961
2024-04-29,Liguria,288
2024-04-29,Lombardia,1267
2024-04-29,Marche,246
2024-04-29,Molise,38
2024-04-29,Piemonte,549
2024-04-29,Puglia,436
2024-04-29,Sardegna,210
2024-04-29,Sicilia,608
2024-04-29,Toscana,408
2024-04-29,Trentino-Alto Adige,134
2024-04-29,Umbria,130
2024-04-29,Valle d'Aosta,15
2024-04-29,Veneto,547
2024-05-06,Abruzzo,180
2024-05-06,Basilicata,87
2024-05-06,Calabria,237
2024-05-06,Campania,699
2024-05-06,Emilia-Romagna,567
2024-05-06,Friuli-Venezia Giulia,169
2024-05-06,Lazio,957
2024-05-06,Liguria,218
2024-05-06,Lombardia,1190
2024-05-06,Marche,222
2024-05-06,Molise,39
2024-05-06,Piemonte,563
2024-05-06,Puglia,505
2024-05-06,Sardegna,261
2024-05-06,Sicilia,580
2024-05-06,Toscana,477
2024-05-06,Trentino-Alto Adige,122
2024-05-06,Umbria,104
2024-05-06,Valle d'Aosta,17
2024-05-06,Veneto,648
2024-05-13,Abruzzo,167
2024-05-13,Basilicata,75
2024-05-13,Calabria,198
2024-05-13,Campania,646
2024-05-13,Emilia-Romagna,540
2024-05-13,Friuli-Venezia Giulia,140
2024-05-13,Lazio,971
2024-05-13,Liguria,250
2024-05-13,Lombardia,1269
2024-05-13,Marche,263
2024-05-13,Molise,20
2024-05-13,Piemonte,459
2024-05-13,Puglia,492
2024-05-13,Sardegna,261
2024-05-13,Sicilia,583
2024-05-13,Toscana,506
2024-05-13,Trentino-Alto Adige,179
2024-05-13,Umbria,127
2024-05-13,Valle d'Aosta,6
2024-05-13,Veneto,695
2024-05-20,Abruzzo,155
2024-05-20,Basilicata,81
2024-05-20,Calabria,271
2024-05-20,Campania,784
2024-05-20,Emilia-Romagna,551
2024-05-20,Friuli-Venezia Giulia,138
2024-05-20,Lazio,1107
2024-05-20,Liguria,234
2024-05-20,Lombardia,1365
2024-05-20,Marche,242
2024-05-20,Molise,50
2024-05-20,Piemonte,514
2024-05-20,Puglia,596
2024-05-20,Sardegna,302
2024-05-20,Sicilia,736
2024-05-20,Toscana,466
2024-05-20,Trentino-Alto Adige,162
2024-05-20,Umbria,111
2024-05-20,Valle d'Aosta,13
2024-05-20,Veneto,760
2024-05-27,Abruzzo,205
2024-05-27,Basilicata,79
2024-05-27,Calabria,384
2024-05-27,Campania,864
2024-05-27,Emilia-Romagna,560
2024-05-27,Friuli-Venezia Giulia,159
2024-05-27,Lazio,1175
2024-05-27,Liguria,184
2024-05-27,Lombardia,1436
2024-05-27,Marche,275
2024-05-27,Molise,25
2024-05-27,Piemonte,621
2024-05-27,Puglia,615
2024-05-27,Sardegna,253
2024-05-27,Sicilia,703
2024-05-27,Toscana,540
2024-05-27,Trentino-Alto Adige,174
2024-05-27,Umbria,110
2024-05-27,Valle d'Aosta,15
2024-05-27,Veneto,711
2024-06-03,Abruzzo,210
2024-06-03,Basilicata,85
2024-06-03,Calabria,265
2024-06-03,Campania,689
2024-06-03,Emilia-Romagna,638
2024-06-03,Friuli-Venezia Giulia,186
2024-06-03,Lazio,1140
2024-06-03,Liguria,208
2024-06-03,Lombardia,1487
2024-06-03,Marche,264
2024-06-03,Molise,49
2024-06-03,Piemonte,587
2024-06-03,Puglia,610
2024-06-03,Sardegna,300
2024-06-03,Sicilia,740
2024-06-03,Toscana,454
2024-06-03,Trentino-Alto Adige,208
2024-06-03,Umbria,133
2024-06-03,Valle d'Aosta,12
2024-06-03,Veneto,708
2024-06-10,Abruzzo,185
2024-06-10,Basilicata,93
2024-06-10,Calabria,320
2024-06-10,Campania,792
2024-06-10,Emilia-Romagna,582
2024-06-10,Friuli-Venezia Giulia,178
2024-06-10,Lazio,1153
2024-06-10,Liguria,297
2024-06-10,Lombardia,1476
2024-06-10,Marche,263
2024-06-10,Molise,37
2024-06-10,Piemonte,567
2024-06-10,Puglia,609
2024-06-10,Sardegna,358
2024-06-10,Sicilia,613
2024-06-10,Toscana,488
2024-06-10,Trentino-Alto Adige,207
2024-06-10,Umbria,119
2024-06-10,Valle d'Aosta,7
2024-06-10,Veneto,764
2024-06-17,Abruzzo,194
2024-06-17,Basilicata,88
2024-06-17,Calabria,315
2024-06-17,Campania,801
2024-06-17,Emilia-Romagna,715
2024-06-17,Friuli-Venezia Giulia,216
2024-06-17,Lazio,1276
2024-06-17,Liguria,296
2024-06-17,Lombardia,1475
2024-06-17,Marche,349
2024-06-17,Molise,58
2024-06-17,Piemonte,640
2024-06-17,Puglia,630
2024-06-17,Sardegna,235
2024-06-17,Sicilia,742
2024-06-17,Toscana,485
2024-06-17,Trentino-Alto Adige,166
2024-06-17,Umbria,100
2024-06-17,Valle d'Aosta,13
2024-06-17,Veneto,797
2024-06-24,Abruzzo,196
2024-06-24,Basilicata,109
2024-06-24,Calabria,262
2024-06-24,Campania,785
2024-06-24,Emilia-Romagna,709
2024-06-24,Friuli-Venezia Giulia,184
2024-06-24,Lazio,1100
2024-06-24,Liguria,281
2024-06-24,Lombardia,1360
2024-06-24,Marche,238
2024-06-24,Molise,44
2024-06-24,Piemonte,681
2024-06-24,Puglia,739
2024-06-24,Sardegna,237
2024-06-24,Sicilia,859
2024-06-24,Toscana,443
2024-06-24,Trentino-Alto Adige,221
2024-06-24,Umbria,104
2024-06-24,Valle d'Aosta,14
2024-06-24,Veneto,815
2024-07-01,Abruzzo,184
2024-07-01,Basilicata,84
2024-07-01,Calabria,285
2024-07-01,Campania,771
2024-07-01,Emilia-Romagna,600
2024-07-01,Friuli-Venezia Giulia,146
2024-07-01,Lazio,1085
2024-07-01,Liguria,229
2024-07-01,Lombardia,1333
2024-07-01,Marche,276
2024-07-01,Molise,42
2024-07-01,Piemonte,574
2024-07-01,Puglia,631
2024-07-01,Sardegna,294
2024-07-01,Sicilia,661
2024-07-01,Toscana,516
2024-07-01,Trentino-Alto Adige,163
2024-07-01,Umbria,121
2024-07-01,Valle d'Aosta,9
2024-07-01,Veneto,692
2024-07-08,Abruzzo,189
2024-07-08,Basilicata,97
2024-07-08,Calabria,275
2024-07-08,Campania,865
2024-07-08,Emilia-Romagna,639
2024-07-08,Friuli-Venezia Giulia,160
2024-07-08,Lazio,1242
2024-07-08,Liguria,324
2024-07-08,Lombardia,1596
2024-07-08,Marche,287
2024-07-08,Molise,46
2024-07-08,Piemonte,594
2024-07-08,Puglia,654
2024-07-08,Sardegna,302
2024-07-08,Sicilia,722
2024-07-08,Toscana,546
2024-07-08,Trentino-Alto Adige,176
2024-07-08,Umbria,107
2024-07-08,Valle d'Aosta,9
2024-07-08,Veneto,622
2024-07-15,Abruzzo,178
2024-07-15,Basilicata,88
2024-07-15,Calabria,260
2024-07-15,Campania,811
2024-07-15,Emilia-Romagna,700
2024-07-15,Friuli-Venezia Giulia,155
2024-07-15,Lazio,983
2024-07-15,Liguria,263
2024-07-15,Lombardia,1300
2024-07-15,Marche,295
2024-07-15,Molise,32
2024-07-15,Piemonte,525
2024-07-15,Puglia,698
2024-07-15,Sardegna,296
2024-07-15,Sicilia,800
2024-07-15,Toscana,514
2024-07-15,Trentino-Alto Adige,178
2024-07-15,Umbria,102
2024-07-15,Valle d'Aosta,12
2024-07-15,Veneto,637
2024-07-22,Abruzzo,188
2024-07-22,Basilicata,82
2024-07-22,Calabria,306
2024-07-22,Campania,715
2024-07-22,Emilia-Romagna,635
2024-07-22,Friuli-Venezia Giulia,160
2024-07-22,Lazio,1053
2024-07-22,Liguria,240
2024-07-22,Lombardia,1367
2024-07-22,Marche,254
2024-07-22,Molise,45
2024-07-22,Piemonte,561
2024-07-22,Puglia,571
2024-07-22,Sardegna,259
2024-07-22,Sicilia,786
2024-07-22,Toscana,500
2024-07-22,Trentino-Alto Adige,149
2024-07-22,Umbria,100
2024-07-22,Valle d'Aosta,15
2024-07-22,Veneto,703
2024-07-29,Abruzzo,187
2024-07-29,Basilicata,84
2024-07-29,Calabria,278
2024-07-29,Campania,747
2024-07-29,Emilia-Romagna,568
2024-07-29,Friuli-Venezia Giulia,143
2024-07-29,Lazio,1099
2024-07-29,Liguria,246
2024-07-29,Lombardia,1093
2024-07-29,Marche,205
2024-07-29,Molise,57
2024-07-29,Piemonte,463
2024-07-29,Puglia,503
2024-07-29,Sardegna,344
2024-07-29,Sicilia,657
2024-07-29,Toscana,471
2024-07-29,Trentino-Alto Adige,152
2024-07-29,Umbria,132
2024-07-29,Valle d'Aosta,10
2024-07-29,Veneto,679
2024-08-05,Abruzzo,129
2024-08-05,Basilicata,64
2024-08-05,Calabria,224
2024-08-05,Campania,610
2024-08-05,Emilia-Romagna,484
2024-08-05,Friuli-Venezia Giulia,124
2024-08-05,Lazio,1025
2024-08-05,Liguria,232
2024-08-05,Lombardia,1166
2024-08-05,Marche,169
2024-08-05,Molise,39
2024-08-05,Piemonte,453
2024-08-05,Puglia,536
2024-08-05,Sardegna,282
2024-08-05,Sicilia,521
2024-08-05,Toscana,530
2024-08-05,Trentino-Alto Adige,143
2024-08-05,Umbria,132
2024-08-05,Valle d'Aosta,4
2024-08-05,Veneto,531
2024-08-12,Abruzzo,165
2024-08-12,Basilicata,75
2024-08-12,Calabria,237
2024-08-12,Campania,730
2024-08-12,Emilia-Romagna,435
2024-08-12,Friuli-Venezia Giulia,121
2024-08-12,Lazio,993
2024-08-12,Liguria,191
2024-08-12,Lombardia,1103
2024-08-12,Marche,202
2024-08-12,Molise,37
2024-08-12,Piemonte,502
2024-08-12,Puglia,499
2024-08-12,Sardegna,171
2024-08-12,Sicilia,597
2024-08-12,Toscana,355
2024-08-12,Trentino-Alto Adige,148
2024-08-12,Umbria,81
2024-08-12,Valle d'Aosta,11
2024-08-12,Veneto,575
2024-08-19,Abruzzo,147
2024-08-19,Basilicata,54
2024-08-19,Calabria,209
2024-08-19,Campania,624
2024-08-19,Emilia-Romagna,421
2024-08-19,Friuli-Venezia Giulia,136
2024-08-19,Lazio,922
2024-08-19,Liguria,227
2024-08-19,Lombardia,1279
2024-08-19,Marche,232
2024-08-19,Molise,21
2024-08-19,Piemonte,471
2024-08-19,Puglia,476
2024-08-19,Sardegna,204
2024-08-19,Sicilia,536
2024-08-19,Toscana,374
2024-08-19,Trentino-Alto Adige,144
2024-08-19,Umbria,98
2024-08-19,Valle d'Aosta,8
2024-08-19,Veneto,538
2024-08-26,Abruzzo,186
2024-08-26,Basilicata,85
2024-08-26,Calabria,300
2024-08-26,Campania,688
2024-08-26,Emilia-Romagna,516
2024-08-26,Friuli-Venezia Giulia,140
2024-08-26,Lazio,1069
2024-08-26,Liguria,189
2024-08-26,Lombardia,1397
2024-08-26,Marche,249
2024-08-26,Molise,40
2024-08-26,Piemonte,511
2024-08-26,Puglia,473
2024-08-26,Sardegna,270
2024-08-26,Sicilia,546
2024-08-26,Toscana,472
2024-08-26,Trentino-Alto Adige,164
2024-08-26,Umbria,114
2024-08-26,Valle d'Aosta,21
2024-08-26,Veneto,698
2024-09-02,Abruzzo,191
2024-09-02,Basilicata,90
2024-09-02,Calabria,230
2024-09-02,Campania,693
2024-09-02,Emilia-Romagna,541
2024-09-02,Friuli-Venezia Giulia,183
2024-09-02,Lazio,1156
2024-09-02,Liguria,216
2024-09-02,Lombardia,1281
2024-09-02,Marche,301
2024-09-02,Molise,39
2024-09-02,Piemonte,543
2024-09-02,Puglia,470
2024-09-02,Sardegna,256
2024-09-02,Sicilia,591
2024-09-02,Toscana,484
2024-09-02,Trentino-Alto Adige,157
2024-09-02,Umbria,97
2024-09-02,Valle d'Aosta,14
2024-09-02,Veneto,724
2024-09-09,Abruzzo,160
2024-09-09,Basilicata,96
2024-09-09,Calabria,200
2024-09-09,Campania,706
2024-09-09,Emilia-Romagna,563
2024-09-09,Friuli-Venezia Giulia,145
2024-09-09,Lazio,989
2024-09-09,Liguria,249
2024-09-09,Lombardia,1301
2024-09-09,Marche,311
2024-09-09,Molise,33
2024-09-09,Piemonte,494
2024-09-09,Puglia,489
2024-09-09,Sardegna,244
2024-09-09,Sicilia,537
2024-09-09,Toscana,479
2024-09-09,Trentino-Alto Adige,144
2024-09-09,Umbria,89
2024-09-09,Valle d'Aosta,18
2024-09-09,Veneto,700
2024-09-16,Abruzzo,186
2024-09-16,Basilicata,94
2024-09-16,Calabria,212
2024-09-16,Campania,664
2024-09-16,Emilia-Romagna,528
2024-09-16,Friuli-Venezia Giulia,173
2024-09-16,Lazio,1012
2024-09-16,Liguria,193
2024-09-16,Lombardia,1551
2024-09-16,Marche,313
2024-09-16,Molise,32
2024-09-16,Piemonte,593
2024-09-16,Puglia,458
2024-09-16,Sardegna,236
2024-09-16,Sicilia,601
2024-09-16,Toscana,434
2024-09-16,Trentino-Alto Adige,137
2024-09-16,Umbria,110
2024-09-16,Valle d'Aosta,11
2024-09-16,Veneto,602
2024-09-23,Abruzzo,140
2024-09-23,Basilicata,87
2024-09-23,Calabria,201
2024-09-23,Campania,740
2024-09-23,Emilia-Romagna,510
2024-09-23,Friuli-Venezia Giulia,177
2024-09-23,Lazio,1161
2024-09-23,Liguria,201
2024-09-23,Lombardia,1408
2024-09-23,Marche,272
2024-09-23,Molise,39
2024-09-23,Piemonte,639
2024-09-23,Puglia,442
2024-09-23,Sardegna,216
2024-09-23,Sicilia,485
2024-09-23,Toscana,457
2024-09-23,Trentino-Alto Adige,152
2024-09-23,Umbria,118
2024-09-23,Valle d'Aosta,17
2024-09-23,Veneto,662
2024-09-30,Abruzzo,179
2024-09-30,Basilicata,113
2024-09-30,Calabria,264
2024-09-30,Campania,755
2024-09-30,Emilia-Romagna,666
2024-09-30,Friuli-Venezia Giulia,141
2024-09-30,Lazio,1094
2024-09-30,Liguria,279
2024-09-30,Lombardia,1491
2024-09-30,Marche,290
2024-09-30,Molise,42
2024-09-30,Piemonte,743
2024-09-30,Puglia,577
2024-09-30,Sardegna,230
2024-09-30,Sicilia,532
2024-09-30,Toscana,496
2024-09-30,Trentino-Alto Adige,138
2024-09-30,Umbria,131
2024-09-30,Valle d'Aosta,20
2024-09-30,Veneto,616
2024-10-07,Abruzzo,190
2024-10-07,Basilicata,81
2024-10-07,Calabria,257
2024-10-07,Campania,796
2024-10-07,Emilia-Romagna,629
2024-10-07,Friuli-Venezia Giulia,138
2024-10-07,Lazio,1093
2024-10-07,Liguria,241
2024-10-07,Lombardia,1484
2024-10-07,Marche,264
2024-10-07,Molise,37
2024-10-07,Piemonte,619
2024-10-07,Puglia,489
2024-10-07,Sardegna,263
2024-10-07,Sicilia,499
2024-10-07,Toscana,504
2024-10-07,Trentino-Alto Adige,192
2024-10-07,Umbria,126
2024-10-07,Valle d'Aosta,17
2024-10-07,Veneto,773
2024-10-14,Abruzzo,249
2024-10-14,Basilicata,89
2024-10-14,Calabria,235
2024-10-14,Campania,751
2024-10-14,Emilia-Romagna,531
2024-10-14,Friuli-Venezia Giulia,195
2024-10-14,Lazio,1299
2024-10-14,Liguria,316
2024-10-14,Lombardia,1715
2024-10-14,Marche,304
2024-10-14,Molise,42
2024-10-14,Piemonte,624
2024-10-14,Puglia,548
2024-10-14,Sardegna,252
2024-10-14,Sicilia,620
2024-10-14,Toscana,494
2024-10-14,Trentino-Alto Adige,178
2024-10-14,Umbria,114
2024-10-14,Valle d'Aosta,7
2024-10-14,Veneto,620
2024-10-21,Abruzzo,194
2024-10-21,Basilicata,83
2024-10-21,Calabria,223
2024-10-21,Campania,887
2024-10-21,Emilia-Romagna,566
2024-10-21,Friuli-Venezia Giulia,179
2024-10-21,Lazio,1323
2024-10-21,Liguria,234
2024-10-21,Lombardia,1801
2024-10-21,Marche,266
2024-10-21,Molise,46
2024-10-21,Piemonte,635
2024-10-21,Puglia,521
2024-10-21,Sardegna,221
2024-10-21,Sicilia,571
2024-10-21,Toscana,441
2024-10-21,Trentino-Alto Adige,164
2024-10-21,Umbria,131
2024-10-21,Valle d'Aosta,19
2024-10-21,Veneto,671
2024-10-28,Abruzzo,187
2024-10-28,Basilicata,112
2024-10-28,Calabria,249
2024-10-28,Campania,912
2024-10-28,Emilia-Romagna,764
2024-10-28,Friuli-Venezia Giulia,176
2024-10-28,Lazio,1194
2024-10-28,Liguria,231
2024-10-28,Lombardia,1638
2024-10-28,Marche,285
2024-10-28,Molise,45
2024-10-28,Piemonte,627
2024-10-28,Puglia,477
2024-10-28,Sardegna,232
2024-10-28,Sicilia,648
2024-10-28,Toscana,506
2024-10-28,Trentino-Alto Adige,168
2024-10-28,Umbria,141
2024-10-28,Valle d'Aosta,14
2024-10-28,Veneto,871
2024-11-04,Abruzzo,233
2024-11-04,Basilicata,87
2024-11-04,Calabria,260
2024-11-04,Campania,871
2024-11-04,Emilia-Romagna,682
2024-11-04,Friuli-Venezia Giulia,207
2024-11-04,Lazio,1294
2024-11-04,Liguria,287
2024-11-04,Lombardia,1563
2024-11-04,Marche,305
2024-11-04,Molise,73
2024-11-04,Piemonte,802
2024-11-04,Puglia,511
2024-11-04,Sardegna,211
2024-11-04,Sicilia,650
2024-11-04,Toscana,510
2024-11-04,Trentino-Alto Adige,189
