settimana,regione,candidature
2024-02-26,Sicilia,587
2024-02-26,Toscana,504
2024-02-26,Trentino-Alto Adige,163
2024-02-26,Umbria,115
2024-02-26,Valle d'Aosta,10
2024-02-26,Veneto,606
2024-03-04,Abruzzo,147
2024-03-04,Basilicata,105
2024-03-04,Calabria,207
2024-03-04,Campania,750
2024-03-04,Emilia-Romagna,468
2024-03-04,Friuli-Venezia Giulia,158
2024-03-04,Lazio,1129
2024-03-04,Liguria,199
2024-03-04,Lombardia,1265
2024-03-04,Marche,268
2024-03-04,Molise,44
2024-03-04,Piemonte,413
2024-03-04,Puglia,384
2024-03-04,Sardegna,216
2024-03-04,Sicilia,502
2024-03-04,Toscana,471
2024-03-04,Trentino-Alto Adige,127
2024-03-04,Umbria,102
2024-03-04,Valle d'Aosta,7
2024-03-04,Veneto,670
2024-03-11,Abruzzo,175
2024-03-11,Basilicata,90
2024-03-11,Calabria,221
2024-03-11,Campania,639
2024-03-11,Emilia-Romagna,464
2024-03-11,Friuli-Venezia Giulia,137
2024-03-11,Lazio,1139
2024-03-11,Liguria,215
2024-03-11,Lombardia,1358
2024-03-11,Marche,218
2024-03-11,Molise,46
2024-03-11,Piemonte,408
2024-03-11,Puglia,473
2024-03-11,Sardegna,248
2024-03-11,Sicilia,523
2024-03-11,Toscana,398
2024-03-11,Trentino-Alto Adige,147
2024-03-11,Umbria,129
2024-03-11,Valle d'Aosta,15
2024-03-11,Veneto,570
2024-03-18,Abruzzo,166
2024-03-18,Basilicata,71
2024-03-18,Calabria,246
2024-03-18,Campania,736
2024-03-18,Emilia-Romagna,503
2024-03-18,Friuli-Venezia Giulia,170
2024-03-18,Lazio,1036
2024-03-18,Liguria,248
2024-03-18,Lombardia,1194
2024-03-18,Marche,218
2024-03-18,Molise,50
2024-03-18,Piemonte,523
2024-03-18,Puglia,468
2024-03-18,Sardegna,202
2024-03-18,Sicilia,496
2024-03-18,Toscana,410
2024-03-18,Trentino-Alto Adige,133
2024-03-18,Umbria,142
2024-03-18,Valle d'Aosta,10
2024-03-18,Veneto,655
2024-03-25,Abruzzo,198
2024-03-25,Basilicata,77
2024-03-25,Calabria,224
2024-03-25,Campania,688
2024-03-25,Emilia-Romagna,465
2024-03-25,Friuli-Venezia Giulia,168
2024-03-25,Lazio,948
2024-03-25,Liguria,233
2024-03-25,Lombardia,1415
2024-03-25,Marche,242
2024-03-25,Molise,31
2024-03-25,Piemonte,569
2024-03-25,Puglia,591
2024-03-25,Sardegna,184
2024-03-25,Sicilia,499
2024-03-25,Toscana,492
2024-03-25,Trentino-Alto Adige,155
2024-03-25,Umbria,80
2024-03-25,Valle d'Aosta,8
2024-03-25,Veneto,665
2024-04-01,Abruzzo,174
2024-04-01,Basilicata,65
2024-04-01,Calabria,236
2024-04-01,Campania,616
2024-04-01,Emilia-Romagna,572
2024-04-01,Friuli-Venezia Giulia,137
2024-04-01,Lazio,982
2024-04-01,Liguria,225
2024-04-01,Lombardia,1320
2024-04-01,Marche,312
2024-04-01,Molise,41
2024-04-01,Piemonte,471
2024-04-01,Puglia,502
2024-04-01,Sardegna,233
2024-04-01,Sicilia,544
2024-04-01,Toscana,409
2024-04-01,Trentino-Alto Adige,189
2024-04-01,Umbria,125
2024-04-01,Valle d'Aosta,8
2024-04-01,Veneto,637
2024-04-08,Abruzzo,117
2024-04-08,Basilicata,69
2024-04-08,Calabria,235
2024-04-08,Campania,624
2024-04-08,Emilia-Romagna,524
2024-04-08,Friuli-Venezia Giulia,176
2024-04-08,Lazio,1079
2024-04-08,Liguria,285
2024-04-08,Lombardia,1121
2024-04-08,Marche,290
2024-04-08,Molise,34
2024-04-08,Piemonte,527
2024-04-08,Puglia,453
2024-04-08,Sardegna,221
2024-04-08,Sicilia,552
2024-04-08,Toscana,436
2024-04-08,Trentino-Alto Adige,127
2024-04-08,Umbria,105
2024-04-08,Valle d'Aosta,16
2024-04-08,Veneto,692
2024-04-15,Abruzzo,182
2024-04-15,Basilicata,98
2024-04-15,Calabria,221
2024-04-15,Campania,708
2024-04-15,Emilia-Romagna,529
2024-04-15,Friuli-Venezia Giulia,199
2024-04-15,Lazio,1136
2024-04-15,Liguria,248
2024-04-15,Lombardia,1156
2024-04-15,Marche,217
2024-04-15,Molise,43
2024-04-15,Piemonte,601
2024-04-15,Puglia,500
2024-04-15,Sardegna,219
2024-04-15,Sicilia,516
2024-04-15,Toscana,413
2024-04-15,Trentino-Alto Adige,159
2024-04-15,Umbria,114
2024-04-15,Valle d'Aosta,12
2024-04-15,Veneto,661
2024-04-22,Abruzzo,162
2024-04-22,Basilicata,82
2024-04-22,Calabria,214
2024-04-22,Campania,807
2024-04-22,Emilia-Romagna,548
2024-04-22,Friuli-Venezia Giulia,183
2024-04-22,Lazio,1122
2024-04-22,Liguria,242
2024-04-22,Lombardia,1447
2024-04-22,Marche,270
2024-04-22,Molise,31
2024-04-22,Piemonte,506
2024-04-22,Puglia,476
2024-04-22,Sardegna,211
2024-04-22,Sicilia,512
2024-04-22,Toscana,474
2024-04-22,Trentino-Alto Adige,170
2024-04-22,Umbria,104
2024-04-22,Valle d'Aosta,20
2024-04-22,Veneto,517
2024-04-29,Abruzzo,152
2024-04-29,Basilicata,106
2024-04-29,Calabria,253
2024-04-29,Campania,689
2024-04-29,Emilia-Romagna,503
2024-04-29,Friuli-Venezia Giulia,173
2024-04-29,Lazio,966
2024-04-29,Liguria,289
2024-04-29,Lombardia,1280
2024-04-29,Marche,248
2024-04-29,Molise,39
2024-04-29,Piemonte,553
2024-04-29,Puglia,440
2024-04-29,Sardegna,212
2024-04-29,Sicilia,610
2024-04-29,Toscana,412
2024-04-29,Trentino-Alto Adige,135
2024-04-29,Umbria,131
2024-04-29,Valle d'Aosta,15
2024-04-29,Veneto,551
2024-05-06,Abruzzo,185
2024-05-06,Basilicata,89
2024-05-06,Calabria,249
2024-05-06,Campania,739
2024-05-06,Emilia-Romagna,605
2024-05-06,Friuli-Venezia Giulia,180
2024-05-06,Lazio,1004
2024-05-06,Liguria,229
2024-05-06,Lombardia,1248
2024-05-06,Marche,230
2024-05-06,Molise,42
2024-05-06,Piemonte,590
2024-05-06,Puglia,526
2024-05-06,Sardegna,272
2024-05-06,Sicilia,617
2024-05-06,Toscana,500
2024-05-06,Trentino-Alto Adige,126
2024-05-06,Umbria,110
2024-05-06,Valle d'Aosta,18
2024-05-06,Veneto,667
2024-05-13,Abruzzo,174
2024-05-13,Basilicata,77
2024-05-13,Calabria,208
2024-05-13,Campania,660
2024-05-13,Emilia-Romagna,560
2024-05-13,Friuli-Venezia Giulia,146
2024-05-13,Lazio,996
2024-05-13,Liguria,257
2024-05-13,Lombardia,1333
2024-05-13,Marche,276
2024-05-13,Molise,21
2024-05-13,Piemonte,482
2024-05-13,Puglia,511
2024-05-13,Sardegna,268
2024-05-13,Sicilia,595
2024-05-13,Toscana,530
2024-05-13,Trentino-Alto Adige,187
2024-05-13,Umbria,131
2024-05-13,Valle d'Aosta,6
2024-05-13,Veneto,726
2024-05-20,Abruzzo,156
2024-05-20,Basilicata,81
2024-05-20,Calabria,270
2024-05-20,Campania,786
2024-05-20,Emilia-Romagna,548
2024-05-20,Friuli-Venezia Giulia,138
2024-05-20,Lazio,1100
2024-05-20,Liguria,233
2024-05-20,Lombardia,1359
2024-05-20,Marche,241
2024-05-20,Molise,49
2024-05-20,Piemonte,510
2024-05-20,Puglia,594
2024-05-20,Sardegna,301
2024-05-20,Sicilia,726
2024-05-20,Toscana,465
2024-05-20,Trentino-Alto Adige,163
2024-05-20,Umbria,110
2024-05-20,Valle d'Aosta,13
2024-05-20,Veneto,762
2024-05-27,Abruzzo,201
2024-05-27,Basilicata,77
2024-05-27,Calabria,374
2024-05-27,Campania,837
2024-05-27,Emilia-Romagna,542
2024-05-27,Friuli-Venezia Giulia,154
2024-05-27,Lazio,1148
2024-05-27,Liguria,179
2024-05-27,Lombardia,1400
2024-05-27,Marche,269
2024-05-27,Molise,24
2024-05-27,Piemonte,599
2024-05-27,Puglia,600
2024-05-27,Sardegna,247
2024-05-27,Sicilia,677
2024-05-27,Toscana,524
2024-05-27,Trentino-Alto Adige,169
2024-05-27,Umbria,106
2024-05-27,Valle d'Aosta,14
2024-05-27,Veneto,692
2024-06-03,Abruzzo,211
2024-06-03,Basilicata,85
2024-06-03,Calabria,263
2024-06-03,Campania,691
2024-06-03,Emilia-Romagna,629
2024-06-03,Friuli-Venezia Giulia,184
2024-06-03,Lazio,1126
2024-06-03,Liguria,206
2024-06-03,Lombardia,1465
2024-06-03,Marche,261
2024-06-03,Molise,49
2024-06-03,Piemonte,581
2024-06-03,Puglia,607
2024-06-03,Sardegna,298
2024-06-03,Sicilia,735
2024-06-03,Toscana,448
2024-06-03,Trentino-Alto Adige,210
2024-06-03,Umbria,131
2024-06-03,Valle d'Aosta,12
2024-06-03,Veneto,709
2024-06-10,Abruzzo,182
2024-06-10,Basilicata,91
2024-06-10,Calabria,313
2024-06-10,Campania,769
2024-06-10,Emilia-Romagna,564
2024-06-10,Friuli-Venezia Giulia,173
2024-06-10,Lazio,1126
2024-06-10,Liguria,289
2024-06-10,Lombardia,1435
2024-06-10,Marche,257
2024-06-10,Molise,36
2024-06-10,Piemonte,548
2024-06-10,Puglia,592
2024-06-10,Sardegna,350
2024-06-10,Sicilia,591
2024-06-10,Toscana,475
2024-06-10,Trentino-Alto Adige,202
2024-06-10,Umbria,116
2024-06-10,Valle d'Aosta,7
2024-06-10,Veneto,745
2024-06-17,Abruzzo,187
2024-06-17,Basilicata,85
2024-06-17,Calabria,301
2024-06-17,Campania,762
2024-06-17,Emilia-Romagna,677
2024-06-17,Friuli-Venezia Giulia,206
2024-06-17,Lazio,1228
2024-06-17,Liguria,285
2024-06-17,Lombardia,1415
2024-06-17,Marche,336
2024-06-17,Molise,55
2024-06-17,Piemonte,605
2024-06-17,Puglia,607
2024-06-17,Sardegna,226
2024-06-17,Sicilia,699
2024-06-17,Toscana,462
2024-06-17,Trentino-Alto Adige,158
2024-06-17,Umbria,95
2024-06-17,Valle d'Aosta,12
2024-06-17,Veneto,766
2024-06-24,Abruzzo,188
2024-06-24,Basilicata,106
2024-06-24,Calabria,249
2024-06-24,Campania,739
2024-06-24,Emilia-Romagna,671
2024-06-24,Friuli-Venezia Giulia,173
2024-06-24,Lazio,1056
2024-06-24,Liguria,270
2024-06-24,Lombardia,1299
2024-06-24,Marche,229
2024-06-24,Molise,41
2024-06-24,Piemonte,644
2024-06-24,Puglia,708
2024-06-24,Sardegna,263
2024-06-24,Sicilia,719
2024-06-24,Toscana,469
2024-06-24,Trentino-Alto Adige,179
2024-06-24,Umbria,106
2024-06-24,Valle d'Aosta,17
2024-06-24,Veneto,804
2024-07-01,Abruzzo,163
2024-07-01,Basilicata,73
2024-07-01,Calabria,310
2024-07-01,Campania,776
2024-07-01,Emilia-Romagna,531
2024-07-01,Friuli-Venezia Giulia,138
2024-07-01,Lazio,1109
2024-07-01,Liguria,229
2024-07-01,Lombardia,1317
2024-07-01,Marche,272
2024-07-01,Molise,43
2024-07-01,Piemonte,566
2024-07-01,Puglia,630
2024-07-01,Sardegna,296
2024-07-01,Sicilia,671
2024-07-01,Toscana,512
2024-07-01,Trentino-Alto Adige,160
2024-07-01,Umbria,120
2024-07-01,Valle d'Aosta,9
2024-07-01,Veneto,679
2024-07-08,Abruzzo,182
2024-07-08,Basilicata,95
2024-07-08,Calabria,264
2024-07-08,Campania,824
2024-07-08,Emilia-Romagna,610
2024-07-08,Friuli-Venezia Giulia,152
2024-07-08,Lazio,1204
2024-07-08,Liguria,314
2024-07-08,Lombardia,1535
2024-07-08,Marche,277
2024-07-08,Molise,44
2024-07-08,Piemonte,564
2024-07-08,Puglia,631
2024-07-08,Sardegna,292
2024-07-08,Sicilia,687
2024-07-08,Toscana,522
2024-07-08,Trentino-Alto Adige,168
2024-07-08,Umbria,103
2024-07-08,Valle d'Aosta,6
2024-07-08,Veneto,613
2024-07-15,Abruzzo,180
2024-07-15,Basilicata,63
2024-07-15,Calabria,273
2024-07-15,Campania,786
2024-07-15,Emilia-Romagna,661
2024-07-15,Friuli-Venezia Giulia,153
2024-07-15,Lazio,929
2024-07-15,Liguria,253
2024-07-15,Lombardia,1237
2024-07-15,Marche,271
2024-07-15,Molise,46
2024-07-15,Piemonte,513
2024-07-15,Puglia,644
2024-07-15,Sardegna,273
2024-07-15,Sicilia,725
2024-07-15,Toscana,524
2024-07-15,Trentino-Alto Adige,155
2024-07-15,Umbria,109
2024-07-15,Valle d'Aosta,8
2024-07-15,Veneto,655
2024-07-22,Abruzzo,177
2024-07-22,Basilicata,91
2024-07-22,Calabria,255
2024-07-22,Campania,733
2024-07-22,Emilia-Romagna,598
2024-07-22,Friuli-Venezia Giulia,167
2024-07-22,Lazio,964
2024-07-22,Liguria,249
2024-07-22,Lombardia,1276
2024-07-22,Marche,295
2024-07-22,Molise,36
2024-07-22,Piemonte,524
2024-07-22,Puglia,548
2024-07-22,Sardegna,242
2024-07-22,Sicilia,763
2024-07-22,Toscana,488
2024-07-22,Trentino-Alto Adige,143
2024-07-22,Umbria,101
2024-07-22,Valle d'Aosta,9
2024-07-22,Veneto,715
2024-07-29,Abruzzo,176
2024-07-29,Basilicata,70
2024-07-29,Calabria,278
2024-07-29,Campania,796
2024-07-29,Emilia-Romagna,520
2024-07-29,Friuli-Venezia Giulia,168
2024-07-29,Lazio,1085
2024-07-29,Liguria,226
2024-07-29,Lombardia,1059
2024-07-29,Marche,236
2024-07-29,Molise,46
2024-07-29,Piemonte,440
2024-07-29,Puglia,518
2024-07-29,Sardegna,324
2024-07-29,Sicilia,621
2024-07-29,Toscana,469
2024-07-29,Trentino-Alto Adige,143
2024-07-29,Umbria,145
2024-07-29,Valle d'Aosta,8
2024-07-29,Veneto,668
2024-08-05,Abruzzo,130
2024-08-05,Basilicata,64
2024-08-05,Calabria,225
2024-08-05,Campania,601
2024-08-05,Emilia-Romagna,484
2024-08-05,Friuli-Venezia Giulia,126
2024-08-05,Lazio,1029
2024-08-05,Liguria,232
2024-08-05,Lombardia,1196
2024-08-05,Marche,174
2024-08-05,Molise,39
2024-08-05,Piemonte,458
2024-08-05,Puglia,540
2024-08-05,Sardegna,284
2024-08-05,Sicilia,506
2024-08-05,Toscana,539
2024-08-05,Trentino-Alto Adige,146
2024-08-05,Umbria,132
2024-08-05,Valle d'Aosta,4
2024-08-05,Veneto,539
2024-08-12,Abruzzo,164
2024-08-12,Basilicata,75
2024-08-12,Calabria,236
2024-08-12,Campania,730
2024-08-12,Emilia-Romagna,435
2024-08-12,Friuli-Venezia Giulia,122
2024-08-12,Lazio,996
2024-08-12,Liguria,192
2024-08-12,Lombardia,1107
2024-08-12,Marche,203
2024-08-12,Molise,37
2024-08-12,Piemonte,499
2024-08-12,Puglia,498
2024-08-12,Sardegna,172
2024-08-12,Sicilia,593
2024-08-12,Toscana,358
2024-08-12,Trentino-Alto Adige,148
2024-08-12,Umbria,81
2024-08-12,Valle d'Aosta,11
2024-08-12,Veneto,574
2024-08-19,Abruzzo,146
2024-08-19,Basilicata,53
2024-08-19,Calabria,208
2024-08-19,Campania,621
2024-08-19,Emilia-Romagna,419
2024-08-19,Friuli-Venezia Giulia,136
2024-08-19,Lazio,924
2024-08-19,Liguria,228
2024-08-19,Lombardia,1282
2024-08-19,Marche,232
2024-08-19,Molise,21
2024-08-19,Piemonte,471
2024-08-19,Puglia,473
2024-08-19,Sardegna,204
2024-08-19,Sicilia,537
2024-08-19,Toscana,374
2024-08-19,Trentino-Alto Adige,142
2024-08-19,Umbria,99
2024-08-19,Valle d'Aosta,8
2024-08-19,Veneto,532
2024-08-26,Abruzzo,188
2024-08-26,Basilicata,86
2024-08-26,Calabria,304
2024-08-26,Campania,700
2024-08-26,Emilia-Romagna,523
2024-08-26,Friuli-Venezia Giulia,143
2024-08-26,Lazio,1081
2024-08-26,Liguria,192
2024-08-26,Lombardia,1416
2024-08-26,Marche,252
2024-08-26,Molise,41
2024-08-26,Piemonte,519
2024-08-26,Puglia,478
2024-08-26,Sardegna,273
2024-08-26,Sicilia,555
2024-08-26,Toscana,479
2024-08-26,Trentino-Alto Adige,166
2024-08-26,Umbria,115
2024-08-26,Valle d'Aosta,22
2024-08-26,Veneto,707
2024-09-02,Abruzzo,195
2024-09-02,Basilicata,92
2024-09-02,Calabria,236
2024-09-02,Campania,705
2024-09-02,Emilia-Romagna,554
2024-09-02,Friuli-Venezia Giulia,187
2024-09-02,Lazio,1171
2024-09-02,Liguria,219
2024-09-02,Lombardia,1304
2024-09-02,Marche,306
2024-09-02,Molise,40
2024-09-02,Piemonte,552
2024-09-02,Puglia,478
2024-09-02,Sardegna,260
2024-09-02,Sicilia,602
2024-09-02,Toscana,494
2024-09-02,Trentino-Alto Adige,160
2024-09-02,Umbria,99
2024-09-02,Valle d'Aosta,14
2024-09-02,Veneto,734
2024-09-09,Abruzzo,165
2024-09-09,Basilicata,99
2024-09-09,Calabria,212
2024-09-09,Campania,754
2024-09-09,Emilia-Romagna,605
2024-09-09,Friuli-Venezia Giulia,157
2024-09-09,Lazio,1047
2024-09-09,Liguria,266
2024-09-09,Lombardia,1373
2024-09-09,Marche,324
2024-09-09,Molise,36
2024-09-09,Piemonte,528
2024-09-09,Puglia,514
2024-09-09,Sardegna,258
2024-09-09,Sicilia,595
2024-09-09,Toscana,511
2024-09-09,Trentino-Alto Adige,149
2024-09-09,Umbria,97
2024-09-09,Valle d'Aosta,19
2024-09-09,Veneto,729
2024-09-16,Abruzzo,188
2024-09-16,Basilicata,95
2024-09-16,Calabria,214
2024-09-16,Campania,675
2024-09-16,Emilia-Romagna,533
2024-09-16,Friuli-Venezia Giulia,175
2024-09-16,Lazio,1020
2024-09-16,Liguria,195
2024-09-16,Lombardia,1557
2024-09-16,Marche,315
2024-09-16,Molise,32
2024-09-16,Piemonte,596
2024-09-16,Puglia,461
2024-09-16,Sardegna,238
2024-09-16,Sicilia,606
2024-09-16,Toscana,441
2024-09-16,Trentino-Alto Adige,139
2024-09-16,Umbria,111
2024-09-16,Valle d'Aosta,11
2024-09-16,Veneto,608
2024-09-23,Abruzzo,140
2024-09-23,Basilicata,82
2024-09-23,Calabria,222
2024-09-23,Campania,736
2024-09-23,Emilia-Romagna,572
2024-09-23,Friuli-Venezia Giulia,160
2024-09-23,Lazio,1173
2024-09-23,Liguria,219
2024-09-23,Lombardia,1351
2024-09-23,Marche,296
2024-09-23,Molise,37
2024-09-23,Piemonte,692
2024-09-23,Puglia,434
2024-09-23,Sardegna,230
2024-09-23,Sicilia,552
2024-09-23,Toscana,417
2024-09-23,Trentino-Alto Adige,155
2024-09-23,Umbria,134
2024-09-23,Valle d'Aosta,14
2024-09-23,Veneto,684
2024-09-30,Abruzzo,177
2024-09-30,Basilicata,98
2024-09-30,Calabria,259
2024-09-30,Campania,790
2024-09-30,Emilia-Romagna,624
2024-09-30,Friuli-Venezia Giulia,134
2024-09-30,Lazio,1135
2024-09-30,Liguria,234
2024-09-30,Lombardia,1472
2024-09-30,Marche,339
2024-09-30,Molise,53
2024-09-30,Piemonte,718
2024-09-30,Puglia,507
2024-09-30,Sardegna,247
2024-09-30,Sicilia,514
2024-09-30,Toscana,441
2024-09-30,Trentino-Alto Adige,164
2024-09-30,Umbria,134
2024-09-30,Valle d'Aosta,16
2024-09-30,Veneto,611
2024-10-07,Abruzzo,195
2024-10-07,Basilicata,78
2024-10-07,Calabria,253
2024-10-07,Campania,774
2024-10-07,Emilia-Romagna,607
2024-10-07,Friuli-Venezia Giulia,131
2024-10-07,Lazio,1046
2024-10-07,Liguria,256
2024-10-07,Lombardia,1458
2024-10-07,Marche,235
2024-10-07,Molise,33
2024-10-07,Piemonte,632
2024-10-07,Puglia,450
2024-10-07,Sardegna,270
2024-10-07,Sicilia,551
2024-10-07,Toscana,437
2024-10-07,Trentino-Alto Adige,184
2024-10-07,Umbria,131
2024-10-07,Valle d'Aosta,17
2024-10-07,Veneto,774
2024-10-14,Abruzzo,229
2024-10-14,Basilicata,88
2024-10-14,Calabria,207
2024-10-14,Campania,712
2024-10-14,Emilia-Romagna,581
2024-10-14,Friuli-Venezia Giulia,205
2024-10-14,Lazio,1165
2024-10-14,Liguria,297
2024-10-14,Lombardia,1662
2024-10-14,Marche,274
2024-10-14,Molise,59
2024-10-14,Piemonte,646
2024-10-14,Puglia,500
2024-10-14,Sardegna,224
2024-10-14,Sicilia,625
2024-10-14,Toscana,472
2024-10-14,Trentino-Alto Adige,148
2024-10-14,Umbria,115
2024-10-14,Valle d'Aosta,6
2024-10-14,Veneto,557
2024-10-21,Abruzzo,190
2024-10-21,Basilicata,109
2024-10-21,Calabria,212
2024-10-21,Campania,789
2024-10-21,Emilia-Romagna,545
2024-10-21,Friuli-Venezia Giulia,164
2024-10-21,Lazio,1301
2024-10-21,Liguria,242
2024-10-21,Lombardia,1692
2024-10-21,Marche,283
2024-10-21,Molise,50
2024-10-21,Piemonte,590
2024-10-21,Puglia,545
2024-10-21,Sardegna,214
2024-10-21,Sicilia,550
2024-10-21,Toscana,428
2024-10-21,Trentino-Alto Adige,165
2024-10-21,Umbria,127
2024-10-21,Valle d'Aosta,7
2024-10-21,Veneto,705
2024-10-28,Abruzzo,184
2024-10-28,Basilicata,95
2024-10-28,Calabria,276
2024-10-28,Campania,799
2024-10-28,Emilia-Romagna,678
2024-10-28,Friuli-Venezia Giulia,184
2024-10-28,Lazio,1158
2024-10-28,Liguria,258
2024-10-28,Lombardia,1538
2024-10-28,Marche,229
2024-10-28,Molise,47
2024-10-28,Piemonte,646
2024-10-28,Puglia,478
2024-10-28,Sardegna,207
2024-10-28,Sicilia,623
2024-10-28,Toscana,436
2024-10-28,Trentino-Alto Adige,181
2024-10-28,Umbria,139
2024-10-28,Valle d'Aosta,15
2024-10-28,Veneto,813
2024-11-04,Abruzzo,213
2024-11-04,Basilicata,84
2024-11-04,Calabria,250
2024-11-04,Campania,783
2024-11-04,Emilia-Romagna,633
2024-11-04,Friuli-Venezia Giulia,163
2024-11-04,Lazio,1261
2024-11-04,Liguria,259
2024-11-04,Lombardia,1666
2024-11-04,Marche,295
2024-11-04,Molise,52
2024-11-04,Piemonte,686
2024-11-04,Puglia,496
2024-11-04,Sardegna,190
2024-11-04,Sicilia,639
2024-11-04,Toscana,506
