settimana,regione,candidature
2024-04-15,Campania,703
2024-04-15,Emilia-Romagna,525
2024-04-15,Friuli-Venezia Giulia,198
2024-04-15,Lazio,1131
2024-04-15,Liguria,246
2024-04-15,Lombardia,1150
2024-04-15,Marche,216
2024-04-15,Molise,43
2024-04-15,Piemonte,597
2024-04-15,Puglia,497
2024-04-15,Sardegna,218
2024-04-15,Sicilia,512
2024-04-15,Toscana,410
2024-04-15,Trentino-Alto Adige,158
2024-04-15,Umbria,114
2024-04-15,Valle d'Aosta,12
2024-04-15,Veneto,657
2024-04-22,Abruzzo,162
2024-04-22,Basilicata,82
2024-04-22,Calabria,213
2024-04-22,Campania,802
2024-04-22,Emilia-Romagna,530
2024-04-22,Friuli-Venezia Giulia,180
2024-04-22,Lazio,1135
2024-04-22,Liguria,234
2024-04-22,Lombardia,1449
2024-04-22,Marche,255
2024-04-22,Molise,30
2024-04-22,Piemonte,500
2024-04-22,Puglia,454
2024-04-22,Sardegna,221
2024-04-22,Sicilia,542
2024-04-22,Toscana,476
2024-04-22,Trentino-Alto Adige,141
2024-04-22,Umbria,137
2024-04-22,Valle d'Aosta,10
2024-04-22,Veneto,527
2024-04-29,Abruzzo,176
2024-04-29,Basilicata,84
2024-04-29,Calabria,296
2024-04-29,Campania,596
2024-04-29,Emilia-Romagna,567
2024-04-29,Friuli-Venezia Giulia,176
2024-04-29,Lazio,998
2024-04-29,Liguria,286
2024-04-29,Lombardia,1203
2024-04-29,Marche,254
2024-04-29,Molise,36
2024-04-29,Piemonte,546
2024-04-29,Puglia,437
2024-04-29,Sardegna,219
2024-04-29,Sicilia,577
2024-04-29,Toscana,423
2024-04-29,Trentino-Alto Adige,147
2024-04-29,Umbria,134
2024-04-29,Valle d'Aosta,10
2024-04-29,Veneto,536
2024-05-06,Abruzzo,212
2024-05-06,Basilicata,87
2024-05-06,Calabria,228
2024-05-06,Campania,739
2024-05-06,Emilia-Romagna,644
2024-05-06,Friuli-Venezia Giulia,194
2024-05-06,Lazio,891
2024-05-06,Liguria,262
2024-05-06,Lombardia,1275
2024-05-06,Marche,232
2024-05-06,Molise,49
2024-05-06,Piemonte,583
2024-05-06,Puglia,507
2024-05-06,Sardegna,282
2024-05-06,Sicilia,590
2024-05-06,Toscana,458
2024-05-06,Trentino-Alto Adige,160
2024-05-06,Umbria,109
2024-05-06,Valle d'Aosta,24
2024-05-06,Veneto,667
2024-05-13,Abruzzo,174
2024-05-13,Basilicata,77
2024-05-13,Calabria,209
2024-05-13,Campania,664
2024-05-13,Emilia-Romagna,563
2024-05-13,Friuli-Venezia Giulia,147
2024-05-13,Lazio,1000
2024-05-13,Liguria,258
2024-05-13,Lombardia,1338
2024-05-13,Marche,277
2024-05-13,Molise,21
2024-05-13,Piemonte,484
2024-05-13,Puglia,513
2024-05-13,Sardegna,269
2024-05-13,Sicilia,598
2024-05-13,Toscana,533
2024-05-13,Trentino-Alto Adige,188
2024-05-13,Umbria,131
2024-05-13,Valle d'Aosta,7
2024-05-13,Veneto,730
2024-05-20,Abruzzo,177
2024-05-20,Basilicata,75
2024-05-20,Calabria,291
2024-05-20,Campania,810
2024-05-20,Emilia-Romagna,565
2024-05-20,Friuli-Venezia Giulia,149
2024-05-20,Lazio,1162
2024-05-20,Liguria,209
2024-05-20,Lombardia,1319
2024-05-20,Marche,254
2024-05-20,Molise,39
2024-05-20,Piemonte,506
2024-05-20,Puglia,646
2024-05-20,Sardegna,257
2024-05-20,Sicilia,738
2024-05-20,Toscana,463
2024-05-20,Trentino-Alto Adige,164
2024-05-20,Umbria,109
2024-05-20,Valle d'Aosta,13
2024-05-20,Veneto,749
2024-05-27,Abruzzo,246
2024-05-27,Basilicata,93
2024-05-27,Calabria,370
2024-05-27,Campania,838
2024-05-27,Emilia-Romagna,577
2024-05-27,Friuli-Venezia Giulia,155
2024-05-27,Lazio,1077
2024-05-27,Liguria,209
2024-05-27,Lombardia,1286
2024-05-27,Marche,294
2024-05-27,Molise,29
2024-05-27,Piemonte,610
2024-05-27,Puglia,651
2024-05-27,Sardegna,249
2024-05-27,Sicilia,672
2024-05-27,Toscana,540
2024-05-27,Trentino-Alto Adige,147
2024-05-27,Umbria,103
2024-05-27,Valle d'Aosta,12
2024-05-27,Veneto,664
2024-06-03,Abruzzo,208
2024-06-03,Basilicata,88
2024-06-03,Calabria,282
2024-06-03,Campania,728
2024-06-03,Emilia-Romagna,617
2024-06-03,Friuli-Venezia Giulia,177
2024-06-03,Lazio,1174
2024-06-03,Liguria,237
2024-06-03,Lombardia,1503
2024-06-03,Marche,289
2024-06-03,Molise,37
2024-06-03,Piemonte,570
2024-06-03,Puglia,633
2024-06-03,Sardegna,309
2024-06-03,Sicilia,746
2024-06-03,Toscana,461
2024-06-03,Trentino-Alto Adige,201
2024-06-03,Umbria,149
2024-06-03,Valle d'Aosta,8
2024-06-03,Veneto,679
2024-06-10,Abruzzo,154
2024-06-10,Basilicata,89
2024-06-10,Calabria,354
2024-06-10,Campania,757
2024-06-10,Emilia-Romagna,562
2024-06-10,Friuli-Venezia Giulia,186
2024-06-10,Lazio,1142
2024-06-10,Liguria,284
2024-06-10,Lombardia,1516
2024-06-10,Marche,314
2024-06-10,Molise,29
2024-06-10,Piemonte,563
2024-06-10,Puglia,633
2024-06-10,Sardegna,314
2024-06-10,Sicilia,616
2024-06-10,Toscana,500
2024-06-10,Trentino-Alto Adige,218
2024-06-10,Umbria,116
2024-06-10,Valle d'Aosta,10
2024-06-10,Veneto,757
2024-06-17,Abruzzo,164
2024-06-17,Basilicata,88
2024-06-17,Calabria,322
2024-06-17,Campania,785
2024-06-17,Emilia-Romagna,696
2024-06-17,Friuli-Venezia Giulia,214
2024-06-17,Lazio,1260
2024-06-17,Liguria,296
2024-06-17,Lombardia,1484
2024-06-17,Marche,327
2024-06-17,Molise,60
2024-06-17,Piemonte,618
2024-06-17,Puglia,550
2024-06-17,Sardegna,235
2024-06-17,Sicilia,685
2024-06-17,Toscana,447
2024-06-17,Trentino-Alto Adige,221
2024-06-17,Umbria,116
2024-06-17,Valle d'Aosta,17
2024-06-17,Veneto,711
2024-06-24,Abruzzo,217
2024-06-24,Basilicata,96
2024-06-24,Calabria,247
2024-06-24,Campania,790
2024-06-24,Emilia-Romagna,696
2024-06-24,Friuli-Venezia Giulia,160
2024-06-24,Lazio,1084
2024-06-24,Liguria,278
2024-06-24,Lombardia,1293
2024-06-24,Marche,270
2024-06-24,Molise,53
2024-06-24,Piemonte,617
2024-06-24,Puglia,677
2024-06-24,Sardegna,268
2024-06-24,Sicilia,740
2024-06-24,Toscana,480
2024-06-24,Trentino-Alto Adige,183
2024-06-24,Umbria,109
2024-06-24,Valle d'Aosta,18
2024-06-24,Veneto,821
2024-07-01,Abruzzo,166
2024-07-01,Basilicata,75
2024-07-01,Calabria,317
2024-07-01,Campania,798
2024-07-01,Emilia-Romagna,547
2024-07-01,Friuli-Venezia Giulia,142
2024-07-01,Lazio,1199
2024-07-01,Liguria,243
2024-07-01,Lombardia,1279
2024-07-01,Marche,284
2024-07-01,Molise,40
2024-07-01,Piemonte,578
2024-07-01,Puglia,668
2024-07-01,Sardegna,292
2024-07-01,Sicilia,681
2024-07-01,Toscana,554
2024-07-01,Trentino-Alto Adige,166
2024-07-01,Umbria,109
2024-07-01,Valle d'Aosta,12
2024-07-01,Veneto,697
2024-07-08,Abruzzo,181
2024-07-08,Basilicata,102
2024-07-08,Calabria,244
2024-07-08,Campania,780
2024-07-08,Emilia-Romagna,656
2024-07-08,Friuli-Venezia Giulia,207
2024-07-08,Lazio,1269
2024-07-08,Liguria,293
2024-07-08,Lombardia,1552
2024-07-08,Marche,281
2024-07-08,Molise,45
2024-07-08,Piemonte,575
2024-07-08,Puglia,652
2024-07-08,Sardegna,303
2024-07-08,Sicilia,683
2024-07-08,Toscana,507
2024-07-08,Trentino-Alto Adige,168
2024-07-08,Umbria,98
2024-07-08,Valle d'Aosta,9
2024-07-08,Veneto,639
2024-07-15,Abruzzo,149
2024-07-15,Basilicata,78
2024-07-15,Calabria,288
2024-07-15,Campania,789
2024-07-15,Emilia-Romagna,689
2024-07-15,Friuli-Venezia Giulia,148
2024-07-15,Lazio,947
2024-07-15,Liguria,255
2024-07-15,Lombardia,1222
2024-07-15,Marche,321
2024-07-15,Molise,51
2024-07-15,Piemonte,496
2024-07-15,Puglia,639
2024-07-15,Sardegna,259
2024-07-15,Sicilia,786
2024-07-15,Toscana,509
2024-07-15,Trentino-Alto Adige,174
2024-07-15,Umbria,103
2024-07-15,Valle d'Aosta,13
2024-07-15,Veneto,681
2024-07-22,Abruzzo,159
2024-07-22,Basilicata,85
2024-07-22,Calabria,280
2024-07-22,Campania,750
2024-07-22,Emilia-Romagna,589
2024-07-22,Friuli-Venezia Giulia,159
2024-07-22,Lazio,970
2024-07-22,Liguria,280
2024-07-22,Lombardia,1341
2024-07-22,Marche,268
2024-07-22,Molise,31
2024-07-22,Piemonte,506
2024-07-22,Puglia,550
2024-07-22,Sardegna,256
2024-07-22,Sicilia,784
2024-07-22,Toscana,507
2024-07-22,Trentino-Alto Adige,135
2024-07-22,Umbria,103
2024-07-22,Valle d'Aosta,12
2024-07-22,Veneto,663
2024-07-29,Abruzzo,159
2024-07-29,Basilicata,94
2024-07-29,Calabria,293
2024-07-29,Campania,808
2024-07-29,Emilia-Romagna,579
2024-07-29,Friuli-Venezia Giulia,156
2024-07-29,Lazio,1042
2024-07-29,Liguria,256
2024-07-29,Lombardia,1071
2024-07-29,Marche,206
2024-07-29,Molise,48
2024-07-29,Piemonte,440
2024-07-29,Puglia,484
2024-07-29,Sardegna,317
2024-07-29,Sicilia,620
2024-07-29,Toscana,488
2024-07-29,Trentino-Alto Adige,166
2024-07-29,Umbria,121
2024-07-29,Valle d'Aosta,7
2024-07-29,Veneto,628
2024-08-05,Abruzzo,126
2024-08-05,Basilicata,60
2024-08-05,Calabria,225
2024-08-05,Campania,628
2024-08-05,Emilia-Romagna,461
2024-08-05,Friuli-Venezia Giulia,150
2024-08-05,Lazio,1006
2024-08-05,Liguria,252
2024-08-05,Lombardia,1162
2024-08-05,Marche,180
2024-08-05,Molise,43
2024-08-05,Piemonte,413
2024-08-05,Puglia,550
2024-08-05,Sardegna,270
2024-08-05,Sicilia,546
2024-08-05,Toscana,486
2024-08-05,Trentino-Alto Adige,159
2024-08-05,Umbria,128
2024-08-05,Valle d'Aosta,11
2024-08-05,Veneto,550
2024-08-12,Abruzzo,140
2024-08-12,Basilicata,74
2024-08-12,Calabria,201
2024-08-12,Campania,731
2024-08-12,Emilia-Romagna,459
2024-08-12,Friuli-Venezia Giulia,113
2024-08-12,Lazio,1045
2024-08-12,Liguria,201
2024-08-12,Lombardia,1022
2024-08-12,Marche,202
2024-08-12,Molise,28
2024-08-12,Piemonte,471
2024-08-12,Puglia,516
2024-08-12,Sardegna,215
2024-08-12,Sicilia,559
2024-08-12,Toscana,366
2024-08-12,Trentino-Alto Adige,144
2024-08-12,Umbria,95
2024-08-12,Valle d'Aosta,14
2024-08-12,Veneto,554
2024-08-19,Abruzzo,136
2024-08-19,Basilicata,54
2024-08-19,Calabria,188
2024-08-19,Campania,555
2024-08-19,Emilia-Romagna,448
2024-08-19,Friuli-Venezia Giulia,156
2024-08-19,Lazio,925
2024-08-19,Liguria,250
2024-08-19,Lombardia,1310
2024-08-19,Marche,209
2024-08-19,Molise,27
2024-08-19,Piemonte,461
2024-08-19,Puglia,456
2024-08-19,Sardegna,216
2024-08-19,Sicilia,530
2024-08-19,Toscana,339
2024-08-19,Trentino-Alto Adige,154
2024-08-19,Umbria,122
2024-08-19,Valle d'Aosta,8
2024-08-19,Veneto,554
2024-08-26,Abruzzo,217
2024-08-26,Basilicata,87
2024-08-26,Calabria,276
2024-08-26,Campania,628
2024-08-26,Emilia-Romagna,493
2024-08-26,Friuli-Venezia Giulia,127
2024-08-26,Lazio,1060
2024-08-26,Liguria,207
2024-08-26,Lombardia,1450
2024-08-26,Marche,263
2024-08-26,Molise,25
2024-08-26,Piemonte,561
2024-08-26,Puglia,433
2024-08-26,Sardegna,259
2024-08-26,Sicilia,541
2024-08-26,Toscana,481
2024-08-26,Trentino-Alto Adige,170
2024-08-26,Umbria,105
2024-08-26,Valle d'Aosta,15
2024-08-26,Veneto,675
2024-09-02,Abruzzo,163
2024-09-02,Basilicata,87
2024-09-02,Calabria,223
2024-09-02,Campania,714
2024-09-02,Emilia-Romagna,603
2024-09-02,Friuli-Venezia Giulia,149
2024-09-02,Lazio,1164
2024-09-02,Liguria,226
2024-09-02,Lombardia,1346
2024-09-02,Marche,288
2024-09-02,Molise,43
2024-09-02,Piemonte,583
2024-09-02,Puglia,454
2024-09-02,Sardegna,245
2024-09-02,Sicilia,629
2024-09-02,Toscana,536
2024-09-02,Trentino-Alto Adige,149
2024-09-02,Umbria,104
2024-09-02,Valle d'Aosta,15
2024-09-02,Veneto,726
2024-09-09,Abruzzo,166
2024-09-09,Basilicata,94
2024-09-09,Calabria,244
2024-09-09,Campania,797
2024-09-09,Emilia-Romagna,566
2024-09-09,Friuli-Venezia Giulia,155
2024-09-09,Lazio,1014
2024-09-09,Liguria,266
2024-09-09,Lombardia,1419
2024-09-09,Marche,304
2024-09-09,Molise,33
2024-09-09,Piemonte,527
2024-09-09,Puglia,551
2024-09-09,Sardegna,243
2024-09-09,Sicilia,625
2024-09-09,Toscana,489
2024-09-09,Trentino-Alto Adige,143
2024-09-09,Umbria,111
2024-09-09,Valle d'Aosta,15
2024-09-09,Veneto,695
2024-09-16,Abruzzo,170
2024-09-16,Basilicata,91
2024-09-16,Calabria,264
2024-09-16,Campania,716
2024-09-16,Emilia-Romagna,518
2024-09-16,Friuli-Venezia Giulia,175
2024-09-16,Lazio,1035
2024-09-16,Liguria,212
2024-09-16,Lombardia,1577
2024-09-16,Marche,295
2024-09-16,Molise,24
2024-09-16,Piemonte,554
2024-09-16,Puglia,422
2024-09-16,Sardegna,206
2024-09-16,Sicilia,634
2024-09-16,Toscana,436
2024-09-16,Trentino-Alto Adige,153
2024-09-16,Umbria,116
2024-09-16,Valle d'Aosta,16
2024-09-16,Veneto,599
2024-09-23,Abruzzo,143
2024-09-23,Basilicata,94
2024-09-23,Calabria,206
2024-09-23,Campania,752
2024-09-23,Emilia-Romagna,568
2024-09-23,Friuli-Venezia Giulia,162
2024-09-23,Lazio,1191
2024-09-23,Liguria,209
2024-09-23,Lombardia,1405
2024-09-23,Marche,298
2024-09-23,Molise,50
2024-09-23,Piemonte,690
2024-09-23,Puglia,469
2024-09-23,Sardegna,237
2024-09-23,Sicilia,473
2024-09-23,Toscana,399
2024-09-23,Trentino-Alto Adige,165
2024-09-23,Umbria,126
2024-09-23,Valle d'Aosta,15
2024-09-23,Veneto,668
2024-09-30,Abruzzo,187
2024-09-30,Basilicata,121
2024-09-30,Calabria,264
2024-09-30,Campania,753
2024-09-30,Emilia-Romagna,645
2024-09-30,Friuli-Venezia Giulia,142
2024-09-30,Lazio,1157
2024-09-30,Liguria,286
2024-09-30,Lombardia,1446
2024-09-30,Marche,379
2024-09-30,Molise,47
2024-09-30,Piemonte,734
2024-09-30,Puglia,538
2024-09-30,Sardegna,283
2024-09-30,Sicilia,561
2024-09-30,Toscana,452
2024-09-30,Trentino-Alto Adige,174
2024-09-30,Umbria,129
2024-09-30,Valle d'Aosta,15
2024-09-30,Veneto,626
2024-10-07,Abruzzo,182
2024-10-07,Basilicata,78
2024-10-07,Calabria,220
2024-10-07,Campania,775
2024-10-07,Emilia-Romagna,592
2024-10-07,Friuli-Venezia Giulia,149
2024-10-07,Lazio,1060
2024-10-07,Liguria,283
2024-10-07,Lombardia,1445
2024-10-07,Marche,252
2024-10-07,Molise,47
2024-10-07,Piemonte,633
2024-10-07,Puglia,528
2024-10-07,Sardegna,253
2024-10-07,Sicilia,513
2024-10-07,Toscana,507
2024-10-07,Trentino-Alto Adige,154
2024-10-07,Umbria,128
2024-10-07,Valle d'Aosta,12
2024-10-07,Veneto,779
2024-10-14,Abruzzo,245
2024-10-14,Basilicata,94
2024-10-14,Calabria,231
2024-10-14,Campania,710
2024-10-14,Emilia-Romagna,517
2024-10-14,Friuli-Venezia Giulia,176
2024-10-14,Lazio,1202
2024-10-14,Liguria,305
2024-10-14,Lombardia,1762
2024-10-14,Marche,290
2024-10-14,Molise,49
2024-10-14,Piemonte,636
2024-10-14,Puglia,503
2024-10-14,Sardegna,232
2024-10-14,Sicilia,612
2024-10-14,Toscana,476
2024-10-14,Trentino-Alto Adige,132
2024-10-14,Umbria,103
2024-10-14,Valle d'Aosta,8
2024-10-14,Veneto,624
2024-10-21,Abruzzo,202
2024-10-21,Basilicata,107
2024-10-21,Calabria,217
2024-10-21,Campania,873
2024-10-21,Emilia-Romagna,543
2024-10-21,Friuli-Venezia Giulia,184
2024-10-21,Lazio,1279
2024-10-21,Liguria,230
2024-10-21,Lombardia,1790
2024-10-21,Marche,270
2024-10-21,Molise,48
2024-10-21,Piemonte,643
2024-10-21,Puglia,539
2024-10-21,Sardegna,232
2024-10-21,Sicilia,539
2024-10-21,Toscana,418
2024-10-21,Trentino-Alto Adige,180
2024-10-21,Umbria,110
2024-10-21,Valle d'Aosta,17
2024-10-21,Veneto,732
2024-10-28,Abruzzo,184
2024-10-28,Basilicata,86
2024-10-28,Calabria,243
2024-10-28,Campania,878
2024-10-28,Emilia-Romagna,730
2024-10-28,Friuli-Venezia Giulia,170
2024-10-28,Lazio,1175
2024-10-28,Liguria,240
2024-10-28,Lombardia,1664
2024-10-28,Marche,255
2024-10-28,Molise,44
2024-10-28,Piemonte,621
2024-10-28,Puglia,498
2024-10-28,Sardegna,207
2024-10-28,Sicilia,646
2024-10-28,Toscana,486
2024-10-28,Trentino-Alto Adige,176
2024-10-28,Umbria,126
2024-10-28,Valle d'Aosta,13
2024-10-28,Veneto,828
2024-11-04,Abruzzo,227
2024-11-04,Basilicata,113
2024-11-04,Calabria,244
2024-11-04,Campania,885
2024-11-04,Emilia-Romagna,607
2024-11-04,Friuli-Venezia Giulia,170
2024-11-04,Lazio,1363
2024-11-04,Liguria,284
2024-11-04,Lombardia,1644
2024-11-04,Marche,311
2024-11-04,Molise,51
2024-11-04,Piemonte,746
2024-11-04,Puglia,501
2024-11-04,Sardegna,176
2024-11-04,Sicilia,615
2024-11-04,Toscana,507
2024-11-04,Trentino-Alto Adige,181
