settimana,regione,canale,candidature_incrementali_vere
2024-01-29,Friuli-Venezia Giulia,Google Ads,6.369
2024-01-29,Lazio,Google Ads,29.167
2024-01-29,Liguria,Google Ads,8.117
2024-01-29,Lombardia,Google Ads,31.258
2024-01-29,Marche,Google Ads,4.17
2024-01-29,Molise,Google Ads,1.494
2024-01-29,Piemonte,Google Ads,18.244
2024-01-29,Puglia,Google Ads,10.464
2024-01-29,Sardegna,Google Ads,4.863
2024-01-29,Sicilia,Google Ads,21.945
2024-01-29,Toscana,Google Ads,14.665
2024-01-29,Trentino-Alto Adige,Google Ads,3.394
2024-01-29,Umbria,Google Ads,3.567
2024-01-29,Valle d'Aosta,Google Ads,0.475
2024-01-29,Veneto,Google Ads,16.157
2024-02-05,Abruzzo,Google Ads,2.398
2024-02-05,Basilicata,Google Ads,1.79
2024-02-05,Calabria,Google Ads,5.742
2024-02-05,Campania,Google Ads,20.817
2024-02-05,Emilia-Romagna,Google Ads,19.166
2024-02-05,Friuli-Venezia Giulia,Google Ads,3.882
2024-02-05,Lazio,Google Ads,26.825
2024-02-05,Liguria,Google Ads,9.115
2024-02-05,Lombardia,Google Ads,28.31
2024-02-05,Marche,Google Ads,5.408
2024-02-05,Molise,Google Ads,1.719
2024-02-05,Piemonte,Google Ads,16.627
2024-02-05,Puglia,Google Ads,10.715
2024-02-05,Sardegna,Google Ads,5.952
2024-02-05,Sicilia,Google Ads,21.79
2024-02-05,Toscana,Google Ads,13.228
2024-02-05,Trentino-Alto Adige,Google Ads,3.404
2024-02-05,Umbria,Google Ads,3.68
2024-02-05,Valle d'Aosta,Google Ads,0.523
2024-02-05,Veneto,Google Ads,18.942
2024-02-12,Abruzzo,Google Ads,3.552
2024-02-12,Basilicata,Google Ads,3.285
2024-02-12,Calabria,Google Ads,8.717
2024-02-12,Campania,Google Ads,30.205
2024-02-12,Emilia-Romagna,Google Ads,31.053
2024-02-12,Friuli-Venezia Giulia,Google Ads,7.702
2024-02-12,Lazio,Google Ads,60.795
2024-02-12,Liguria,Google Ads,14.535
2024-02-12,Lombardia,Google Ads,71.752
2024-02-12,Marche,Google Ads,11.708
2024-02-12,Molise,Google Ads,2.133
2024-02-12,Piemonte,Google Ads,23.634
2024-02-12,Puglia,Google Ads,18.942
2024-02-12,Sardegna,Google Ads,9.717
2024-02-12,Sicilia,Google Ads,40.214
2024-02-12,Toscana,Google Ads,27.372
2024-02-12,Trentino-Alto Adige,Google Ads,5.461
2024-02-12,Umbria,Google Ads,6.112
2024-02-12,Valle d'Aosta,Google Ads,0.521
2024-02-12,Veneto,Google Ads,24.07
2024-02-19,Abruzzo,Google Ads,4.253
2024-02-19,Basilicata,Google Ads,2.807
2024-02-19,Calabria,Google Ads,8.93
2024-02-19,Campania,Google Ads,38.293
2024-02-19,Emilia-Romagna,Google Ads,32.881
2024-02-19,Friuli-Venezia Giulia,Google Ads,7.84
2024-02-19,Lazio,Google Ads,58.643
2024-02-19,Liguria,Google Ads,17.79
2024-02-19,Lombardia,Google Ads,60.436
2024-02-19,Marche,Google Ads,10.908
2024-02-19,Molise,Google Ads,1.876
2024-02-19,Piemonte,Google Ads,29.255
2024-02-19,Puglia,Google Ads,25.334
2024-02-19,Sardegna,Google Ads,10.575
2024-02-19,Sicilia,Google Ads,38.801
2024-02-19,Toscana,Google Ads,26.035
2024-02-19,Trentino-Alto Adige,Google Ads,5.923
2024-02-19,Umbria,Google Ads,6.1
2024-02-19,Valle d'Aosta,Google Ads,0.844
2024-02-19,Veneto,Google Ads,19.684
2024-02-26,Abruzzo,Google Ads,2.182
2024-02-26,Basilicata,Google Ads,1.371
2024-02-26,Calabria,Google Ads,4.327
2024-02-26,Campania,Google Ads,22.471
2024-02-26,Emilia-Romagna,Google Ads,16.576
2024-02-26,Friuli-Venezia Giulia,Google Ads,3.994
2024-02-26,Lazio,Google Ads,24.008
2024-02-26,Liguria,Google Ads,9.962
2024-02-26,Lombardia,Google Ads,28.416
2024-02-26,Marche,Google Ads,5.015
2024-02-26,Molise,Google Ads,0.97
2024-02-26,Piemonte,Google Ads,13.894
2024-02-26,Puglia,Google Ads,11.108
2024-02-26,Sardegna,Google Ads,6.376
2024-02-26,Sicilia,Google Ads,18.411
2024-02-26,Toscana,Google Ads,12.738
2024-02-26,Trentino-Alto Adige,Google Ads,2.402
2024-02-26,Umbria,Google Ads,3.129
2024-02-26,Valle d'Aosta,Google Ads,0.458
2024-02-26,Veneto,Google Ads,8.994
2024-03-04,Abruzzo,Google Ads,4.533
2024-03-04,Basilicata,Google Ads,2.282
2024-03-04,Calabria,Google Ads,7.782
2024-03-04,Campania,Google Ads,34.413
2024-03-04,Emilia-Romagna,Google Ads,20.283
2024-03-04,Friuli-Venezia Giulia,Google Ads,7.245
2024-03-04,Lazio,Google Ads,42.977
2024-03-04,Liguria,Google Ads,13.058
2024-03-04,Lombardia,Google Ads,49.189
2024-03-04,Marche,Google Ads,9.42
2024-03-04,Molise,Google Ads,2.269
2024-03-04,Piemonte,Google Ads,29.793
2024-03-04,Puglia,Google Ads,21.117
2024-03-04,Sardegna,Google Ads,9.877
2024-03-04,Sicilia,Google Ads,30.449
2024-03-04,Toscana,Google Ads,22.983
2024-03-04,Trentino-Alto Adige,Google Ads,4.915
2024-03-04,Umbria,Google Ads,5.359
2024-03-04,Valle d'Aosta,Google Ads,0.761
2024-03-04,Veneto,Google Ads,15.222
2024-03-11,Abruzzo,Google Ads,5.804
2024-03-11,Basilicata,Google Ads,3.404
2024-03-11,Calabria,Google Ads,13.99
2024-03-11,Campania,Google Ads,57.081
2024-03-11,Emilia-Romagna,Google Ads,36.334
2024-03-11,Friuli-Venezia Giulia,Google Ads,9.257
2024-03-11,Lazio,Google Ads,54.158
2024-03-11,Liguria,Google Ads,18.2
2024-03-11,Lombardia,Google Ads,76.858
2024-03-11,Marche,Google Ads,11.66
2024-03-11,Molise,Google Ads,3.04
2024-03-11,Piemonte,Google Ads,39.483
2024-03-11,Puglia,Google Ads,23.213
2024-03-11,Sardegna,Google Ads,17.969
2024-03-11,Sicilia,Google Ads,47.905
2024-03-11,Toscana,Google Ads,40.25
2024-03-11,Trentino-Alto Adige,Google Ads,6.76
2024-03-11,Umbria,Google Ads,8.241
2024-03-11,Valle d'Aosta,Google Ads,1.134
2024-03-11,Veneto,Google Ads,26.158
2024-03-18,Abruzzo,Google Ads,8.495
2024-03-18,Basilicata,Google Ads,6.0
2024-03-18,Calabria,Google Ads,24.944
2024-03-18,Campania,Google Ads,73.675
2024-03-18,Emilia-Romagna,Google Ads,58.375
2024-03-18,Friuli-Venezia Giulia,Google Ads,17.087
2024-03-18,Lazio,Google Ads,113.359
2024-03-18,Liguria,Google Ads,32.895
2024-03-18,Lombardia,Google Ads,133.048
2024-03-18,Marche,Google Ads,21.183
2024-03-18,Molise,Google Ads,4.6
2024-03-18,Piemonte,Google Ads,54.325
2024-03-18,Puglia,Google Ads,48.846
2024-03-18,Sardegna,Google Ads,25.758
2024-03-18,Sicilia,Google Ads,82.26
2024-03-18,Toscana,Google Ads,52.58
2024-03-18,Trentino-Alto Adige,Google Ads,11.655
2024-03-18,Umbria,Google Ads,13.581
2024-03-18,Valle d'Aosta,Google Ads,1.953
2024-03-18,Veneto,Google Ads,59.738
2024-03-25,Abruzzo,Google Ads,4.451
2024-03-25,Basilicata,Google Ads,3.279
2024-03-25,Calabria,Google Ads,12.662
2024-03-25,Campania,Google Ads,43.704
2024-03-25,Emilia-Romagna,Google Ads,32.613
2024-03-25,Friuli-Venezia Giulia,Google Ads,9.321
2024-03-25,Lazio,Google Ads,57.479
2024-03-25,Liguria,Google Ads,17.303
2024-03-25,Lombardia,Google Ads,68.304
2024-03-25,Marche,Google Ads,11.342
2024-03-25,Molise,Google Ads,2.415
2024-03-25,Piemonte,Google Ads,32.014
2024-03-25,Puglia,Google Ads,27.004
2024-03-25,Sardegna,Google Ads,12.192
2024-03-25,Sicilia,Google Ads,39.452
2024-03-25,Toscana,Google Ads,32.963
2024-03-25,Trentino-Alto Adige,Google Ads,6.366
2024-03-25,Umbria,Google Ads,7.215
2024-03-25,Valle d'Aosta,Google Ads,0.898
2024-03-25,Veneto,Google Ads,29.71
2024-04-01,Abruzzo,Google Ads,8.309
2024-04-01,Basilicata,Google Ads,4.483
2024-04-01,Calabria,Google Ads,16.852
2024-04-01,Campania,Google Ads,71.348
2024-04-01,Emilia-Romagna,Google Ads,48.118
2024-04-01,Friuli-Venezia Giulia,Google Ads,12.65
2024-04-01,Lazio,Google Ads,84.791
2024-04-01,Liguria,Google Ads,24.234
2024-04-01,Lombardia,Google Ads,88.61
2024-04-01,Marche,Google Ads,16.373
2024-04-01,Molise,Google Ads,4.738
2024-04-01,Piemonte,Google Ads,44.664
2024-04-01,Puglia,Google Ads,38.256
2024-04-01,Sardegna,Google Ads,19.498
2024-04-01,Sicilia,Google Ads,76.485
2024-04-01,Toscana,Google Ads,40.876
2024-04-01,Trentino-Alto Adige,Google Ads,10.979
2024-04-01,Umbria,Google Ads,8.785
2024-04-01,Valle d'Aosta,Google Ads,1.386
2024-04-01,Veneto,Google Ads,35.645
2024-04-08,Abruzzo,Google Ads,4.232
2024-04-08,Basilicata,Google Ads,2.215
2024-04-08,Calabria,Google Ads,9.034
2024-04-08,Campania,Google Ads,52.927
2024-04-08,Emilia-Romagna,Google Ads,25.768
2024-04-08,Friuli-Venezia Giulia,Google Ads,7.284
2024-04-08,Lazio,Google Ads,53.163
2024-04-08,Liguria,Google Ads,14.535
2024-04-08,Lombardia,Google Ads,53.04
2024-04-08,Marche,Google Ads,9.611
2024-04-08,Molise,Google Ads,2.654
2024-04-08,Piemonte,Google Ads,26.481
2024-04-08,Puglia,Google Ads,21.785
2024-04-08,Sardegna,Google Ads,11.012
2024-04-08,Sicilia,Google Ads,42.108
2024-04-08,Toscana,Google Ads,24.461
2024-04-08,Trentino-Alto Adige,Google Ads,5.566
2024-04-08,Umbria,Google Ads,5.336
2024-04-08,Valle d'Aosta,Google Ads,0.725
2024-04-08,Veneto,Google Ads,21.555
2024-04-15,Abruzzo,Google Ads,2.483
2024-04-15,Basilicata,Google Ads,1.382
2024-04-15,Calabria,Google Ads,5.247
2024-04-15,Campania,Google Ads,22.149
2024-04-15,Emilia-Romagna,Google Ads,12.041
2024-04-15,Friuli-Venezia Giulia,Google Ads,4.543
2024-04-15,Lazio,Google Ads,29.301
2024-04-15,Liguria,Google Ads,7.186
2024-04-15,Lombardia,Google Ads,27.308
2024-04-15,Marche,Google Ads,4.396
2024-04-15,Molise,Google Ads,1.462
2024-04-15,Piemonte,Google Ads,14.583
2024-04-15,Puglia,Google Ads,9.584
2024-04-15,Sardegna,Google Ads,5.535
2024-04-15,Sicilia,Google Ads,19.23
2024-04-15,Toscana,Google Ads,12.307
2024-04-15,Trentino-Alto Adige,Google Ads,3.144
2024-04-15,Umbria,Google Ads,2.845
2024-04-15,Valle d'Aosta,Google Ads,0.405
2024-04-15,Veneto,Google Ads,11.453
2024-04-22,Abruzzo,Google Ads,5.385
2024-04-22,Basilicata,Google Ads,2.727
2024-04-22,Calabria,Google Ads,9.457
2024-04-22,Campania,Google Ads,51.415
2024-04-22,Emilia-Romagna,Google Ads,38.951
2024-04-22,Friuli-Venezia Giulia,Google Ads,10.739
2024-04-22,Lazio,Google Ads,50.597
2024-04-22,Liguria,Google Ads,16.083
2024-04-22,Lombardia,Google Ads,56.791
2024-04-22,Marche,Google Ads,10.806
2024-04-22,Molise,Google Ads,2.592
2024-04-22,Piemonte,Google Ads,25.706
2024-04-22,Puglia,Google Ads,20.503
2024-04-22,Sardegna,Google Ads,11.585
2024-04-22,Sicilia,Google Ads,43.554
2024-04-22,Toscana,Google Ads,29.942
2024-04-22,Trentino-Alto Adige,Google Ads,7.12
2024-04-22,Umbria,Google Ads,6.729
2024-04-22,Valle d'Aosta,Google Ads,0.832
2024-04-22,Veneto,Google Ads,31.809
2024-04-29,Abruzzo,Google Ads,2.229
2024-04-29,Basilicata,Google Ads,1.381
2024-04-29,Calabria,Google Ads,4.945
2024-04-29,Campania,Google Ads,20.358
2024-04-29,Emilia-Romagna,Google Ads,16.938
2024-04-29,Friuli-Venezia Giulia,Google Ads,5.372
2024-04-29,Lazio,Google Ads,23.419
2024-04-29,Liguria,Google Ads,8.453
2024-04-29,Lombardia,Google Ads,25.916
2024-04-29,Marche,Google Ads,4.746
2024-04-29,Molise,Google Ads,1.224
2024-04-29,Piemonte,Google Ads,12.546
2024-04-29,Puglia,Google Ads,9.627
2024-04-29,Sardegna,Google Ads,5.545
2024-04-29,Sicilia,Google Ads,23.38
2024-04-29,Toscana,Google Ads,13.631
2024-04-29,Trentino-Alto Adige,Google Ads,3.284
2024-04-29,Umbria,Google Ads,3.206
2024-04-29,Valle d'Aosta,Google Ads,0.431
2024-04-29,Veneto,Google Ads,14.643
2024-05-06,Abruzzo,Google Ads,3.781
2024-05-06,Basilicata,Google Ads,2.235
2024-05-06,Calabria,Google Ads,14.105
2024-05-06,Campania,Google Ads,33.125
2024-05-06,Emilia-Romagna,Google Ads,28.792
2024-05-06,Friuli-Venezia Giulia,Google Ads,8.796
2024-05-06,Lazio,Google Ads,52.158
2024-05-06,Liguria,Google Ads,15.35
2024-05-06,Lombardia,Google Ads,44.878
2024-05-06,Marche,Google Ads,10.885
2024-05-06,Molise,Google Ads,2.39
2024-05-06,Piemonte,Google Ads,37.339
2024-05-06,Puglia,Google Ads,17.564
2024-05-06,Sardegna,Google Ads,13.484
2024-05-06,Sicilia,Google Ads,48.562
2024-05-06,Toscana,Google Ads,31.278
2024-05-06,Trentino-Alto Adige,Google Ads,4.306
2024-05-06,Umbria,Google Ads,8.484
2024-05-06,Valle d'Aosta,Google Ads,0.808
2024-05-06,Veneto,Google Ads,22.618
2024-05-13,Abruzzo,Google Ads,3.171
2024-05-13,Basilicata,Google Ads,1.78
2024-05-13,Calabria,Google Ads,11.907
2024-05-13,Campania,Google Ads,35.705
2024-05-13,Emilia-Romagna,Google Ads,27.316
2024-05-13,Friuli-Venezia Giulia,Google Ads,10.835
2024-05-13,Lazio,Google Ads,53.875
2024-05-13,Liguria,Google Ads,15.873
2024-05-13,Lombardia,Google Ads,66.095
2024-05-13,Marche,Google Ads,10.251
2024-05-13,Molise,Google Ads,2.438
2024-05-13,Piemonte,Google Ads,30.375
2024-05-13,Puglia,Google Ads,24.887
2024-05-13,Sardegna,Google Ads,11.865
2024-05-13,Sicilia,Google Ads,42.563
2024-05-13,Toscana,Google Ads,33.762
2024-05-13,Trentino-Alto Adige,Google Ads,6.126
2024-05-13,Umbria,Google Ads,7.482
2024-05-13,Valle d'Aosta,Google Ads,0.801
2024-05-13,Veneto,Google Ads,23.959
2024-05-20,Abruzzo,Google Ads,5.034
2024-05-20,Basilicata,Google Ads,2.502
2024-05-20,Calabria,Google Ads,16.491
2024-05-20,Campania,Google Ads,55.825
2024-05-20,Emilia-Romagna,Google Ads,39.728
2024-05-20,Friuli-Venezia Giulia,Google Ads,11.809
2024-05-20,Lazio,Google Ads,56.299
2024-05-20,Liguria,Google Ads,23.406
2024-05-20,Lombardia,Google Ads,88.716
2024-05-20,Marche,Google Ads,9.04
2024-05-20,Molise,Google Ads,2.941
2024-05-20,Piemonte,Google Ads,30.191
2024-05-20,Puglia,Google Ads,22.088
2024-05-20,Sardegna,Google Ads,12.825
2024-05-20,Sicilia,Google Ads,61.162
2024-05-20,Toscana,Google Ads,37.324
2024-05-20,Trentino-Alto Adige,Google Ads,7.185
2024-05-20,Umbria,Google Ads,7.969
2024-05-20,Valle d'Aosta,Google Ads,1.145
2024-05-20,Veneto,Google Ads,34.23
2024-05-27,Abruzzo,Google Ads,2.526
2024-05-27,Basilicata,Google Ads,1.032
2024-05-27,Calabria,Google Ads,6.514
2024-05-27,Campania,Google Ads,28.26
2024-05-27,Emilia-Romagna,Google Ads,18.643
2024-05-27,Friuli-Venezia Giulia,Google Ads,4.978
2024-05-27,Lazio,Google Ads,21.56
2024-05-27,Liguria,Google Ads,8.272
2024-05-27,Lombardia,Google Ads,35.734
2024-05-27,Marche,Google Ads,4.97
2024-05-27,Molise,Google Ads,1.166
2024-05-27,Piemonte,Google Ads,14.299
2024-05-27,Puglia,Google Ads,9.87
2024-05-27,Sardegna,Google Ads,6.318
2024-05-27,Sicilia,Google Ads,29.176
2024-05-27,Toscana,Google Ads,17.155
2024-05-27,Trentino-Alto Adige,Google Ads,2.826
2024-05-27,Umbria,Google Ads,3.167
2024-05-27,Valle d'Aosta,Google Ads,0.447
2024-05-27,Veneto,Google Ads,19.354
2024-06-03,Abruzzo,Google Ads,2.933
2024-06-03,Basilicata,Google Ads,3.307
2024-06-03,Calabria,Google Ads,7.865
2024-06-03,Campania,Google Ads,32.074
2024-06-03,Emilia-Romagna,Google Ads,25.898
2024-06-03,Friuli-Venezia Giulia,Google Ads,6.079
2024-06-03,Lazio,Google Ads,37.753
2024-06-03,Liguria,Google Ads,11.606
2024-06-03,Lombardia,Google Ads,59.404
2024-06-03,Marche,Google Ads,7.119
2024-06-03,Molise,Google Ads,2.172
2024-06-03,Piemonte,Google Ads,18.582
2024-06-03,Puglia,Google Ads,13.51
2024-06-03,Sardegna,Google Ads,8.201
2024-06-03,Sicilia,Google Ads,38.431
2024-06-03,Toscana,Google Ads,21.866
2024-06-03,Trentino-Alto Adige,Google Ads,5.0
2024-06-03,Umbria,Google Ads,4.914
2024-06-03,Valle d'Aosta,Google Ads,0.605
2024-06-03,Veneto,Google Ads,23.113
2024-06-10,Abruzzo,Google Ads,2.819
2024-06-10,Basilicata,Google Ads,1.646
2024-06-10,Calabria,Google Ads,6.875
2024-06-10,Campania,Google Ads,27.595
2024-06-10,Emilia-Romagna,Google Ads,20.936
2024-06-10,Friuli-Venezia Giulia,Google Ads,6.851
2024-06-10,Lazio,Google Ads,36.902
2024-06-10,Liguria,Google Ads,9.433
2024-06-10,Lombardia,Google Ads,44.562
2024-06-10,Marche,Google Ads,5.546
2024-06-10,Molise,Google Ads,1.561
2024-06-10,Piemonte,Google Ads,20.912
2024-06-10,Puglia,Google Ads,14.65
2024-06-10,Sardegna,Google Ads,6.15
2024-06-10,Sicilia,Google Ads,38.272
2024-06-10,Toscana,Google Ads,19.831
2024-06-10,Trentino-Alto Adige,Google Ads,4.003
2024-06-10,Umbria,Google Ads,4.188
2024-06-10,Valle d'Aosta,Google Ads,0.452
2024-06-10,Veneto,Google Ads,17.691
2024-06-17,Abruzzo,Google Ads,5.239
2024-06-17,Basilicata,Google Ads,2.837
2024-06-17,Calabria,Google Ads,11.87
2024-06-17,Campania,Google Ads,49.541
2024-06-17,Emilia-Romagna,Google Ads,34.573
2024-06-17,Friuli-Venezia Giulia,Google Ads,13.271
2024-06-17,Lazio,Google Ads,75.987
2024-06-17,Liguria,Google Ads,20.197
2024-06-17,Lombardia,Google Ads,81.551
2024-06-17,Marche,Google Ads,11.631
2024-06-17,Molise,Google Ads,3.126
2024-06-17,Piemonte,Google Ads,37.013
2024-06-17,Puglia,Google Ads,19.501
2024-06-17,Sardegna,Google Ads,12.72
2024-06-17,Sicilia,Google Ads,60.635
2024-06-17,Toscana,Google Ads,37.333
2024-06-17,Trentino-Alto Adige,Google Ads,7.113
2024-06-17,Umbria,Google Ads,7.644
2024-06-17,Valle d'Aosta,Google Ads,0.905
2024-06-17,Veneto,Google Ads,31.289
2024-06-24,Abruzzo,Google Ads,8.667
2024-06-24,Basilicata,Google Ads,4.487
2024-06-24,Calabria,Google Ads,16.662
2024-06-24,Campania,Google Ads,65.834
2024-06-24,Emilia-Romagna,Google Ads,56.328
2024-06-24,Friuli-Venezia Giulia,Google Ads,17.478
2024-06-24,Lazio,Google Ads,94.503
2024-06-24,Liguria,Google Ads,32.173
2024-06-24,Lombardia,Google Ads,124.778
2024-06-24,Marche,Google Ads,21.059
2024-06-24,Molise,Google Ads,4.264
2024-06-24,Piemonte,Google Ads,52.94
2024-06-24,Puglia,Google Ads,38.722
2024-06-24,Sardegna,Google Ads,22.487
2024-06-24,Sicilia,Google Ads,69.98
2024-06-24,Toscana,Google Ads,54.083
2024-06-24,Trentino-Alto Adige,Google Ads,9.525
2024-06-24,Umbria,Google Ads,12.938
2024-06-24,Valle d'Aosta,Google Ads,1.471
2024-06-24,Veneto,Google Ads,39.289
2024-07-01,Abruzzo,Google Ads,4.451
2024-07-01,Basilicata,Google Ads,2.96
2024-07-01,Calabria,Google Ads,10.408
2024-07-01,Campania,Google Ads,38.379
2024-07-01,Emilia-Romagna,Google Ads,29.875
2024-07-01,Friuli-Venezia Giulia,Google Ads,9.366
2024-07-01,Lazio,Google Ads,50.868
2024-07-01,Liguria,Google Ads,15.43
2024-07-01,Lombardia,Google Ads,62.47
2024-07-01,Marche,Google Ads,9.456
2024-07-01,Molise,Google Ads,2.423
2024-07-01,Piemonte,Google Ads,28.939
2024-07-01,Puglia,Google Ads,23.247
2024-07-01,Sardegna,Google Ads,12.581
2024-07-01,Sicilia,Google Ads,40.383
2024-07-01,Toscana,Google Ads,30.449
2024-07-01,Trentino-Alto Adige,Google Ads,5.982
2024-07-01,Umbria,Google Ads,6.28
2024-07-01,Valle d'Aosta,Google Ads,0.866
2024-07-01,Veneto,Google Ads,23.035
2024-07-08,Abruzzo,Google Ads,2.152
2024-07-08,Basilicata,Google Ads,1.193
2024-07-08,Calabria,Google Ads,4.888
2024-07-08,Campania,Google Ads,17.597
2024-07-08,Emilia-Romagna,Google Ads,13.402
2024-07-08,Friuli-Venezia Giulia,Google Ads,3.699
2024-07-08,Lazio,Google Ads,23.368
2024-07-08,Liguria,Google Ads,7.265
2024-07-08,Lombardia,Google Ads,23.912
2024-07-08,Marche,Google Ads,5.995
2024-07-08,Molise,Google Ads,1.158
2024-07-08,Piemonte,Google Ads,13.368
2024-07-08,Puglia,Google Ads,9.267
2024-07-08,Sardegna,Google Ads,6.047
2024-07-08,Sicilia,Google Ads,16.739
2024-07-08,Toscana,Google Ads,12.611
2024-07-08,Trentino-Alto Adige,Google Ads,2.342
2024-07-08,Umbria,Google Ads,2.958
2024-07-08,Valle d'Aosta,Google Ads,0.393
2024-07-08,Veneto,Google Ads,11.372
2024-07-15,Abruzzo,Google Ads,1.57
2024-07-15,Basilicata,Google Ads,1.342
2024-07-15,Calabria,Google Ads,4.206
2024-07-15,Campania,Google Ads,17.149
2024-07-15,Emilia-Romagna,Google Ads,19.736
2024-07-15,Friuli-Venezia Giulia,Google Ads,3.687
2024-07-15,Lazio,Google Ads,24.677
2024-07-15,Liguria,Google Ads,9.004
2024-07-15,Lombardia,Google Ads,31.231
2024-07-15,Marche,Google Ads,4.819
2024-07-15,Molise,Google Ads,1.138
2024-07-15,Piemonte,Google Ads,14.462
2024-07-15,Puglia,Google Ads,8.772
2024-07-15,Sardegna,Google Ads,5.844
2024-07-15,Sicilia,Google Ads,18.672
2024-07-15,Toscana,Google Ads,14.213
2024-07-15,Trentino-Alto Adige,Google Ads,2.531
2024-07-15,Umbria,Google Ads,3.26
2024-07-15,Valle d'Aosta,Google Ads,0.324
2024-07-15,Veneto,Google Ads,12.203
2024-07-22,Abruzzo,Google Ads,3.198
2024-07-22,Basilicata,Google Ads,1.523
2024-07-22,Calabria,Google Ads,9.071
2024-07-22,Campania,Google Ads,26.859
2024-07-22,Emilia-Romagna,Google Ads,24.676
2024-07-22,Friuli-Venezia Giulia,Google Ads,5.877
2024-07-22,Lazio,Google Ads,40.59
2024-07-22,Liguria,Google Ads,11.438
2024-07-22,Lombardia,Google Ads,49.676
2024-07-22,Marche,Google Ads,6.156
2024-07-22,Molise,Google Ads,1.736
2024-07-22,Piemonte,Google Ads,22.336
2024-07-22,Puglia,Google Ads,12.656
2024-07-22,Sardegna,Google Ads,9.323
