settimana,regione,candidature
2024-02-26,Sicilia,617
2024-02-26,Toscana,434
2024-02-26,Trentino-Alto Adige,186
2024-02-26,Umbria,115
2024-02-26,Valle d'Aosta,9
2024-02-26,Veneto,633
2024-03-04,Abruzzo,161
2024-03-04,Basilicata,76
2024-03-04,Calabria,240
2024-03-04,Campania,716
2024-03-04,Emilia-Romagna,494
2024-03-04,Friuli-Venezia Giulia,153
2024-03-04,Lazio,1037
2024-03-04,Liguria,201
2024-03-04,Lombardia,1260
2024-03-04,Marche,268
2024-03-04,Molise,42
2024-03-04,Piemonte,451
2024-03-04,Puglia,362
2024-03-04,Sardegna,198
2024-03-04,Sicilia,495
2024-03-04,Toscana,454
2024-03-04,Trentino-Alto Adige,135
2024-03-04,Umbria,111
2024-03-04,Valle d'Aosta,9
2024-03-04,Veneto,658
2024-03-11,Abruzzo,153
2024-03-11,Basilicata,83
2024-03-11,Calabria,227
2024-03-11,Campania,660
2024-03-11,Emilia-Romagna,476
2024-03-11,Friuli-Venezia Giulia,142
2024-03-11,Lazio,1094
2024-03-11,Liguria,233
2024-03-11,Lombardia,1382
2024-03-11,Marche,213
2024-03-11,Molise,38
2024-03-11,Piemonte,380
2024-03-11,Puglia,544
2024-03-11,Sardegna,257
2024-03-11,Sicilia,483
2024-03-11,Toscana,360
2024-03-11,Trentino-Alto Adige,154
2024-03-11,Umbria,128
2024-03-11,Valle d'Aosta,14
2024-03-11,Veneto,670
2024-03-18,Abruzzo,169
2024-03-18,Basilicata,51
2024-03-18,Calabria,254
2024-03-18,Campania,741
2024-03-18,Emilia-Romagna,491
2024-03-18,Friuli-Venezia Giulia,149
2024-03-18,Lazio,946
2024-03-18,Liguria,283
2024-03-18,Lombardia,1310
2024-03-18,Marche,222
2024-03-18,Molise,27
2024-03-18,Piemonte,511
2024-03-18,Puglia,456
2024-03-18,Sardegna,213
2024-03-18,Sicilia,490
2024-03-18,Toscana,393
2024-03-18,Trentino-Alto Adige,140
2024-03-18,Umbria,127
2024-03-18,Valle d'Aosta,10
2024-03-18,Veneto,655
2024-03-25,Abruzzo,198
2024-03-25,Basilicata,77
2024-03-25,Calabria,224
2024-03-25,Campania,688
2024-03-25,Emilia-Romagna,465
2024-03-25,Friuli-Venezia Giulia,168
2024-03-25,Lazio,947
2024-03-25,Liguria,233
2024-03-25,Lombardia,1413
2024-03-25,Marche,241
2024-03-25,Molise,31
2024-03-25,Piemonte,569
2024-03-25,Puglia,590
2024-03-25,Sardegna,184
2024-03-25,Sicilia,498
2024-03-25,Toscana,491
2024-03-25,Trentino-Alto Adige,155
2024-03-25,Umbria,80
2024-03-25,Valle d'Aosta,8
2024-03-25,Veneto,664
2024-04-01,Abruzzo,174
2024-04-01,Basilicata,64
2024-04-01,Calabria,236
2024-04-01,Campania,615
2024-04-01,Emilia-Romagna,521
2024-04-01,Friuli-Venezia Giulia,135
2024-04-01,Lazio,998
2024-04-01,Liguria,207
2024-04-01,Lombardia,1404
2024-04-01,Marche,308
2024-04-01,Molise,35
2024-04-01,Piemonte,452
2024-04-01,Puglia,533
2024-04-01,Sardegna,229
2024-04-01,Sicilia,557
2024-04-01,Toscana,421
2024-04-01,Trentino-Alto Adige,185
2024-04-01,Umbria,114
2024-04-01,Valle d'Aosta,10
2024-04-01,Veneto,602
2024-04-08,Abruzzo,143
2024-04-08,Basilicata,67
2024-04-08,Calabria,206
2024-04-08,Campania,683
2024-04-08,Emilia-Romagna,517
2024-04-08,Friuli-Venezia Giulia,158
2024-04-08,Lazio,1090
2024-04-08,Liguria,253
2024-04-08,Lombardia,1171
2024-04-08,Marche,285
2024-04-08,Molise,30
2024-04-08,Piemonte,551
2024-04-08,Puglia,463
2024-04-08,Sardegna,224
2024-04-08,Sicilia,557
2024-04-08,Toscana,406
2024-04-08,Trentino-Alto Adige,142
2024-04-08,Umbria,103
2024-04-08,Valle d'Aosta,9
2024-04-08,Veneto,718
2024-04-15,Abruzzo,202
2024-04-15,Basilicata,72
2024-04-15,Calabria,242
2024-04-15,Campania,707
2024-04-15,Emilia-Romagna,534
2024-04-15,Friuli-Venezia Giulia,207
2024-04-15,Lazio,1119
2024-04-15,Liguria,246
2024-04-15,Lombardia,1166
2024-04-15,Marche,229
2024-04-15,Molise,38
2024-04-15,Piemonte,619
2024-04-15,Puglia,481
2024-04-15,Sardegna,194
2024-04-15,Sicilia,556
2024-04-15,Toscana,404
2024-04-15,Trentino-Alto Adige,159
2024-04-15,Umbria,114
2024-04-15,Valle d'Aosta,18
2024-04-15,Veneto,638
2024-04-22,Abruzzo,159
2024-04-22,Basilicata,81
2024-04-22,Calabria,195
2024-04-22,Campania,863
2024-04-22,Emilia-Romagna,533
2024-04-22,Friuli-Venezia Giulia,181
2024-04-22,Lazio,1138
2024-04-22,Liguria,235
2024-04-22,Lombardia,1453
2024-04-22,Marche,256
2024-04-22,Molise,30
2024-04-22,Piemonte,502
2024-04-22,Puglia,455
2024-04-22,Sardegna,222
2024-04-22,Sicilia,545
2024-04-22,Toscana,478
2024-04-22,Trentino-Alto Adige,196
2024-04-22,Umbria,104
2024-04-22,Valle d'Aosta,20
2024-04-22,Veneto,517
2024-04-29,Abruzzo,152
2024-04-29,Basilicata,106
2024-04-29,Calabria,253
2024-04-29,Campania,689
2024-04-29,Emilia-Romagna,503
2024-04-29,Friuli-Venezia Giulia,173
2024-04-29,Lazio,966
2024-04-29,Liguria,289
2024-04-29,Lombardia,1280
2024-04-29,Marche,248
2024-04-29,Molise,39
2024-04-29,Piemonte,552
2024-04-29,Puglia,440
2024-04-29,Sardegna,212
2024-04-29,Sicilia,610
2024-04-29,Toscana,412
2024-04-29,Trentino-Alto Adige,135
2024-04-29,Umbria,131
2024-04-29,Valle d'Aosta,15
2024-04-29,Veneto,551
2024-05-06,Abruzzo,185
2024-05-06,Basilicata,89
2024-05-06,Calabria,249
2024-05-06,Campania,739
2024-05-06,Emilia-Romagna,605
2024-05-06,Friuli-Venezia Giulia,180
2024-05-06,Lazio,1004
2024-05-06,Liguria,229
2024-05-06,Lombardia,1248
2024-05-06,Marche,230
2024-05-06,Molise,42
2024-05-06,Piemonte,590
2024-05-06,Puglia,526
2024-05-06,Sardegna,272
2024-05-06,Sicilia,617
2024-05-06,Toscana,500
2024-05-06,Trentino-Alto Adige,126
2024-05-06,Umbria,110
2024-05-06,Valle d'Aosta,18
2024-05-06,Veneto,667
2024-05-13,Abruzzo,174
2024-05-13,Basilicata,77
2024-05-13,Calabria,208
2024-05-13,Campania,661
2024-05-13,Emilia-Romagna,560
2024-05-13,Friuli-Venezia Giulia,146
2024-05-13,Lazio,997
2024-05-13,Liguria,257
2024-05-13,Lombardia,1333
2024-05-13,Marche,276
2024-05-13,Molise,21
2024-05-13,Piemonte,482
2024-05-13,Puglia,512
2024-05-13,Sardegna,269
2024-05-13,Sicilia,596
2024-05-13,Toscana,531
2024-05-13,Trentino-Alto Adige,187
2024-05-13,Umbria,131
2024-05-13,Valle d'Aosta,6
2024-05-13,Veneto,726
2024-05-20,Abruzzo,156
2024-05-20,Basilicata,81
2024-05-20,Calabria,270
2024-05-20,Campania,786
2024-05-20,Emilia-Romagna,549
2024-05-20,Friuli-Venezia Giulia,138
2024-05-20,Lazio,1102
2024-05-20,Liguria,233
2024-05-20,Lombardia,1360
2024-05-20,Marche,241
2024-05-20,Molise,50
2024-05-20,Piemonte,510
2024-05-20,Puglia,595
2024-05-20,Sardegna,302
2024-05-20,Sicilia,727
2024-05-20,Toscana,466
2024-05-20,Trentino-Alto Adige,163
2024-05-20,Umbria,110
2024-05-20,Valle d'Aosta,13
2024-05-20,Veneto,763
2024-05-27,Abruzzo,201
2024-05-27,Basilicata,77
2024-05-27,Calabria,374
2024-05-27,Campania,839
2024-05-27,Emilia-Romagna,543
2024-05-27,Friuli-Venezia Giulia,154
2024-05-27,Lazio,1149
2024-05-27,Liguria,179
2024-05-27,Lombardia,1402
2024-05-27,Marche,269
2024-05-27,Molise,24
2024-05-27,Piemonte,600
2024-05-27,Puglia,601
2024-05-27,Sardegna,247
2024-05-27,Sicilia,678
2024-05-27,Toscana,525
2024-05-27,Trentino-Alto Adige,170
2024-05-27,Umbria,106
2024-05-27,Valle d'Aosta,14
2024-05-27,Veneto,693
2024-06-03,Abruzzo,212
2024-06-03,Basilicata,86
2024-06-03,Calabria,264
2024-06-03,Campania,693
2024-06-03,Emilia-Romagna,630
2024-06-03,Friuli-Venezia Giulia,184
2024-06-03,Lazio,1128
2024-06-03,Liguria,206
2024-06-03,Lombardia,1468
2024-06-03,Marche,262
2024-06-03,Molise,49
2024-06-03,Piemonte,583
2024-06-03,Puglia,608
2024-06-03,Sardegna,298
2024-06-03,Sicilia,737
2024-06-03,Toscana,450
2024-06-03,Trentino-Alto Adige,210
2024-06-03,Umbria,132
2024-06-03,Valle d'Aosta,12
2024-06-03,Veneto,711
2024-06-10,Abruzzo,182
2024-06-10,Basilicata,92
2024-06-10,Calabria,314
2024-06-10,Campania,771
2024-06-10,Emilia-Romagna,566
2024-06-10,Friuli-Venezia Giulia,173
2024-06-10,Lazio,1129
2024-06-10,Liguria,290
2024-06-10,Lombardia,1439
2024-06-10,Marche,258
2024-06-10,Molise,36
2024-06-10,Piemonte,549
2024-06-10,Puglia,594
2024-06-10,Sardegna,351
2024-06-10,Sicilia,593
2024-06-10,Toscana,476
2024-06-10,Trentino-Alto Adige,203
2024-06-10,Umbria,116
2024-06-10,Valle d'Aosta,7
2024-06-10,Veneto,747
2024-06-17,Abruzzo,188
2024-06-17,Basilicata,85
2024-06-17,Calabria,302
2024-06-17,Campania,764
2024-06-17,Emilia-Romagna,679
2024-06-17,Friuli-Venezia Giulia,207
2024-06-17,Lazio,1231
2024-06-17,Liguria,286
2024-06-17,Lombardia,1419
2024-06-17,Marche,337
2024-06-17,Molise,56
2024-06-17,Piemonte,607
2024-06-17,Puglia,608
2024-06-17,Sardegna,226
2024-06-17,Sicilia,702
2024-06-17,Toscana,463
2024-06-17,Trentino-Alto Adige,159
2024-06-17,Umbria,95
2024-06-17,Valle d'Aosta,12
2024-06-17,Veneto,768
2024-06-24,Abruzzo,188
2024-06-24,Basilicata,106
2024-06-24,Calabria,250
2024-06-24,Campania,742
2024-06-24,Emilia-Romagna,673
2024-06-24,Friuli-Venezia Giulia,174
2024-06-24,Lazio,1058
2024-06-24,Liguria,270
2024-06-24,Lombardia,1303
2024-06-24,Marche,229
2024-06-24,Molise,42
2024-06-24,Piemonte,646
2024-06-24,Puglia,710
2024-06-24,Sardegna,264
2024-06-24,Sicilia,721
2024-06-24,Toscana,470
2024-06-24,Trentino-Alto Adige,179
2024-06-24,Umbria,107
2024-06-24,Valle d'Aosta,18
2024-06-24,Veneto,805
2024-07-01,Abruzzo,163
2024-07-01,Basilicata,74
2024-07-01,Calabria,311
2024-07-01,Campania,779
2024-07-01,Emilia-Romagna,533
2024-07-01,Friuli-Venezia Giulia,138
2024-07-01,Lazio,1112
2024-07-01,Liguria,229
2024-07-01,Lombardia,1320
2024-07-01,Marche,273
2024-07-01,Molise,43
2024-07-01,Piemonte,568
2024-07-01,Puglia,632
2024-07-01,Sardegna,297
2024-07-01,Sicilia,674
2024-07-01,Toscana,513
2024-07-01,Trentino-Alto Adige,160
2024-07-01,Umbria,121
2024-07-01,Valle d'Aosta,9
2024-07-01,Veneto,680
2024-07-08,Abruzzo,183
2024-07-08,Basilicata,95
2024-07-08,Calabria,265
2024-07-08,Campania,826
2024-07-08,Emilia-Romagna,612
2024-07-08,Friuli-Venezia Giulia,152
2024-07-08,Lazio,1206
2024-07-08,Liguria,315
2024-07-08,Lombardia,1538
2024-07-08,Marche,278
2024-07-08,Molise,44
2024-07-08,Piemonte,565
2024-07-08,Puglia,633
2024-07-08,Sardegna,292
2024-07-08,Sicilia,689
2024-07-08,Toscana,524
2024-07-08,Trentino-Alto Adige,169
2024-07-08,Umbria,103
2024-07-08,Valle d'Aosta,6
2024-07-08,Veneto,614
2024-07-15,Abruzzo,180
2024-07-15,Basilicata,64
2024-07-15,Calabria,274
2024-07-15,Campania,787
2024-07-15,Emilia-Romagna,662
2024-07-15,Friuli-Venezia Giulia,153
2024-07-15,Lazio,930
2024-07-15,Liguria,253
2024-07-15,Lombardia,1239
2024-07-15,Marche,271
2024-07-15,Molise,46
2024-07-15,Piemonte,514
2024-07-15,Puglia,645
2024-07-15,Sardegna,274
2024-07-15,Sicilia,727
2024-07-15,Toscana,525
2024-07-15,Trentino-Alto Adige,156
2024-07-15,Umbria,110
2024-07-15,Valle d'Aosta,8
2024-07-15,Veneto,656
2024-07-22,Abruzzo,177
2024-07-22,Basilicata,91
2024-07-22,Calabria,255
2024-07-22,Campania,734
2024-07-22,Emilia-Romagna,599
2024-07-22,Friuli-Venezia Giulia,167
2024-07-22,Lazio,965
2024-07-22,Liguria,249
2024-07-22,Lombardia,1278
2024-07-22,Marche,296
2024-07-22,Molise,36
2024-07-22,Piemonte,524
2024-07-22,Puglia,548
2024-07-22,Sardegna,242
2024-07-22,Sicilia,764
2024-07-22,Toscana,489
2024-07-22,Trentino-Alto Adige,143
2024-07-22,Umbria,101
2024-07-22,Valle d'Aosta,9
2024-07-22,Veneto,715
2024-07-29,Abruzzo,176
2024-07-29,Basilicata,70
2024-07-29,Calabria,278
2024-07-29,Campania,796
2024-07-29,Emilia-Romagna,520
2024-07-29,Friuli-Venezia Giulia,168
2024-07-29,Lazio,1086
2024-07-29,Liguria,226
2024-07-29,Lombardia,1059
2024-07-29,Marche,236
2024-07-29,Molise,46
2024-07-29,Piemonte,440
2024-07-29,Puglia,518
2024-07-29,Sardegna,324
2024-07-29,Sicilia,621
2024-07-29,Toscana,469
2024-07-29,Trentino-Alto Adige,143
2024-07-29,Umbria,145
2024-07-29,Valle d'Aosta,8
2024-07-29,Veneto,668
2024-08-05,Abruzzo,130
2024-08-05,Basilicata,64
2024-08-05,Calabria,224
2024-08-05,Campania,600
2024-08-05,Emilia-Romagna,483
2024-08-05,Friuli-Venezia Giulia,126
2024-08-05,Lazio,1028
2024-08-05,Liguria,232
2024-08-05,Lombardia,1195
2024-08-05,Marche,173
2024-08-05,Molise,39
2024-08-05,Piemonte,458
2024-08-05,Puglia,540
2024-08-05,Sardegna,284
2024-08-05,Sicilia,505
2024-08-05,Toscana,538
2024-08-05,Trentino-Alto Adige,146
2024-08-05,Umbria,132
2024-08-05,Valle d'Aosta,4
2024-08-05,Veneto,539
2024-08-12,Abruzzo,164
2024-08-12,Basilicata,75
2024-08-12,Calabria,236
2024-08-12,Campania,728
2024-08-12,Emilia-Romagna,434
2024-08-12,Friuli-Venezia Giulia,122
2024-08-12,Lazio,994
2024-08-12,Liguria,191
2024-08-12,Lombardia,1104
2024-08-12,Marche,202
2024-08-12,Molise,37
2024-08-12,Piemonte,498
2024-08-12,Puglia,497
2024-08-12,Sardegna,172
2024-08-12,Sicilia,591
2024-08-12,Toscana,357
2024-08-12,Trentino-Alto Adige,147
2024-08-12,Umbria,81
2024-08-12,Valle d'Aosta,11
2024-08-12,Veneto,573
2024-08-19,Abruzzo,146
2024-08-19,Basilicata,53
2024-08-19,Calabria,207
2024-08-19,Campania,619
2024-08-19,Emilia-Romagna,418
2024-08-19,Friuli-Venezia Giulia,136
2024-08-19,Lazio,922
2024-08-19,Liguria,227
2024-08-19,Lombardia,1278
2024-08-19,Marche,232
2024-08-19,Molise,21
2024-08-19,Piemonte,470
2024-08-19,Puglia,472
2024-08-19,Sardegna,204
2024-08-19,Sicilia,535
2024-08-19,Toscana,373
2024-08-19,Trentino-Alto Adige,142
2024-08-19,Umbria,99
2024-08-19,Valle d'Aosta,8
2024-08-19,Veneto,532
2024-08-26,Abruzzo,188
2024-08-26,Basilicata,86
2024-08-26,Calabria,303
2024-08-26,Campania,698
2024-08-26,Emilia-Romagna,522
2024-08-26,Friuli-Venezia Giulia,142
2024-08-26,Lazio,1080
2024-08-26,Liguria,191
2024-08-26,Lombardia,1413
2024-08-26,Marche,251
2024-08-26,Molise,41
2024-08-26,Piemonte,518
2024-08-26,Puglia,477
2024-08-26,Sardegna,272
2024-08-26,Sicilia,553
2024-08-26,Toscana,478
2024-08-26,Trentino-Alto Adige,166
2024-08-26,Umbria,115
2024-08-26,Valle d'Aosta,22
2024-08-26,Veneto,815
2024-09-02,Abruzzo,184
2024-09-02,Basilicata,100
2024-09-02,Calabria,218
2024-09-02,Campania,754
2024-09-02,Emilia-Romagna,559
2024-09-02,Friuli-Venezia Giulia,162
2024-09-02,Lazio,1200
2024-09-02,Liguria,237
2024-09-02,Lombardia,1342
2024-09-02,Marche,263
2024-09-02,Molise,39
2024-09-02,Piemonte,563
2024-09-02,Puglia,464
2024-09-02,Sardegna,255
2024-09-02,Sicilia,645
2024-09-02,Toscana,483
2024-09-02,Trentino-Alto Adige,157
2024-09-02,Umbria,106
2024-09-02,Valle d'Aosta,8
2024-09-02,Veneto,742
2024-09-09,Abruzzo,182
2024-09-09,Basilicata,87
2024-09-09,Calabria,229
2024-09-09,Campania,760
2024-09-09,Emilia-Romagna,530
2024-09-09,Friuli-Venezia Giulia,188
2024-09-09,Lazio,1022
2024-09-09,Liguria,265
2024-09-09,Lombardia,1391
2024-09-09,Marche,278
2024-09-09,Molise,51
2024-09-09,Piemonte,534
2024-09-09,Puglia,533
2024-09-09,Sardegna,231
2024-09-09,Sicilia,646
2024-09-09,Toscana,443
2024-09-09,Trentino-Alto Adige,160
2024-09-09,Umbria,116
2024-09-09,Valle d'Aosta,12
2024-09-09,Veneto,734
2024-09-16,Abruzzo,193
2024-09-16,Basilicata,93
2024-09-16,Calabria,259
2024-09-16,Campania,634
2024-09-16,Emilia-Romagna,520
2024-09-16,Friuli-Venezia Giulia,168
2024-09-16,Lazio,1037
2024-09-16,Liguria,219
2024-09-16,Lombardia,1470
2024-09-16,Marche,285
2024-09-16,Molise,49
2024-09-16,Piemonte,634
2024-09-16,Puglia,477
2024-09-16,Sardegna,238
2024-09-16,Sicilia,581
2024-09-16,Toscana,459
2024-09-16,Trentino-Alto Adige,141
2024-09-16,Umbria,110
2024-09-16,Valle d'Aosta,14
2024-09-16,Veneto,615
2024-09-23,Abruzzo,134
2024-09-23,Basilicata,85
2024-09-23,Calabria,220
2024-09-23,Campania,737
2024-09-23,Emilia-Romagna,545
2024-09-23,Friuli-Venezia Giulia,154
2024-09-23,Lazio,1240
2024-09-23,Liguria,208
2024-09-23,Lombardia,1396
2024-09-23,Marche,315
2024-09-23,Molise,33
2024-09-23,Piemonte,669
2024-09-23,Puglia,423
2024-09-23,Sardegna,233
2024-09-23,Sicilia,490
2024-09-23,Toscana,424
2024-09-23,Trentino-Alto Adige,187
2024-09-23,Umbria,122
2024-09-23,Valle d'Aosta,13
2024-09-23,Veneto,684
2024-09-30,Abruzzo,186
2024-09-30,Basilicata,104
2024-09-30,Calabria,278
2024-09-30,Campania,759
2024-09-30,Emilia-Romagna,649
2024-09-30,Friuli-Venezia Giulia,125
2024-09-30,Lazio,1170
2024-09-30,Liguria,244
2024-09-30,Lombardia,1492
2024-09-30,Marche,324
2024-09-30,Molise,29
2024-09-30,Piemonte,712
2024-09-30,Puglia,550
2024-09-30,Sardegna,250
2024-09-30,Sicilia,559
2024-09-30,Toscana,434
2024-09-30,Trentino-Alto Adige,176
2024-09-30,Umbria,119
2024-09-30,Valle d'Aosta,14
2024-09-30,Veneto,633
2024-10-07,Abruzzo,184
2024-10-07,Basilicata,81
2024-10-07,Calabria,240
2024-10-07,Campania,801
2024-10-07,Emilia-Romagna,584
2024-10-07,Friuli-Venezia Giulia,146
2024-10-07,Lazio,1044
2024-10-07,Liguria,254
2024-10-07,Lombardia,1434
2024-10-07,Marche,244
2024-10-07,Molise,40
2024-10-07,Piemonte,622
2024-10-07,Puglia,471
2024-10-07,Sardegna,241
2024-10-07,Sicilia,533
2024-10-07,Toscana,425
2024-10-07,Trentino-Alto Adige,188
2024-10-07,Umbria,152
2024-10-07,Valle d'Aosta,17
2024-10-07,Veneto,755
2024-10-14,Abruzzo,243
2024-10-14,Basilicata,87
2024-10-14,Calabria,226
2024-10-14,Campania,721
2024-10-14,Emilia-Romagna,509
2024-10-14,Friuli-Venezia Giulia,188
2024-10-14,Lazio,1268
2024-10-14,Liguria,307
2024-10-14,Lombardia,1666
2024-10-14,Marche,296
2024-10-14,Molise,40
2024-10-14,Piemonte,600
2024-10-14,Puglia,532
2024-10-14,Sardegna,244
2024-10-14,Sicilia,591
2024-10-14,Toscana,476
2024-10-14,Trentino-Alto Adige,172
2024-10-14,Umbria,110
2024-10-14,Valle d'Aosta,7
2024-10-14,Veneto,600
2024-10-21,Abruzzo,191
2024-10-21,Basilicata,82
2024-10-21,Calabria,218
2024-10-21,Campania,868
2024-10-21,Emilia-Romagna,550
2024-10-21,Friuli-Venezia Giulia,174
2024-10-21,Lazio,1300
2024-10-21,Liguria,229
2024-10-21,Lombardia,1761
2024-10-21,Marche,260
2024-10-21,Molise,45
2024-10-21,Piemonte,619
2024-10-21,Puglia,509
2024-10-21,Sardegna,215
2024-10-21,Sicilia,559
2024-10-21,Toscana,428
2024-10-21,Trentino-Alto Adige,161
2024-10-21,Umbria,128
2024-10-21,Valle d'Aosta,18
2024-10-21,Veneto,658
2024-10-28,Abruzzo,181
2024-10-28,Basilicata,110
2024-10-28,Calabria,238
2024-10-28,Campania,874
2024-10-28,Emilia-Romagna,729
2024-10-28,Friuli-Venezia Giulia,168
2024-10-28,Lazio,1156
2024-10-28,Liguria,223
2024-10-28,Lombardia,1584
2024-10-28,Marche,275
2024-10-28,Molise,42
2024-10-28,Piemonte,600
2024-10-28,Puglia,456
2024-10-28,Sardegna,187
2024-10-28,Sicilia,635
2024-10-28,Toscana,455
2024-10-28,Trentino-Alto Adige,177
2024-10-28,Umbria,140
2024-10-28,Valle d'Aosta,13
2024-10-28,Veneto,839
2024-11-04,Abruzzo,225
2024-11-04,Basilicata,83
2024-11-04,Calabria,246
2024-11-04,Campania,825
2024-11-04,Emilia-Romagna,648
2024-11-04,Friuli-Venezia Giulia,197
2024-11-04,Lazio,1246
2024-11-04,Liguria,274
2024-11-04,Lombardia,1499
2024-11-04,Marche,293
2024-11-04,Molise,69
2024-11-04,Piemonte,761
2024-11-04,Puglia,487
2024-11-04,Sardegna,201
2024-11-04,Sicilia,609
2024-11-04,Toscana,483
2024-11-04,Trentino-Alto Adige,180
