settimana,regione,canale,candidature_incrementali_vere
2024-01-15,Friuli-Venezia Giulia,Google Ads,7.623
2024-01-15,Lazio,Google Ads,39.633
2024-01-15,Liguria,Google Ads,8.805
2024-01-15,Lombardia,Google Ads,53.158
2024-01-15,Marche,Google Ads,6.307
2024-01-15,Molise,Google Ads,2.512
2024-01-15,Piemonte,Google Ads,21.548
2024-01-15,Puglia,Google Ads,17.181
2024-01-15,Sardegna,Google Ads,7.538
2024-01-15,Sicilia,Google Ads,35.052
2024-01-15,Toscana,Google Ads,18.82
2024-01-15,Trentino-Alto Adige,Google Ads,4.893
2024-01-15,Umbria,Google Ads,4.973
2024-01-15,Valle d'Aosta,Google Ads,0.727
2024-01-15,Veneto,Google Ads,21.298
2024-01-22,Abruzzo,Google Ads,4.218
2024-01-22,Basilicata,Google Ads,2.177
2024-01-22,Calabria,Google Ads,10.45
2024-01-22,Campania,Google Ads,40.303
2024-01-22,Emilia-Romagna,Google Ads,30.247
2024-01-22,Friuli-Venezia Giulia,Google Ads,9.811
2024-01-22,Lazio,Google Ads,45.43
2024-01-22,Liguria,Google Ads,10.5
2024-01-22,Lombardia,Google Ads,55.971
2024-01-22,Marche,Google Ads,6.445
2024-01-22,Molise,Google Ads,2.954
2024-01-22,Piemonte,Google Ads,24.308
2024-01-22,Puglia,Google Ads,20.134
2024-01-22,Sardegna,Google Ads,8.197
2024-01-22,Sicilia,Google Ads,39.023
2024-01-22,Toscana,Google Ads,23.552
2024-01-22,Trentino-Alto Adige,Google Ads,5.25
2024-01-22,Umbria,Google Ads,6.067
2024-01-22,Valle d'Aosta,Google Ads,0.694
2024-01-22,Veneto,Google Ads,23.273
2024-01-29,Abruzzo,Google Ads,4.113
2024-01-29,Basilicata,Google Ads,2.669
2024-01-29,Calabria,Google Ads,11.698
2024-01-29,Campania,Google Ads,42.075
2024-01-29,Emilia-Romagna,Google Ads,35.727
2024-01-29,Friuli-Venezia Giulia,Google Ads,11.786
2024-01-29,Lazio,Google Ads,55.084
2024-01-29,Liguria,Google Ads,11.75
2024-01-29,Lombardia,Google Ads,55.019
2024-01-29,Marche,Google Ads,7.379
2024-01-29,Molise,Google Ads,3.337
2024-01-29,Piemonte,Google Ads,30.426
2024-01-29,Puglia,Google Ads,22.554
2024-01-29,Sardegna,Google Ads,9.405
2024-01-29,Sicilia,Google Ads,48.145
2024-01-29,Toscana,Google Ads,26.896
2024-01-29,Trentino-Alto Adige,Google Ads,5.631
2024-01-29,Umbria,Google Ads,6.607
2024-01-29,Valle d'Aosta,Google Ads,0.893
2024-01-29,Veneto,Google Ads,25.664
2024-02-05,Abruzzo,Google Ads,3.812
2024-02-05,Basilicata,Google Ads,2.027
2024-02-05,Calabria,Google Ads,9.25
2024-02-05,Campania,Google Ads,34.811
2024-02-05,Emilia-Romagna,Google Ads,29.431
2024-02-05,Friuli-Venezia Giulia,Google Ads,9.656
2024-02-05,Lazio,Google Ads,49.151
2024-02-05,Liguria,Google Ads,11.316
2024-02-05,Lombardia,Google Ads,46.823
2024-02-05,Marche,Google Ads,6.235
2024-02-05,Molise,Google Ads,2.638
2024-02-05,Piemonte,Google Ads,26.596
2024-02-05,Puglia,Google Ads,19.938
2024-02-05,Sardegna,Google Ads,7.966
2024-02-05,Sicilia,Google Ads,44.812
2024-02-05,Toscana,Google Ads,20.115
2024-02-05,Trentino-Alto Adige,Google Ads,5.262
2024-02-05,Umbria,Google Ads,5.89
2024-02-05,Valle d'Aosta,Google Ads,0.73
2024-02-05,Veneto,Google Ads,21.045
2024-02-12,Abruzzo,Google Ads,4.339
2024-02-12,Basilicata,Google Ads,2.571
2024-02-12,Calabria,Google Ads,11.943
2024-02-12,Campania,Google Ads,50.739
2024-02-12,Emilia-Romagna,Google Ads,45.294
2024-02-12,Friuli-Venezia Giulia,Google Ads,13.907
2024-02-12,Lazio,Google Ads,65.789
2024-02-12,Liguria,Google Ads,15.915
2024-02-12,Lombardia,Google Ads,67.644
2024-02-12,Marche,Google Ads,9.079
2024-02-12,Molise,Google Ads,3.455
2024-02-12,Piemonte,Google Ads,33.683
2024-02-12,Puglia,Google Ads,26.437
2024-02-12,Sardegna,Google Ads,10.547
2024-02-12,Sicilia,Google Ads,50.203
2024-02-12,Toscana,Google Ads,25.466
2024-02-12,Trentino-Alto Adige,Google Ads,6.263
2024-02-12,Umbria,Google Ads,7.902
2024-02-12,Valle d'Aosta,Google Ads,1.052
2024-02-12,Veneto,Google Ads,24.349
2024-02-19,Abruzzo,Google Ads,4.309
2024-02-19,Basilicata,Google Ads,2.519
2024-02-19,Calabria,Google Ads,11.093
2024-02-19,Campania,Google Ads,46.204
2024-02-19,Emilia-Romagna,Google Ads,44.652
2024-02-19,Friuli-Venezia Giulia,Google Ads,12.129
2024-02-19,Lazio,Google Ads,62.999
2024-02-19,Liguria,Google Ads,15.376
2024-02-19,Lombardia,Google Ads,66.013
2024-02-19,Marche,Google Ads,9.478
2024-02-19,Molise,Google Ads,3.441
2024-02-19,Piemonte,Google Ads,31.27
2024-02-19,Puglia,Google Ads,29.529
2024-02-19,Sardegna,Google Ads,11.683
2024-02-19,Sicilia,Google Ads,45.455
2024-02-19,Toscana,Google Ads,25.764
2024-02-19,Trentino-Alto Adige,Google Ads,7.069
2024-02-19,Umbria,Google Ads,7.039
2024-02-19,Valle d'Aosta,Google Ads,1.057
2024-02-19,Veneto,Google Ads,24.312
2024-02-26,Abruzzo,Google Ads,4.234
2024-02-26,Basilicata,Google Ads,2.296
2024-02-26,Calabria,Google Ads,10.379
2024-02-26,Campania,Google Ads,42.559
2024-02-26,Emilia-Romagna,Google Ads,37.473
2024-02-26,Friuli-Venezia Giulia,Google Ads,9.989
2024-02-26,Lazio,Google Ads,52.873
2024-02-26,Liguria,Google Ads,12.6
2024-02-26,Lombardia,Google Ads,62.971
2024-02-26,Marche,Google Ads,7.764
2024-02-26,Molise,Google Ads,3.349
2024-02-26,Piemonte,Google Ads,26.553
2024-02-26,Puglia,Google Ads,24.621
2024-02-26,Sardegna,Google Ads,9.204
2024-02-26,Sicilia,Google Ads,42.449
2024-02-26,Toscana,Google Ads,22.837
2024-02-26,Trentino-Alto Adige,Google Ads,5.486
2024-02-26,Umbria,Google Ads,6.406
2024-02-26,Valle d'Aosta,Google Ads,0.922
2024-02-26,Veneto,Google Ads,21.172
2024-03-04,Abruzzo,Google Ads,3.329
2024-03-04,Basilicata,Google Ads,1.576
2024-03-04,Calabria,Google Ads,7.796
2024-03-04,Campania,Google Ads,30.672
2024-03-04,Emilia-Romagna,Google Ads,27.954
2024-03-04,Friuli-Venezia Giulia,Google Ads,8.295
2024-03-04,Lazio,Google Ads,38.221
2024-03-04,Liguria,Google Ads,9.346
2024-03-04,Lombardia,Google Ads,55.522
2024-03-04,Marche,Google Ads,5.759
2024-03-04,Molise,Google Ads,2.627
2024-03-04,Piemonte,Google Ads,18.119
2024-03-04,Puglia,Google Ads,19.739
2024-03-04,Sardegna,Google Ads,6.598
2024-03-04,Sicilia,Google Ads,32.533
2024-03-04,Toscana,Google Ads,17.051
2024-03-04,Trentino-Alto Adige,Google Ads,3.935
2024-03-04,Umbria,Google Ads,4.831
2024-03-04,Valle d'Aosta,Google Ads,0.674
2024-03-04,Veneto,Google Ads,17.89
2024-03-11,Abruzzo,Google Ads,4.466
2024-03-11,Basilicata,Google Ads,2.073
2024-03-11,Calabria,Google Ads,10.596
2024-03-11,Campania,Google Ads,33.589
2024-03-11,Emilia-Romagna,Google Ads,33.26
2024-03-11,Friuli-Venezia Giulia,Google Ads,9.127
2024-03-11,Lazio,Google Ads,47.42
2024-03-11,Liguria,Google Ads,12.525
2024-03-11,Lombardia,Google Ads,71.698
2024-03-11,Marche,Google Ads,8.325
2024-03-11,Molise,Google Ads,3.137
2024-03-11,Piemonte,Google Ads,26.332
2024-03-11,Puglia,Google Ads,23.526
2024-03-11,Sardegna,Google Ads,9.411
2024-03-11,Sicilia,Google Ads,41.183
2024-03-11,Toscana,Google Ads,25.066
2024-03-11,Trentino-Alto Adige,Google Ads,5.204
2024-03-11,Umbria,Google Ads,5.827
2024-03-11,Valle d'Aosta,Google Ads,0.846
2024-03-11,Veneto,Google Ads,22.813
2024-03-18,Abruzzo,Google Ads,4.271
2024-03-18,Basilicata,Google Ads,2.04
2024-03-18,Calabria,Google Ads,10.591
2024-03-18,Campania,Google Ads,36.572
2024-03-18,Emilia-Romagna,Google Ads,31.559
2024-03-18,Friuli-Venezia Giulia,Google Ads,8.953
2024-03-18,Lazio,Google Ads,48.183
2024-03-18,Liguria,Google Ads,12.291
2024-03-18,Lombardia,Google Ads,72.519
2024-03-18,Marche,Google Ads,8.44
2024-03-18,Molise,Google Ads,2.987
2024-03-18,Piemonte,Google Ads,25.983
2024-03-18,Puglia,Google Ads,22.204
2024-03-18,Sardegna,Google Ads,9.125
2024-03-18,Sicilia,Google Ads,42.476
2024-03-18,Toscana,Google Ads,23.864
2024-03-18,Trentino-Alto Adige,Google Ads,4.781
2024-03-18,Umbria,Google Ads,6.411
2024-03-18,Valle d'Aosta,Google Ads,0.846
2024-03-18,Veneto,Google Ads,23.822
2024-03-25,Abruzzo,Google Ads,4.406
2024-03-25,Basilicata,Google Ads,2.17
2024-03-25,Calabria,Google Ads,10.95
2024-03-25,Campania,Google Ads,38.813
2024-03-25,Emilia-Romagna,Google Ads,31.04
2024-03-25,Friuli-Venezia Giulia,Google Ads,9.959
2024-03-25,Lazio,Google Ads,49.63
2024-03-25,Liguria,Google Ads,13.008
2024-03-25,Lombardia,Google Ads,72.375
2024-03-25,Marche,Google Ads,8.82
2024-03-25,Molise,Google Ads,3.049
2024-03-25,Piemonte,Google Ads,29.47
2024-03-25,Puglia,Google Ads,23.753
2024-03-25,Sardegna,Google Ads,10.008
2024-03-25,Sicilia,Google Ads,42.275
2024-03-25,Toscana,Google Ads,27.8
2024-03-25,Trentino-Alto Adige,Google Ads,5.039
2024-03-25,Umbria,Google Ads,6.142
2024-03-25,Valle d'Aosta,Google Ads,0.906
2024-03-25,Veneto,Google Ads,23.877
2024-04-01,Abruzzo,Google Ads,5.215
2024-04-01,Basilicata,Google Ads,2.634
2024-04-01,Calabria,Google Ads,13.559
2024-04-01,Campania,Google Ads,50.492
2024-04-01,Emilia-Romagna,Google Ads,40.096
2024-04-01,Friuli-Venezia Giulia,Google Ads,11.962
2024-04-01,Lazio,Google Ads,63.518
2024-04-01,Liguria,Google Ads,17.179
2024-04-01,Lombardia,Google Ads,89.436
2024-04-01,Marche,Google Ads,10.651
2024-04-01,Molise,Google Ads,3.709
2024-04-01,Piemonte,Google Ads,37.704
2024-04-01,Puglia,Google Ads,28.666
2024-04-01,Sardegna,Google Ads,12.755
2024-04-01,Sicilia,Google Ads,53.541
2024-04-01,Toscana,Google Ads,32.707
2024-04-01,Trentino-Alto Adige,Google Ads,6.98
2024-04-01,Umbria,Google Ads,7.221
2024-04-01,Valle d'Aosta,Google Ads,1.062
2024-04-01,Veneto,Google Ads,27.155
2024-04-08,Abruzzo,Google Ads,6.526
2024-04-08,Basilicata,Google Ads,3.33
2024-04-08,Calabria,Google Ads,17.287
2024-04-08,Campania,Google Ads,64.311
2024-04-08,Emilia-Romagna,Google Ads,50.095
2024-04-08,Friuli-Venezia Giulia,Google Ads,13.852
2024-04-08,Lazio,Google Ads,80.434
2024-04-08,Liguria,Google Ads,20.743
2024-04-08,Lombardia,Google Ads,98.826
2024-04-08,Marche,Google Ads,13.268
2024-04-08,Molise,Google Ads,4.712
2024-04-08,Piemonte,Google Ads,47.737
2024-04-08,Puglia,Google Ads,37.114
2024-04-08,Sardegna,Google Ads,16.41
2024-04-08,Sicilia,Google Ads,59.452
2024-04-08,Toscana,Google Ads,39.622
2024-04-08,Trentino-Alto Adige,Google Ads,8.69
2024-04-08,Umbria,Google Ads,9.678
2024-04-08,Valle d'Aosta,Google Ads,1.365
2024-04-08,Veneto,Google Ads,34.958
2024-04-15,Abruzzo,Google Ads,6.38
2024-04-15,Basilicata,Google Ads,3.012
2024-04-15,Calabria,Google Ads,16.914
2024-04-15,Campania,Google Ads,53.511
2024-04-15,Emilia-Romagna,Google Ads,42.563
2024-04-15,Friuli-Venezia Giulia,Google Ads,12.243
2024-04-15,Lazio,Google Ads,69.402
2024-04-15,Liguria,Google Ads,18.316
2024-04-15,Lombardia,Google Ads,85.533
2024-04-15,Marche,Google Ads,12.349
2024-04-15,Molise,Google Ads,4.096
2024-04-15,Piemonte,Google Ads,39.389
2024-04-15,Puglia,Google Ads,34.279
2024-04-15,Sardegna,Google Ads,14.982
2024-04-15,Sicilia,Google Ads,53.745
2024-04-15,Toscana,Google Ads,33.993
2024-04-15,Trentino-Alto Adige,Google Ads,7.296
2024-04-15,Umbria,Google Ads,8.494
2024-04-15,Valle d'Aosta,Google Ads,1.212
2024-04-15,Veneto,Google Ads,30.93
2024-04-22,Abruzzo,Google Ads,5.5
2024-04-22,Basilicata,Google Ads,2.81
2024-04-22,Calabria,Google Ads,14.239
2024-04-22,Campania,Google Ads,49.291
2024-04-22,Emilia-Romagna,Google Ads,35.871
2024-04-22,Friuli-Venezia Giulia,Google Ads,11.193
2024-04-22,Lazio,Google Ads,62.456
2024-04-22,Liguria,Google Ads,15.135
2024-04-22,Lombardia,Google Ads,74.466
2024-04-22,Marche,Google Ads,10.92
2024-04-22,Molise,Google Ads,3.585
2024-04-22,Piemonte,Google Ads,32.387
2024-04-22,Puglia,Google Ads,30.203
2024-04-22,Sardegna,Google Ads,12.688
2024-04-22,Sicilia,Google Ads,45.769
2024-04-22,Toscana,Google Ads,28.943
2024-04-22,Trentino-Alto Adige,Google Ads,6.488
2024-04-22,Umbria,Google Ads,7.596
2024-04-22,Valle d'Aosta,Google Ads,1.112
2024-04-22,Veneto,Google Ads,27.798
2024-04-29,Abruzzo,Google Ads,5.196
2024-04-29,Basilicata,Google Ads,3.023
2024-04-29,Calabria,Google Ads,14.95
2024-04-29,Campania,Google Ads,47.6
2024-04-29,Emilia-Romagna,Google Ads,36.462
2024-04-29,Friuli-Venezia Giulia,Google Ads,10.752
2024-04-29,Lazio,Google Ads,63.17
2024-04-29,Liguria,Google Ads,14.098
2024-04-29,Lombardia,Google Ads,74.323
2024-04-29,Marche,Google Ads,11.478
2024-04-29,Molise,Google Ads,3.344
2024-04-29,Piemonte,Google Ads,33.835
2024-04-29,Puglia,Google Ads,30.606
2024-04-29,Sardegna,Google Ads,11.762
2024-04-29,Sicilia,Google Ads,44.377
2024-04-29,Toscana,Google Ads,26.831
2024-04-29,Trentino-Alto Adige,Google Ads,5.899
2024-04-29,Umbria,Google Ads,7.595
2024-04-29,Valle d'Aosta,Google Ads,1.135
2024-04-29,Veneto,Google Ads,25.155
2024-05-06,Abruzzo,Google Ads,5.304
2024-05-06,Basilicata,Google Ads,2.882
2024-05-06,Calabria,Google Ads,13.728
2024-05-06,Campania,Google Ads,45.796
2024-05-06,Emilia-Romagna,Google Ads,39.621
2024-05-06,Friuli-Venezia Giulia,Google Ads,11.854
2024-05-06,Lazio,Google Ads,60.983
2024-05-06,Liguria,Google Ads,13.409
2024-05-06,Lombardia,Google Ads,75.663
2024-05-06,Marche,Google Ads,11.208
2024-05-06,Molise,Google Ads,3.447
2024-05-06,Piemonte,Google Ads,32.226
2024-05-06,Puglia,Google Ads,26.583
2024-05-06,Sardegna,Google Ads,11.514
2024-05-06,Sicilia,Google Ads,47.299
2024-05-06,Toscana,Google Ads,26.356
2024-05-06,Trentino-Alto Adige,Google Ads,5.781
2024-05-06,Umbria,Google Ads,7.762
2024-05-06,Valle d'Aosta,Google Ads,1.2
2024-05-06,Veneto,Google Ads,25.135
2024-05-13,Abruzzo,Google Ads,5.301
2024-05-13,Basilicata,Google Ads,3.375
2024-05-13,Calabria,Google Ads,14.833
2024-05-13,Campania,Google Ads,54.652
2024-05-13,Emilia-Romagna,Google Ads,44.361
2024-05-13,Friuli-Venezia Giulia,Google Ads,12.474
2024-05-13,Lazio,Google Ads,68.308
2024-05-13,Liguria,Google Ads,16.002
2024-05-13,Lombardia,Google Ads,83.561
2024-05-13,Marche,Google Ads,12.514
2024-05-13,Molise,Google Ads,3.93
2024-05-13,Piemonte,Google Ads,34.836
2024-05-13,Puglia,Google Ads,31.901
2024-05-13,Sardegna,Google Ads,13.676
2024-05-13,Sicilia,Google Ads,53.569
2024-05-13,Toscana,Google Ads,30.909
2024-05-13,Trentino-Alto Adige,Google Ads,6.307
2024-05-13,Umbria,Google Ads,8.166
2024-05-13,Valle d'Aosta,Google Ads,1.175
2024-05-13,Veneto,Google Ads,28.799
2024-05-20,Abruzzo,Google Ads,5.452
2024-05-20,Basilicata,Google Ads,3.193
2024-05-20,Calabria,Google Ads,15.353
2024-05-20,Campania,Google Ads,51.891
2024-05-20,Emilia-Romagna,Google Ads,42.911
2024-05-20,Friuli-Venezia Giulia,Google Ads,12.493
2024-05-20,Lazio,Google Ads,68.009
2024-05-20,Liguria,Google Ads,14.794
2024-05-20,Lombardia,Google Ads,87.587
2024-05-20,Marche,Google Ads,12.587
2024-05-20,Molise,Google Ads,4.007
2024-05-20,Piemonte,Google Ads,32.641
2024-05-20,Puglia,Google Ads,31.352
2024-05-20,Sardegna,Google Ads,14.519
2024-05-20,Sicilia,Google Ads,52.673
2024-05-20,Toscana,Google Ads,33.744
2024-05-20,Trentino-Alto Adige,Google Ads,6.453
2024-05-20,Umbria,Google Ads,8.725
2024-05-20,Valle d'Aosta,Google Ads,1.206
2024-05-20,Veneto,Google Ads,29.151
2024-05-27,Abruzzo,Google Ads,5.4
2024-05-27,Basilicata,Google Ads,3.088
2024-05-27,Calabria,Google Ads,14.452
2024-05-27,Campania,Google Ads,49.142
2024-05-27,Emilia-Romagna,Google Ads,40.165
2024-05-27,Friuli-Venezia Giulia,Google Ads,11.246
2024-05-27,Lazio,Google Ads,58.483
2024-05-27,Liguria,Google Ads,13.473
2024-05-27,Lombardia,Google Ads,79.656
2024-05-27,Marche,Google Ads,11.109
2024-05-27,Molise,Google Ads,3.907
2024-05-27,Piemonte,Google Ads,32.002
2024-05-27,Puglia,Google Ads,31.693
2024-05-27,Sardegna,Google Ads,13.387
2024-05-27,Sicilia,Google Ads,51.979
2024-05-27,Toscana,Google Ads,29.47
2024-05-27,Trentino-Alto Adige,Google Ads,6.65
2024-05-27,Umbria,Google Ads,8.565
2024-05-27,Valle d'Aosta,Google Ads,1.129
2024-05-27,Veneto,Google Ads,26.82
2024-06-03,Abruzzo,Google Ads,6.868
2024-06-03,Basilicata,Google Ads,3.279
2024-06-03,Calabria,Google Ads,17.571
2024-06-03,Campania,Google Ads,60.538
2024-06-03,Emilia-Romagna,Google Ads,50.865
2024-06-03,Friuli-Venezia Giulia,Google Ads,14.95
2024-06-03,Lazio,Google Ads,72.524
2024-06-03,Liguria,Google Ads,18.047
2024-06-03,Lombardia,Google Ads,101.812
2024-06-03,Marche,Google Ads,13.132
2024-06-03,Molise,Google Ads,5.487
2024-06-03,Piemonte,Google Ads,38.576
2024-06-03,Puglia,Google Ads,33.147
2024-06-03,Sardegna,Google Ads,16.27
2024-06-03,Sicilia,Google Ads,63.511
2024-06-03,Toscana,Google Ads,36.649
2024-06-03,Trentino-Alto Adige,Google Ads,8.168
2024-06-03,Umbria,Google Ads,9.932
2024-06-03,Valle d'Aosta,Google Ads,1.372
2024-06-03,Veneto,Google Ads,31.699
2024-06-10,Abruzzo,Google Ads,5.105
2024-06-10,Basilicata,Google Ads,2.224
2024-06-10,Calabria,Google Ads,15.428
2024-06-10,Campania,Google Ads,47.215
2024-06-10,Emilia-Romagna,Google Ads,41.598
2024-06-10,Friuli-Venezia Giulia,Google Ads,9.995
2024-06-10,Lazio,Google Ads,56.199
2024-06-10,Liguria,Google Ads,12.054
2024-06-10,Lombardia,Google Ads,77.605
2024-06-10,Marche,Google Ads,9.065
2024-06-10,Molise,Google Ads,3.879
2024-06-10,Piemonte,Google Ads,29.824
2024-06-10,Puglia,Google Ads,31.166
2024-06-10,Sardegna,Google Ads,14.135
2024-06-10,Sicilia,Google Ads,51.12
2024-06-10,Toscana,Google Ads,27.528
2024-06-10,Trentino-Alto Adige,Google Ads,6.772
2024-06-10,Umbria,Google Ads,6.843
2024-06-10,Valle d'Aosta,Google Ads,0.991
2024-06-10,Veneto,Google Ads,24.91
2024-06-17,Abruzzo,Google Ads,4.136
2024-06-17,Basilicata,Google Ads,1.807
2024-06-17,Calabria,Google Ads,14.156
2024-06-17,Campania,Google Ads,41.885
2024-06-17,Emilia-Romagna,Google Ads,37.799
2024-06-17,Friuli-Venezia Giulia,Google Ads,8.636
2024-06-17,Lazio,Google Ads,50.584
2024-06-17,Liguria,Google Ads,9.701
2024-06-17,Lombardia,Google Ads,57.557
2024-06-17,Marche,Google Ads,7.566
2024-06-17,Molise,Google Ads,2.999
2024-06-17,Piemonte,Google Ads,25.007
2024-06-17,Puglia,Google Ads,25.95
2024-06-17,Sardegna,Google Ads,13.008
2024-06-17,Sicilia,Google Ads,44.924
2024-06-17,Toscana,Google Ads,22.401
2024-06-17,Trentino-Alto Adige,Google Ads,5.791
2024-06-17,Umbria,Google Ads,5.658
2024-06-17,Valle d'Aosta,Google Ads,0.811
2024-06-17,Veneto,Google Ads,22.24
2024-06-24,Abruzzo,Google Ads,3.162
2024-06-24,Basilicata,Google Ads,1.684
2024-06-24,Calabria,Google Ads,11.864
2024-06-24,Campania,Google Ads,35.819
2024-06-24,Emilia-Romagna,Google Ads,36.495
2024-06-24,Friuli-Venezia Giulia,Google Ads,8.038
2024-06-24,Lazio,Google Ads,42.769
2024-06-24,Liguria,Google Ads,9.292
2024-06-24,Lombardia,Google Ads,46.429
2024-06-24,Marche,Google Ads,6.18
2024-06-24,Molise,Google Ads,2.686
2024-06-24,Piemonte,Google Ads,21.267
2024-06-24,Puglia,Google Ads,24.527
2024-06-24,Sardegna,Google Ads,11.692
2024-06-24,Sicilia,Google Ads,42.901
2024-06-24,Toscana,Google Ads,19.221
2024-06-24,Trentino-Alto Adige,Google Ads,5.128
2024-06-24,Umbria,Google Ads,5.284
2024-06-24,Valle d'Aosta,Google Ads,0.739
2024-06-24,Veneto,Google Ads,17.408
2024-07-01,Abruzzo,Google Ads,3.211
2024-07-01,Basilicata,Google Ads,1.551
2024-07-01,Calabria,Google Ads,10.156
2024-07-01,Campania,Google Ads,30.871
2024-07-01,Emilia-Romagna,Google Ads,35.849
2024-07-01,Friuli-Venezia Giulia,Google Ads,7.42
2024-07-01,Lazio,Google Ads,37.116
2024-07-01,Liguria,Google Ads,8.571
2024-07-01,Lombardia,Google Ads,39.439
2024-07-01,Marche,Google Ads,6.206
2024-07-01,Molise,Google Ads,2.721
2024-07-01,Piemonte,Google Ads,21.814
2024-07-01,Puglia,Google Ads,23.783
2024-07-01,Sardegna,Google Ads,12.463
2024-07-01,Sicilia,Google Ads,48.769
2024-07-01,Toscana,Google Ads,17.769
2024-07-01,Trentino-Alto Adige,Google Ads,4.483
2024-07-01,Umbria,Google Ads,4.332
2024-07-01,Valle d'Aosta,Google Ads,0.665
2024-07-01,Veneto,Google Ads,16.33
2024-07-08,Abruzzo,Google Ads,2.817
2024-07-08,Basilicata,Google Ads,1.388
2024-07-08,Calabria,Google Ads,8.185
2024-07-08,Campania,Google Ads,27.276
2024-07-08,Emilia-Romagna,Google Ads,30.771
2024-07-08,Friuli-Venezia Giulia,Google Ads,6.398
2024-07-08,Lazio,Google Ads,30.062
2024-07-08,Liguria,Google Ads,7.568
2024-07-08,Lombardia,Google Ads,37.922
2024-07-08,Marche,Google Ads,6.111
2024-07-08,Molise,Google Ads,2.323
2024-07-08,Piemonte,Google Ads,15.932
2024-07-08,Puglia,Google Ads,19.788
2024-07-08,Sardegna,Google Ads,12.009
2024-07-08,Sicilia,Google Ads,39.206
2024-07-08,Toscana,Google Ads,15.071
2024-07-08,Trentino-Alto Adige,Google Ads,3.902
2024-07-08,Umbria,Google Ads,3.694
2024-07-08,Valle d'Aosta,Google Ads,0.55
2024-07-08,Veneto,Google Ads,13.529
2024-07-15,Abruzzo,Google Ads,3.278
2024-07-15,Basilicata,Google Ads,1.733
2024-07-15,Calabria,Google Ads,9.385
2024-07-15,Campania,Google Ads,31.311
2024-07-15,Emilia-Romagna,Google Ads,35.955
2024-07-15,Friuli-Venezia Giulia,Google Ads,7.463
2024-07-15,Lazio,Google Ads,38.897
2024-07-15,Liguria,Google Ads,9.275
2024-07-15,Lombardia,Google Ads,48.411
2024-07-15,Marche,Google Ads,7.567
2024-07-15,Molise,Google Ads,2.742
2024-07-15,Piemonte,Google Ads,20.122
2024-07-15,Puglia,Google Ads,23.261
2024-07-15,Sardegna,Google Ads,14.957
2024-07-15,Sicilia,Google Ads,48.32
2024-07-15,Toscana,Google Ads,20.533
2024-07-15,Trentino-Alto Adige,Google Ads,5.215
2024-07-15,Umbria,Google Ads,4.657
2024-07-15,Valle d'Aosta,Google Ads,0.667
2024-07-15,Veneto,Google Ads,17.285
2024-07-22,Abruzzo,Google Ads,3.516
2024-07-22,Basilicata,Google Ads,1.824
2024-07-22,Calabria,Google Ads,11.397
2024-07-22,Campania,Google Ads,32.459
2024-07-22,Emilia-Romagna,Google Ads,39.27
2024-07-22,Friuli-Venezia Giulia,Google Ads,8.57
2024-07-22,Lazio,Google Ads,39.003
2024-07-22,Liguria,Google Ads,9.876
2024-07-22,Lombardia,Google Ads,54.427
2024-07-22,Marche,Google Ads,8.303
2024-07-22,Molise,Google Ads,2.773
2024-07-22,Piemonte,Google Ads,20.508
2024-07-22,Puglia,Google Ads,24.203
2024-07-22,Sardegna,Google Ads,15.894
