settimana,regione,canale,candidature_incrementali_vere
2024-02-26,Molise,Google Ads,3.303
2024-02-26,Piemonte,Google Ads,26.148
2024-02-26,Puglia,Google Ads,24.273
2024-02-26,Sardegna,Google Ads,9.056
2024-02-26,Sicilia,Google Ads,41.802
2024-02-26,Toscana,Google Ads,22.473
2024-02-26,Trentino-Alto Adige,Google Ads,5.402
2024-02-26,Umbria,Google Ads,6.31
2024-02-26,Valle d'Aosta,Google Ads,0.909
2024-02-26,Veneto,Google Ads,20.841
2024-03-04,Abruzzo,Google Ads,3.276
2024-03-04,Basilicata,Google Ads,1.549
2024-03-04,Calabria,Google Ads,7.67
2024-03-04,Campania,Google Ads,30.183
2024-03-04,Emilia-Romagna,Google Ads,27.522
2024-03-04,Friuli-Venezia Giulia,Google Ads,8.167
2024-03-04,Lazio,Google Ads,37.602
2024-03-04,Liguria,Google Ads,9.19
2024-03-04,Lombardia,Google Ads,54.676
2024-03-04,Marche,Google Ads,5.661
2024-03-04,Molise,Google Ads,2.588
2024-03-04,Piemonte,Google Ads,17.82
2024-03-04,Puglia,Google Ads,19.439
2024-03-04,Sardegna,Google Ads,6.486
2024-03-04,Sicilia,Google Ads,32.008
2024-03-04,Toscana,Google Ads,16.764
2024-03-04,Trentino-Alto Adige,Google Ads,3.872
2024-03-04,Umbria,Google Ads,4.753
2024-03-04,Valle d'Aosta,Google Ads,0.664
2024-03-04,Veneto,Google Ads,17.6
2024-03-11,Abruzzo,Google Ads,4.4
2024-03-11,Basilicata,Google Ads,2.041
2024-03-11,Calabria,Google Ads,10.44
2024-03-11,Campania,Google Ads,33.07
2024-03-11,Emilia-Romagna,Google Ads,32.775
2024-03-11,Friuli-Venezia Giulia,Google Ads,8.993
2024-03-11,Lazio,Google Ads,46.696
2024-03-11,Liguria,Google Ads,12.327
2024-03-11,Lombardia,Google Ads,70.702
2024-03-11,Marche,Google Ads,8.194
2024-03-11,Molise,Google Ads,3.095
2024-03-11,Piemonte,Google Ads,25.935
2024-03-11,Puglia,Google Ads,23.192
2024-03-11,Sardegna,Google Ads,9.263
2024-03-11,Sicilia,Google Ads,40.561
2024-03-11,Toscana,Google Ads,24.68
2024-03-11,Trentino-Alto Adige,Google Ads,5.125
2024-03-11,Umbria,Google Ads,5.74
2024-03-11,Valle d'Aosta,Google Ads,0.834
2024-03-11,Veneto,Google Ads,22.468
2024-03-18,Abruzzo,Google Ads,4.208
2024-03-18,Basilicata,Google Ads,2.009
2024-03-18,Calabria,Google Ads,10.437
2024-03-18,Campania,Google Ads,36.031
2024-03-18,Emilia-Romagna,Google Ads,31.102
2024-03-18,Friuli-Venezia Giulia,Google Ads,8.824
2024-03-18,Lazio,Google Ads,47.463
2024-03-18,Liguria,Google Ads,12.1
2024-03-18,Lombardia,Google Ads,71.534
2024-03-18,Marche,Google Ads,8.31
2024-03-18,Molise,Google Ads,2.945
2024-03-18,Piemonte,Google Ads,25.598
2024-03-18,Puglia,Google Ads,21.889
2024-03-18,Sardegna,Google Ads,8.984
2024-03-18,Sicilia,Google Ads,41.852
2024-03-18,Toscana,Google Ads,23.499
2024-03-18,Trentino-Alto Adige,Google Ads,4.708
2024-03-18,Umbria,Google Ads,6.318
2024-03-18,Valle d'Aosta,Google Ads,0.834
2024-03-18,Veneto,Google Ads,23.472
2024-03-25,Abruzzo,Google Ads,4.344
2024-03-25,Basilicata,Google Ads,2.139
2024-03-25,Calabria,Google Ads,10.798
2024-03-25,Campania,Google Ads,38.266
2024-03-25,Emilia-Romagna,Google Ads,30.605
2024-03-25,Friuli-Venezia Giulia,Google Ads,9.822
2024-03-25,Lazio,Google Ads,48.921
2024-03-25,Liguria,Google Ads,12.817
2024-03-25,Lombardia,Google Ads,71.426
2024-03-25,Marche,Google Ads,8.691
2024-03-25,Molise,Google Ads,3.01
2024-03-25,Piemonte,Google Ads,29.063
2024-03-25,Puglia,Google Ads,23.435
2024-03-25,Sardegna,Google Ads,9.862
2024-03-25,Sicilia,Google Ads,41.675
2024-03-25,Toscana,Google Ads,27.407
2024-03-25,Trentino-Alto Adige,Google Ads,4.966
2024-03-25,Umbria,Google Ads,6.054
2024-03-25,Valle d'Aosta,Google Ads,0.894
2024-03-25,Veneto,Google Ads,23.539
2024-04-01,Abruzzo,Google Ads,5.15
2024-04-01,Basilicata,Google Ads,2.6
2024-04-01,Calabria,Google Ads,13.396
2024-04-01,Campania,Google Ads,49.883
2024-04-01,Emilia-Romagna,Google Ads,39.613
2024-04-01,Friuli-Venezia Giulia,Google Ads,11.819
2024-04-01,Lazio,Google Ads,62.732
2024-04-01,Liguria,Google Ads,16.958
2024-04-01,Lombardia,Google Ads,88.438
2024-04-01,Marche,Google Ads,10.512
2024-04-01,Molise,Google Ads,3.668
2024-04-01,Piemonte,Google Ads,37.259
2024-04-01,Puglia,Google Ads,28.333
2024-04-01,Sardegna,Google Ads,12.591
2024-04-01,Sicilia,Google Ads,52.882
2024-04-01,Toscana,Google Ads,32.294
2024-04-01,Trentino-Alto Adige,Google Ads,6.894
2024-04-01,Umbria,Google Ads,7.13
2024-04-01,Valle d'Aosta,Google Ads,1.048
2024-04-01,Veneto,Google Ads,26.809
2024-04-08,Abruzzo,Google Ads,6.461
2024-04-08,Basilicata,Google Ads,3.294
2024-04-08,Calabria,Google Ads,17.121
2024-04-08,Campania,Google Ads,63.693
2024-04-08,Emilia-Romagna,Google Ads,49.609
2024-04-08,Friuli-Venezia Giulia,Google Ads,13.714
2024-04-08,Lazio,Google Ads,79.63
2024-04-08,Liguria,Google Ads,20.518
2024-04-08,Lombardia,Google Ads,97.886
2024-04-08,Marche,Google Ads,13.125
2024-04-08,Molise,Google Ads,4.671
2024-04-08,Piemonte,Google Ads,47.291
2024-04-08,Puglia,Google Ads,36.78
2024-04-08,Sardegna,Google Ads,16.239
2024-04-08,Sicilia,Google Ads,58.819
2024-04-08,Toscana,Google Ads,39.205
2024-04-08,Trentino-Alto Adige,Google Ads,8.604
2024-04-08,Umbria,Google Ads,9.58
2024-04-08,Valle d'Aosta,Google Ads,1.352
2024-04-08,Veneto,Google Ads,34.596
2024-04-15,Abruzzo,Google Ads,6.324
2024-04-15,Basilicata,Google Ads,2.983
2024-04-15,Calabria,Google Ads,16.776
2024-04-15,Campania,Google Ads,53.031
2024-04-15,Emilia-Romagna,Google Ads,42.182
2024-04-15,Friuli-Venezia Giulia,Google Ads,12.133
2024-04-15,Lazio,Google Ads,68.771
2024-04-15,Liguria,Google Ads,18.14
2024-04-15,Lombardia,Google Ads,84.788
2024-04-15,Marche,Google Ads,12.232
2024-04-15,Molise,Google Ads,4.063
2024-04-15,Piemonte,Google Ads,39.041
2024-04-15,Puglia,Google Ads,34.004
2024-04-15,Sardegna,Google Ads,14.845
2024-04-15,Sicilia,Google Ads,53.243
2024-04-15,Toscana,Google Ads,33.671
2024-04-15,Trentino-Alto Adige,Google Ads,7.228
2024-04-15,Umbria,Google Ads,8.416
2024-04-15,Valle d'Aosta,Google Ads,1.201
2024-04-15,Veneto,Google Ads,30.644
2024-04-22,Abruzzo,Google Ads,5.463
2024-04-22,Basilicata,Google Ads,2.791
2024-04-22,Calabria,Google Ads,14.146
2024-04-22,Campania,Google Ads,48.96
2024-04-22,Emilia-Romagna,Google Ads,35.621
2024-04-22,Friuli-Venezia Giulia,Google Ads,11.118
2024-04-22,Lazio,Google Ads,62.028
2024-04-22,Liguria,Google Ads,15.022
2024-04-22,Lombardia,Google Ads,73.966
2024-04-22,Marche,Google Ads,10.842
2024-04-22,Molise,Google Ads,3.563
2024-04-22,Piemonte,Google Ads,32.16
2024-04-22,Puglia,Google Ads,30.014
2024-04-22,Sardegna,Google Ads,12.598
2024-04-22,Sicilia,Google Ads,45.44
2024-04-22,Toscana,Google Ads,28.733
2024-04-22,Trentino-Alto Adige,Google Ads,6.443
2024-04-22,Umbria,Google Ads,7.544
2024-04-22,Valle d'Aosta,Google Ads,1.104
2024-04-22,Veneto,Google Ads,27.604
2024-04-29,Abruzzo,Google Ads,5.179
2024-04-29,Basilicata,Google Ads,3.014
2024-04-29,Calabria,Google Ads,14.907
2024-04-29,Campania,Google Ads,47.449
2024-04-29,Emilia-Romagna,Google Ads,36.345
2024-04-29,Friuli-Venezia Giulia,Google Ads,10.718
2024-04-29,Lazio,Google Ads,62.97
2024-04-29,Liguria,Google Ads,14.047
2024-04-29,Lombardia,Google Ads,74.092
2024-04-29,Marche,Google Ads,11.442
2024-04-29,Molise,Google Ads,3.334
2024-04-29,Piemonte,Google Ads,33.73
2024-04-29,Puglia,Google Ads,30.518
2024-04-29,Sardegna,Google Ads,11.722
2024-04-29,Sicilia,Google Ads,44.228
2024-04-29,Toscana,Google Ads,26.737
2024-04-29,Trentino-Alto Adige,Google Ads,5.878
2024-04-29,Umbria,Google Ads,7.571
2024-04-29,Valle d'Aosta,Google Ads,1.132
2024-04-29,Veneto,Google Ads,25.068
2024-05-06,Abruzzo,Google Ads,5.312
2024-05-06,Basilicata,Google Ads,2.886
2024-05-06,Calabria,Google Ads,13.747
2024-05-06,Campania,Google Ads,45.863
2024-05-06,Emilia-Romagna,Google Ads,39.682
2024-05-06,Friuli-Venezia Giulia,Google Ads,11.872
2024-05-06,Lazio,Google Ads,61.073
2024-05-06,Liguria,Google Ads,13.429
2024-05-06,Lombardia,Google Ads,75.775
2024-05-06,Marche,Google Ads,11.225
2024-05-06,Molise,Google Ads,3.453
2024-05-06,Piemonte,Google Ads,32.272
2024-05-06,Puglia,Google Ads,26.616
2024-05-06,Sardegna,Google Ads,11.531
2024-05-06,Sicilia,Google Ads,47.377
2024-05-06,Toscana,Google Ads,26.398
2024-05-06,Trentino-Alto Adige,Google Ads,5.79
2024-05-06,Umbria,Google Ads,7.774
2024-05-06,Valle d'Aosta,Google Ads,1.202
2024-05-06,Veneto,Google Ads,25.174
2024-05-13,Abruzzo,Google Ads,5.339
2024-05-13,Basilicata,Google Ads,3.399
2024-05-13,Calabria,Google Ads,14.933
2024-05-13,Campania,Google Ads,55.034
2024-05-13,Emilia-Romagna,Google Ads,44.664
2024-05-13,Friuli-Venezia Giulia,Google Ads,12.56
2024-05-13,Lazio,Google Ads,68.796
2024-05-13,Liguria,Google Ads,16.128
2024-05-13,Lombardia,Google Ads,84.134
2024-05-13,Marche,Google Ads,12.604
2024-05-13,Molise,Google Ads,3.957
2024-05-13,Piemonte,Google Ads,35.087
2024-05-13,Puglia,Google Ads,32.11
2024-05-13,Sardegna,Google Ads,13.779
2024-05-13,Sicilia,Google Ads,53.964
2024-05-13,Toscana,Google Ads,31.148
2024-05-13,Trentino-Alto Adige,Google Ads,6.355
2024-05-13,Umbria,Google Ads,8.224
2024-05-13,Valle d'Aosta,Google Ads,1.183
2024-05-13,Veneto,Google Ads,29.013
2024-05-20,Abruzzo,Google Ads,5.527
2024-05-20,Basilicata,Google Ads,3.236
2024-05-20,Calabria,Google Ads,15.549
2024-05-20,Campania,Google Ads,52.579
2024-05-20,Emilia-Romagna,Google Ads,43.47
2024-05-20,Friuli-Venezia Giulia,Google Ads,12.655
2024-05-20,Lazio,Google Ads,68.925
2024-05-20,Liguria,Google Ads,15.016
2024-05-20,Lombardia,Google Ads,88.699
2024-05-20,Marche,Google Ads,12.759
2024-05-20,Molise,Google Ads,4.055
2024-05-20,Piemonte,Google Ads,33.094
2024-05-20,Puglia,Google Ads,31.74
2024-05-20,Sardegna,Google Ads,14.72
2024-05-20,Sicilia,Google Ads,53.403
2024-05-20,Toscana,Google Ads,34.221
2024-05-20,Trentino-Alto Adige,Google Ads,6.544
2024-05-20,Umbria,Google Ads,8.84
2024-05-20,Valle d'Aosta,Google Ads,1.221
2024-05-20,Veneto,Google Ads,29.558
2024-05-27,Abruzzo,Google Ads,5.513
2024-05-27,Basilicata,Google Ads,3.152
2024-05-27,Calabria,Google Ads,14.738
2024-05-27,Campania,Google Ads,50.156
2024-05-27,Emilia-Romagna,Google Ads,40.982
2024-05-27,Friuli-Venezia Giulia,Google Ads,11.477
2024-05-27,Lazio,Google Ads,59.735
2024-05-27,Liguria,Google Ads,13.788
2024-05-27,Lombardia,Google Ads,81.242
2024-05-27,Marche,Google Ads,11.349
2024-05-27,Molise,Google Ads,3.979
2024-05-27,Piemonte,Google Ads,32.687
2024-05-27,Puglia,Google Ads,32.288
2024-05-27,Sardegna,Google Ads,13.674
2024-05-27,Sicilia,Google Ads,53.081
2024-05-27,Toscana,Google Ads,30.118
2024-05-27,Trentino-Alto Adige,Google Ads,6.793
2024-05-27,Umbria,Google Ads,8.737
2024-05-27,Valle d'Aosta,Google Ads,1.151
2024-05-27,Veneto,Google Ads,27.401
2024-06-03,Abruzzo,Google Ads,7.043
2024-06-03,Basilicata,Google Ads,3.369
2024-06-03,Calabria,Google Ads,17.999
2024-06-03,Campania,Google Ads,62.093
2024-06-03,Emilia-Romagna,Google Ads,52.128
2024-06-03,Friuli-Venezia Giulia,Google Ads,15.318
2024-06-03,Lazio,Google Ads,74.495
2024-06-03,Liguria,Google Ads,18.584
2024-06-03,Lombardia,Google Ads,104.256
2024-06-03,Marche,Google Ads,13.499
2024-06-03,Molise,Google Ads,5.595
2024-06-03,Piemonte,Google Ads,39.622
2024-06-03,Puglia,Google Ads,33.966
2024-06-03,Sardegna,Google Ads,16.712
2024-06-03,Sicilia,Google Ads,65.197
2024-06-03,Toscana,Google Ads,37.68
2024-06-03,Trentino-Alto Adige,Google Ads,8.386
2024-06-03,Umbria,Google Ads,10.185
2024-06-03,Valle d'Aosta,Google Ads,1.405
2024-06-03,Veneto,Google Ads,32.584
2024-06-10,Abruzzo,Google Ads,5.285
2024-06-10,Basilicata,Google Ads,2.309
2024-06-10,Calabria,Google Ads,15.923
2024-06-10,Campania,Google Ads,48.865
2024-06-10,Emilia-Romagna,Google Ads,42.991
2024-06-10,Friuli-Venezia Giulia,Google Ads,10.351
2024-06-10,Lazio,Google Ads,58.25
2024-06-10,Liguria,Google Ads,12.535
2024-06-10,Lombardia,Google Ads,80.21
2024-06-10,Marche,Google Ads,9.411
2024-06-10,Molise,Google Ads,3.997
2024-06-10,Piemonte,Google Ads,30.911
2024-06-10,Puglia,Google Ads,32.151
2024-06-10,Sardegna,Google Ads,14.633
2024-06-10,Sicilia,Google Ads,52.932
2024-06-10,Toscana,Google Ads,28.564
2024-06-10,Trentino-Alto Adige,Google Ads,7.012
2024-06-10,Umbria,Google Ads,7.091
2024-06-10,Valle d'Aosta,Google Ads,1.025
2024-06-10,Veneto,Google Ads,25.835
2024-06-17,Abruzzo,Google Ads,4.318
2024-06-17,Basilicata,Google Ads,1.892
2024-06-17,Calabria,Google Ads,14.706
2024-06-17,Campania,Google Ads,43.668
2024-06-17,Emilia-Romagna,Google Ads,39.335
2024-06-17,Friuli-Venezia Giulia,Google Ads,9.016
2024-06-17,Lazio,Google Ads,52.812
2024-06-17,Liguria,Google Ads,10.174
2024-06-17,Lombardia,Google Ads,60.055
2024-06-17,Marche,Google Ads,7.921
2024-06-17,Molise,Google Ads,3.12
2024-06-17,Piemonte,Google Ads,26.127
2024-06-17,Puglia,Google Ads,26.983
2024-06-17,Sardegna,Google Ads,13.556
2024-06-17,Sicilia,Google Ads,46.863
2024-06-17,Toscana,Google Ads,23.436
2024-06-17,Trentino-Alto Adige,Google Ads,6.042
2024-06-17,Umbria,Google Ads,5.913
2024-06-17,Valle d'Aosta,Google Ads,0.846
2024-06-17,Veneto,Google Ads,23.236
2024-06-24,Abruzzo,Google Ads,3.324
2024-06-24,Basilicata,Google Ads,1.772
2024-06-24,Calabria,Google Ads,12.402
2024-06-24,Campania,Google Ads,37.562
2024-06-24,Emilia-Romagna,Google Ads,38.134
2024-06-24,Friuli-Venezia Giulia,Google Ads,8.431
2024-06-24,Lazio,Google Ads,44.913
2024-06-24,Liguria,Google Ads,9.793
2024-06-24,Lombardia,Google Ads,48.766
2024-06-24,Marche,Google Ads,6.509
2024-06-24,Molise,Google Ads,2.81
2024-06-24,Piemonte,Google Ads,22.348
2024-06-24,Puglia,Google Ads,25.619
2024-06-24,Sardegna,Google Ads,12.247
2024-06-24,Sicilia,Google Ads,44.952
2024-06-24,Toscana,Google Ads,20.225
2024-06-24,Trentino-Alto Adige,Google Ads,5.378
2024-06-24,Umbria,Google Ads,5.548
2024-06-24,Valle d'Aosta,Google Ads,0.774
2024-06-24,Veneto,Google Ads,18.305
2024-07-01,Abruzzo,Google Ads,3.377
2024-07-01,Basilicata,Google Ads,1.634
2024-07-01,Calabria,Google Ads,10.647
2024-07-01,Campania,Google Ads,32.448
2024-07-01,Emilia-Romagna,Google Ads,37.486
2024-07-01,Friuli-Venezia Giulia,Google Ads,7.795
2024-07-01,Lazio,Google Ads,39.058
2024-07-01,Liguria,Google Ads,9.042
2024-07-01,Lombardia,Google Ads,41.522
2024-07-01,Marche,Google Ads,6.539
2024-07-01,Molise,Google Ads,2.848
2024-07-01,Piemonte,Google Ads,22.93
2024-07-01,Puglia,Google Ads,24.866
2024-07-01,Sardegna,Google Ads,13.049
2024-07-01,Sicilia,Google Ads,51.028
2024-07-01,Toscana,Google Ads,18.723
2024-07-01,Trentino-Alto Adige,Google Ads,4.712
2024-07-01,Umbria,Google Ads,4.56
2024-07-01,Valle d'Aosta,Google Ads,0.699
2024-07-01,Veneto,Google Ads,17.194
2024-07-08,Abruzzo,Google Ads,2.954
2024-07-08,Basilicata,Google Ads,1.457
2024-07-08,Calabria,Google Ads,8.57
2024-07-08,Campania,Google Ads,28.586
2024-07-08,Emilia-Romagna,Google Ads,32.125
2024-07-08,Friuli-Venezia Giulia,Google Ads,6.704
2024-07-08,Lazio,Google Ads,31.56
2024-07-08,Liguria,Google Ads,7.955
2024-07-08,Lombardia,Google Ads,39.766
2024-07-08,Marche,Google Ads,6.411
2024-07-08,Molise,Google Ads,2.428
2024-07-08,Piemonte,Google Ads,16.728
2024-07-08,Puglia,Google Ads,20.666
2024-07-08,Sardegna,Google Ads,12.531
2024-07-08,Sicilia,Google Ads,40.988
2024-07-08,Toscana,Google Ads,15.83
2024-07-08,Trentino-Alto Adige,Google Ads,4.09
2024-07-08,Umbria,Google Ads,3.877
2024-07-08,Valle d'Aosta,Google Ads,0.576
2024-07-08,Veneto,Google Ads,14.206
2024-07-15,Abruzzo,Google Ads,3.396
2024-07-15,Basilicata,Google Ads,1.797
2024-07-15,Calabria,Google Ads,9.71
2024-07-15,Campania,Google Ads,32.428
2024-07-15,Emilia-Romagna,Google Ads,37.102
2024-07-15,Friuli-Venezia Giulia,Google Ads,7.727
2024-07-15,Lazio,Google Ads,40.3
2024-07-15,Liguria,Google Ads,9.625
2024-07-15,Lombardia,Google Ads,50.114
2024-07-15,Marche,Google Ads,7.839
2024-07-15,Molise,Google Ads,2.83
2024-07-15,Piemonte,Google Ads,20.851
2024-07-15,Puglia,Google Ads,24.008
2024-07-15,Sardegna,Google Ads,15.414
2024-07-15,Sicilia,Google Ads,49.885
2024-07-15,Toscana,Google Ads,21.276
2024-07-15,Trentino-Alto Adige,Google Ads,5.392
2024-07-15,Umbria,Google Ads,4.826
2024-07-15,Valle d'Aosta,Google Ads,0.69
2024-07-15,Veneto,Google Ads,17.915
2024-07-22,Abruzzo,Google Ads,3.583
2024-07-22,Basilicata,Google Ads,1.86
2024-07-22,Calabria,Google Ads,11.592
2024-07-22,Campania,Google Ads,33.082
2024-07-22,Emilia-Romagna,Google Ads,39.921
2024-07-22,Friuli-Venezia Giulia,Google Ads,8.726
2024-07-22,Lazio,Google Ads,39.772
2024-07-22,Liguria,Google Ads,10.076
2024-07-22,Lombardia,Google Ads,55.423
2024-07-22,Marche,Google Ads,8.461
2024-07-22,Molise,Google Ads,2.822
2024-07-22,Piemonte,Google Ads,20.912
2024-07-22,Puglia,Google Ads,24.618
2024-07-22,Sardegna,Google Ads,16.151
