settimana,regione,candidature
2024-01-29,Campania,708
2024-01-29,Emilia-Romagna,493
2024-01-29,Friuli-Venezia Giulia,155
2024-01-29,Lazio,1076
2024-01-29,Liguria,216
2024-01-29,Lombardia,1291
2024-01-29,Marche,247
2024-01-29,Molise,45
2024-01-29,Piemonte,536
2024-01-29,Puglia,482
2024-01-29,Sardegna,238
2024-01-29,Sicilia,560
2024-01-29,Toscana,430
2024-01-29,Trentino-Alto Adige,133
2024-01-29,Umbria,65
2024-01-29,Valle d'Aosta,6
2024-01-29,Veneto,548
2024-02-05,Abruzzo,164
2024-02-05,Basilicata,73
2024-02-05,Calabria,211
2024-02-05,Campania,666
2024-02-05,Emilia-Romagna,558
2024-02-05,Friuli-Venezia Giulia,136
2024-02-05,Lazio,874
2024-02-05,Liguria,204
2024-02-05,Lombardia,1422
2024-02-05,Marche,168
2024-02-05,Molise,40
2024-02-05,Piemonte,495
2024-02-05,Puglia,345
2024-02-05,Sardegna,239
2024-02-05,Sicilia,477
2024-02-05,Toscana,341
2024-02-05,Trentino-Alto Adige,131
2024-02-05,Umbria,100
2024-02-05,Valle d'Aosta,9
2024-02-05,Veneto,569
2024-02-12,Abruzzo,181
2024-02-12,Basilicata,71
2024-02-12,Calabria,264
2024-02-12,Campania,626
2024-02-12,Emilia-Romagna,521
2024-02-12,Friuli-Venezia Giulia,144
2024-02-12,Lazio,925
2024-02-12,Liguria,241
2024-02-12,Lombardia,1490
2024-02-12,Marche,224
2024-02-12,Molise,43
2024-02-12,Piemonte,540
2024-02-12,Puglia,570
2024-02-12,Sardegna,169
2024-02-12,Sicilia,552
2024-02-12,Toscana,358
2024-02-12,Trentino-Alto Adige,162
2024-02-12,Umbria,87
2024-02-12,Valle d'Aosta,12
2024-02-12,Veneto,569
2024-02-19,Abruzzo,101
2024-02-19,Basilicata,79
2024-02-19,Calabria,229
2024-02-19,Campania,828
2024-02-19,Emilia-Romagna,444
2024-02-19,Friuli-Venezia Giulia,116
2024-02-19,Lazio,854
2024-02-19,Liguria,253
2024-02-19,Lombardia,1218
2024-02-19,Marche,252
2024-02-19,Molise,44
2024-02-19,Piemonte,569
2024-02-19,Puglia,472
2024-02-19,Sardegna,204
2024-02-19,Sicilia,484
2024-02-19,Toscana,455
2024-02-19,Trentino-Alto Adige,128
2024-02-19,Umbria,107
2024-02-19,Valle d'Aosta,17
2024-02-19,Veneto,544
2024-02-26,Abruzzo,204
2024-02-26,Basilicata,71
2024-02-26,Calabria,218
2024-02-26,Campania,696
2024-02-26,Emilia-Romagna,515
2024-02-26,Friuli-Venezia Giulia,168
2024-02-26,Lazio,938
2024-02-26,Liguria,174
2024-02-26,Lombardia,1126
2024-02-26,Marche,225
2024-02-26,Molise,34
2024-02-26,Piemonte,509
2024-02-26,Puglia,544
2024-02-26,Sardegna,217
2024-02-26,Sicilia,623
2024-02-26,Toscana,499
2024-02-26,Trentino-Alto Adige,194
2024-02-26,Umbria,118
2024-02-26,Valle d'Aosta,6
2024-02-26,Veneto,588
2024-03-04,Abruzzo,154
2024-03-04,Basilicata,82
2024-03-04,Calabria,202
2024-03-04,Campania,767
2024-03-04,Emilia-Romagna,495
2024-03-04,Friuli-Venezia Giulia,165
2024-03-04,Lazio,1127
2024-03-04,Liguria,219
2024-03-04,Lombardia,1268
2024-03-04,Marche,271
2024-03-04,Molise,44
2024-03-04,Piemonte,476
2024-03-04,Puglia,380
2024-03-04,Sardegna,211
2024-03-04,Sicilia,520
2024-03-04,Toscana,439
2024-03-04,Trentino-Alto Adige,132
2024-03-04,Umbria,92
2024-03-04,Valle d'Aosta,10
2024-03-04,Veneto,664
2024-03-11,Abruzzo,182
2024-03-11,Basilicata,87
2024-03-11,Calabria,194
2024-03-11,Campania,635
2024-03-11,Emilia-Romagna,482
2024-03-11,Friuli-Venezia Giulia,152
2024-03-11,Lazio,1142
2024-03-11,Liguria,252
2024-03-11,Lombardia,1406
2024-03-11,Marche,238
2024-03-11,Molise,37
2024-03-11,Piemonte,442
2024-03-11,Puglia,508
2024-03-11,Sardegna,248
2024-03-11,Sicilia,524
2024-03-11,Toscana,362
2024-03-11,Trentino-Alto Adige,147
2024-03-11,Umbria,110
2024-03-11,Valle d'Aosta,10
2024-03-11,Veneto,633
2024-03-18,Abruzzo,180
2024-03-18,Basilicata,57
2024-03-18,Calabria,276
2024-03-18,Campania,745
2024-03-18,Emilia-Romagna,558
2024-03-18,Friuli-Venezia Giulia,155
2024-03-18,Lazio,983
2024-03-18,Liguria,264
2024-03-18,Lombardia,1144
2024-03-18,Marche,244
2024-03-18,Molise,34
2024-03-18,Piemonte,525
2024-03-18,Puglia,474
2024-03-18,Sardegna,217
2024-03-18,Sicilia,518
2024-03-18,Toscana,401
2024-03-18,Trentino-Alto Adige,137
2024-03-18,Umbria,117
2024-03-18,Valle d'Aosta,11
2024-03-18,Veneto,667
2024-03-25,Abruzzo,189
2024-03-25,Basilicata,88
2024-03-25,Calabria,193
2024-03-25,Campania,640
2024-03-25,Emilia-Romagna,422
2024-03-25,Friuli-Venezia Giulia,158
2024-03-25,Lazio,836
2024-03-25,Liguria,219
2024-03-25,Lombardia,1378
2024-03-25,Marche,264
2024-03-25,Molise,26
2024-03-25,Piemonte,562
2024-03-25,Puglia,540
2024-03-25,Sardegna,202
2024-03-25,Sicilia,481
2024-03-25,Toscana,466
2024-03-25,Trentino-Alto Adige,145
2024-03-25,Umbria,102
2024-03-25,Valle d'Aosta,15
2024-03-25,Veneto,654
2024-04-01,Abruzzo,161
2024-04-01,Basilicata,91
2024-04-01,Calabria,195
2024-04-01,Campania,584
2024-04-01,Emilia-Romagna,514
2024-04-01,Friuli-Venezia Giulia,127
2024-04-01,Lazio,1013
2024-04-01,Liguria,224
2024-04-01,Lombardia,1272
2024-04-01,Marche,327
2024-04-01,Molise,31
2024-04-01,Piemonte,435
2024-04-01,Puglia,503
2024-04-01,Sardegna,189
2024-04-01,Sicilia,474
2024-04-01,Toscana,368
2024-04-01,Trentino-Alto Adige,165
2024-04-01,Umbria,108
2024-04-01,Valle d'Aosta,10
2024-04-01,Veneto,629
2024-04-08,Abruzzo,135
2024-04-08,Basilicata,55
2024-04-08,Calabria,186
2024-04-08,Campania,612
2024-04-08,Emilia-Romagna,473
2024-04-08,Friuli-Venezia Giulia,132
2024-04-08,Lazio,968
2024-04-08,Liguria,253
2024-04-08,Lombardia,1075
2024-04-08,Marche,256
2024-04-08,Molise,35
2024-04-08,Piemonte,528
2024-04-08,Puglia,402
2024-04-08,Sardegna,185
2024-04-08,Sicilia,496
2024-04-08,Toscana,392
2024-04-08,Trentino-Alto Adige,126
2024-04-08,Umbria,95
2024-04-08,Valle d'Aosta,7
2024-04-08,Veneto,723
2024-04-15,Abruzzo,167
2024-04-15,Basilicata,75
2024-04-15,Calabria,217
2024-04-15,Campania,714
2024-04-15,Emilia-Romagna,473
2024-04-15,Friuli-Venezia Giulia,181
2024-04-15,Lazio,1107
2024-04-15,Liguria,232
2024-04-15,Lombardia,1103
2024-04-15,Marche,222
2024-04-15,Molise,35
2024-04-15,Piemonte,549
2024-04-15,Puglia,460
2024-04-15,Sardegna,216
2024-04-15,Sicilia,508
2024-04-15,Toscana,377
2024-04-15,Trentino-Alto Adige,144
2024-04-15,Umbria,118
2024-04-15,Valle d'Aosta,15
2024-04-15,Veneto,604
2024-04-22,Abruzzo,148
2024-04-22,Basilicata,89
2024-04-22,Calabria,205
2024-04-22,Campania,805
2024-04-22,Emilia-Romagna,480
2024-04-22,Friuli-Venezia Giulia,191
2024-04-22,Lazio,1049
2024-04-22,Liguria,240
2024-04-22,Lombardia,1366
2024-04-22,Marche,252
2024-04-22,Molise,33
2024-04-22,Piemonte,531
2024-04-22,Puglia,448
2024-04-22,Sardegna,237
2024-04-22,Sicilia,492
2024-04-22,Toscana,455
2024-04-22,Trentino-Alto Adige,171
2024-04-22,Umbria,110
2024-04-22,Valle d'Aosta,14
2024-04-22,Veneto,536
2024-04-29,Abruzzo,152
2024-04-29,Basilicata,109
2024-04-29,Calabria,228
2024-04-29,Campania,578
2024-04-29,Emilia-Romagna,500
2024-04-29,Friuli-Venezia Giulia,159
2024-04-29,Lazio,911
2024-04-29,Liguria,231
2024-04-29,Lombardia,1162
2024-04-29,Marche,260
2024-04-29,Molise,39
2024-04-29,Piemonte,522
2024-04-29,Puglia,407
2024-04-29,Sardegna,228
2024-04-29,Sicilia,592
2024-04-29,Toscana,423
2024-04-29,Trentino-Alto Adige,145
2024-04-29,Umbria,129
2024-04-29,Valle d'Aosta,17
2024-04-29,Veneto,556
2024-05-06,Abruzzo,227
2024-05-06,Basilicata,67
2024-05-06,Calabria,261
2024-05-06,Campania,738
2024-05-06,Emilia-Romagna,628
2024-05-06,Friuli-Venezia Giulia,146
2024-05-06,Lazio,869
2024-05-06,Liguria,234
2024-05-06,Lombardia,1183
2024-05-06,Marche,215
2024-05-06,Molise,28
2024-05-06,Piemonte,514
2024-05-06,Puglia,511
2024-05-06,Sardegna,243
2024-05-06,Sicilia,519
2024-05-06,Toscana,466
2024-05-06,Trentino-Alto Adige,143
2024-05-06,Umbria,105
2024-05-06,Valle d'Aosta,5
2024-05-06,Veneto,613
2024-05-13,Abruzzo,175
2024-05-13,Basilicata,90
2024-05-13,Calabria,224
2024-05-13,Campania,660
2024-05-13,Emilia-Romagna,501
2024-05-13,Friuli-Venezia Giulia,152
2024-05-13,Lazio,991
2024-05-13,Liguria,228
2024-05-13,Lombardia,1248
2024-05-13,Marche,264
2024-05-13,Molise,26
2024-05-13,Piemonte,483
2024-05-13,Puglia,484
2024-05-13,Sardegna,256
2024-05-13,Sicilia,567
2024-05-13,Toscana,501
2024-05-13,Trentino-Alto Adige,155
2024-05-13,Umbria,122
2024-05-13,Valle d'Aosta,6
2024-05-13,Veneto,675
2024-05-20,Abruzzo,199
2024-05-20,Basilicata,83
2024-05-20,Calabria,285
2024-05-20,Campania,820
2024-05-20,Emilia-Romagna,536
2024-05-20,Friuli-Venezia Giulia,153
2024-05-20,Lazio,1125
2024-05-20,Liguria,235
2024-05-20,Lombardia,1354
2024-05-20,Marche,268
2024-05-20,Molise,43
2024-05-20,Piemonte,503
2024-05-20,Puglia,610
2024-05-20,Sardegna,292
2024-05-20,Sicilia,743
2024-05-20,Toscana,420
2024-05-20,Trentino-Alto Adige,163
2024-05-20,Umbria,120
2024-05-20,Valle d'Aosta,19
2024-05-20,Veneto,771
2024-05-27,Abruzzo,206
2024-05-27,Basilicata,86
2024-05-27,Calabria,420
2024-05-27,Campania,861
2024-05-27,Emilia-Romagna,571
2024-05-27,Friuli-Venezia Giulia,143
2024-05-27,Lazio,1125
2024-05-27,Liguria,227
2024-05-27,Lombardia,1385
2024-05-27,Marche,282
2024-05-27,Molise,19
2024-05-27,Piemonte,651
2024-05-27,Puglia,621
2024-05-27,Sardegna,249
2024-05-27,Sicilia,723
2024-05-27,Toscana,524
2024-05-27,Trentino-Alto Adige,161
2024-05-27,Umbria,131
2024-05-27,Valle d'Aosta,9
2024-05-27,Veneto,686
2024-06-03,Abruzzo,200
2024-06-03,Basilicata,88
2024-06-03,Calabria,275
2024-06-03,Campania,773
2024-06-03,Emilia-Romagna,608
2024-06-03,Friuli-Venezia Giulia,193
2024-06-03,Lazio,1209
2024-06-03,Liguria,225
2024-06-03,Lombardia,1558
2024-06-03,Marche,269
2024-06-03,Molise,49
2024-06-03,Piemonte,593
2024-06-03,Puglia,586
2024-06-03,Sardegna,346
2024-06-03,Sicilia,761
2024-06-03,Toscana,472
2024-06-03,Trentino-Alto Adige,205
2024-06-03,Umbria,152
2024-06-03,Valle d'Aosta,9
2024-06-03,Veneto,692
2024-06-10,Abruzzo,150
2024-06-10,Basilicata,88
2024-06-10,Calabria,345
2024-06-10,Campania,750
2024-06-10,Emilia-Romagna,552
2024-06-10,Friuli-Venezia Giulia,182
2024-06-10,Lazio,1131
2024-06-10,Liguria,282
2024-06-10,Lombardia,1473
2024-06-10,Marche,305
2024-06-10,Molise,29
2024-06-10,Piemonte,543
2024-06-10,Puglia,642
2024-06-10,Sardegna,311
2024-06-10,Sicilia,579
2024-06-10,Toscana,487
2024-06-10,Trentino-Alto Adige,223
2024-06-10,Umbria,128
2024-06-10,Valle d'Aosta,7
2024-06-10,Veneto,746
2024-06-17,Abruzzo,154
2024-06-17,Basilicata,110
2024-06-17,Calabria,327
2024-06-17,Campania,799
2024-06-17,Emilia-Romagna,707
2024-06-17,Friuli-Venezia Giulia,202
2024-06-17,Lazio,1270
2024-06-17,Liguria,282
2024-06-17,Lombardia,1397
2024-06-17,Marche,295
2024-06-17,Molise,61
2024-06-17,Piemonte,592
2024-06-17,Puglia,566
2024-06-17,Sardegna,204
2024-06-17,Sicilia,791
2024-06-17,Toscana,484
2024-06-17,Trentino-Alto Adige,178
2024-06-17,Umbria,104
2024-06-17,Valle d'Aosta,11
2024-06-17,Veneto,760
2024-06-24,Abruzzo,186
2024-06-24,Basilicata,85
2024-06-24,Calabria,248
2024-06-24,Campania,782
2024-06-24,Emilia-Romagna,656
2024-06-24,Friuli-Venezia Giulia,166
2024-06-24,Lazio,1072
2024-06-24,Liguria,276
2024-06-24,Lombardia,1241
2024-06-24,Marche,256
2024-06-24,Molise,37
2024-06-24,Piemonte,560
2024-06-24,Puglia,618
2024-06-24,Sardegna,218
2024-06-24,Sicilia,690
2024-06-24,Toscana,439
2024-06-24,Trentino-Alto Adige,187
2024-06-24,Umbria,95
2024-06-24,Valle d'Aosta,11
2024-06-24,Veneto,713
2024-07-01,Abruzzo,154
2024-07-01,Basilicata,76
2024-07-01,Calabria,280
2024-07-01,Campania,779
2024-07-01,Emilia-Romagna,548
2024-07-01,Friuli-Venezia Giulia,156
2024-07-01,Lazio,1232
2024-07-01,Liguria,238
2024-07-01,Lombardia,1256
2024-07-01,Marche,283
2024-07-01,Molise,38
2024-07-01,Piemonte,579
2024-07-01,Puglia,655
2024-07-01,Sardegna,287
2024-07-01,Sicilia,720
2024-07-01,Toscana,529
2024-07-01,Trentino-Alto Adige,170
2024-07-01,Umbria,92
2024-07-01,Valle d'Aosta,6
2024-07-01,Veneto,673
2024-07-08,Abruzzo,183
2024-07-08,Basilicata,93
2024-07-08,Calabria,262
2024-07-08,Campania,851
2024-07-08,Emilia-Romagna,653
2024-07-08,Friuli-Venezia Giulia,154
2024-07-08,Lazio,1219
2024-07-08,Liguria,274
2024-07-08,Lombardia,1477
2024-07-08,Marche,280
2024-07-08,Molise,52
2024-07-08,Piemonte,583
2024-07-08,Puglia,634
2024-07-08,Sardegna,264
2024-07-08,Sicilia,703
2024-07-08,Toscana,528
2024-07-08,Trentino-Alto Adige,176
2024-07-08,Umbria,104
2024-07-08,Valle d'Aosta,18
2024-07-08,Veneto,600
2024-07-15,Abruzzo,160
2024-07-15,Basilicata,92
2024-07-15,Calabria,307
2024-07-15,Campania,782
2024-07-15,Emilia-Romagna,684
2024-07-15,Friuli-Venezia Giulia,147
2024-07-15,Lazio,888
2024-07-15,Liguria,257
2024-07-15,Lombardia,1234
2024-07-15,Marche,293
2024-07-15,Molise,46
2024-07-15,Piemonte,480
2024-07-15,Puglia,632
2024-07-15,Sardegna,297
2024-07-15,Sicilia,804
2024-07-15,Toscana,517
2024-07-15,Trentino-Alto Adige,149
2024-07-15,Umbria,129
2024-07-15,Valle d'Aosta,9
2024-07-15,Veneto,629
2024-07-22,Abruzzo,147
2024-07-22,Basilicata,65
2024-07-22,Calabria,262
2024-07-22,Campania,716
2024-07-22,Emilia-Romagna,631
2024-07-22,Friuli-Venezia Giulia,159
2024-07-22,Lazio,959
2024-07-22,Liguria,239
2024-07-22,Lombardia,1269
2024-07-22,Marche,261
2024-07-22,Molise,21
2024-07-22,Piemonte,490
2024-07-22,Puglia,536
2024-07-22,Sardegna,262
2024-07-22,Sicilia,770
2024-07-22,Toscana,497
2024-07-22,Trentino-Alto Adige,151
2024-07-22,Umbria,99
2024-07-22,Valle d'Aosta,13
2024-07-22,Veneto,680
2024-07-29,Abruzzo,164
2024-07-29,Basilicata,79
2024-07-29,Calabria,266
2024-07-29,Campania,745
2024-07-29,Emilia-Romagna,499
2024-07-29,Friuli-Venezia Giulia,136
2024-07-29,Lazio,1040
2024-07-29,Liguria,206
2024-07-29,Lombardia,1037
2024-07-29,Marche,183
2024-07-29,Molise,38
2024-07-29,Piemonte,409
2024-07-29,Puglia,475
2024-07-29,Sardegna,297
2024-07-29,Sicilia,638
2024-07-29,Toscana,476
2024-07-29,Trentino-Alto Adige,142
2024-07-29,Umbria,119
2024-07-29,Valle d'Aosta,5
2024-07-29,Veneto,649
2024-08-05,Abruzzo,139
2024-08-05,Basilicata,65
2024-08-05,Calabria,227
2024-08-05,Campania,661
2024-08-05,Emilia-Romagna,448
2024-08-05,Friuli-Venezia Giulia,147
2024-08-05,Lazio,997
2024-08-05,Liguria,251
2024-08-05,Lombardia,1231
2024-08-05,Marche,184
2024-08-05,Molise,47
2024-08-05,Piemonte,446
2024-08-05,Puglia,562
2024-08-05,Sardegna,225
2024-08-05,Sicilia,505
2024-08-05,Toscana,493
2024-08-05,Trentino-Alto Adige,179
2024-08-05,Umbria,139
2024-08-05,Valle d'Aosta,8
2024-08-05,Veneto,548
2024-08-12,Abruzzo,167
2024-08-12,Basilicata,59
2024-08-12,Calabria,232
2024-08-12,Campania,716
2024-08-12,Emilia-Romagna,451
2024-08-12,Friuli-Venezia Giulia,131
2024-08-12,Lazio,949
2024-08-12,Liguria,171
2024-08-12,Lombardia,1052
2024-08-12,Marche,198
2024-08-12,Molise,37
2024-08-12,Piemonte,485
2024-08-12,Puglia,514
2024-08-12,Sardegna,207
2024-08-12,Sicilia,635
2024-08-12,Toscana,371
2024-08-12,Trentino-Alto Adige,158
2024-08-12,Umbria,87
2024-08-12,Valle d'Aosta,8
2024-08-12,Veneto,562
2024-08-19,Abruzzo,121
2024-08-19,Basilicata,55
2024-08-19,Calabria,190
2024-08-19,Campania,624
2024-08-19,Emilia-Romagna,434
2024-08-19,Friuli-Venezia Giulia,136
2024-08-19,Lazio,986
2024-08-19,Liguria,223
2024-08-19,Lombardia,1298
2024-08-19,Marche,254
2024-08-19,Molise,25
2024-08-19,Piemonte,454
2024-08-19,Puglia,477
2024-08-19,Sardegna,186
2024-08-19,Sicilia,507
2024-08-19,Toscana,329
2024-08-19,Trentino-Alto Adige,118
2024-08-19,Umbria,120
2024-08-19,Valle d'Aosta,7
2024-08-19,Veneto,492
2024-08-26,Abruzzo,172
2024-08-26,Basilicata,87
2024-08-26,Calabria,284
2024-08-26,Campania,714
2024-08-26,Emilia-Romagna,492
2024-08-26,Friuli-Venezia Giulia,152
2024-08-26,Lazio,1056
2024-08-26,Liguria,186
2024-08-26,Lombardia,1545
2024-08-26,Marche,229
2024-08-26,Molise,39
2024-08-26,Piemonte,516
2024-08-26,Puglia,496
2024-08-26,Sardegna,266
2024-08-26,Sicilia,557
2024-08-26,Toscana,473
2024-08-26,Trentino-Alto Adige,168
2024-08-26,Umbria,102
2024-08-26,Valle d'Aosta,9
2024-08-26,Veneto,695
2024-09-02,Abruzzo,190
2024-09-02,Basilicata,94
2024-09-02,Calabria,239
2024-09-02,Campania,678
2024-09-02,Emilia-Romagna,580
2024-09-02,Friuli-Venezia Giulia,168
2024-09-02,Lazio,1166
2024-09-02,Liguria,229
2024-09-02,Lombardia,1443
2024-09-02,Marche,337
2024-09-02,Molise,35
2024-09-02,Piemonte,560
2024-09-02,Puglia,479
2024-09-02,Sardegna,274
2024-09-02,Sicilia,607
2024-09-02,Toscana,503
2024-09-02,Trentino-Alto Adige,177
2024-09-02,Umbria,115
2024-09-02,Valle d'Aosta,9
2024-09-02,Veneto,724
2024-09-09,Abruzzo,196
2024-09-09,Basilicata,106
2024-09-09,Calabria,234
2024-09-09,Campania,777
2024-09-09,Emilia-Romagna,547
2024-09-09,Friuli-Venezia Giulia,171
2024-09-09,Lazio,1094
2024-09-09,Liguria,286
2024-09-09,Lombardia,1378
2024-09-09,Marche,284
2024-09-09,Molise,40
2024-09-09,Piemonte,533
2024-09-09,Puglia,540
2024-09-09,Sardegna,262
2024-09-09,Sicilia,646
2024-09-09,Toscana,489
2024-09-09,Trentino-Alto Adige,139
2024-09-09,Umbria,104
2024-09-09,Valle d'Aosta,12
2024-09-09,Veneto,722
2024-09-16,Abruzzo,197
2024-09-16,Basilicata,100
2024-09-16,Calabria,238
2024-09-16,Campania,711
2024-09-16,Emilia-Romagna,549
2024-09-16,Friuli-Venezia Giulia,164
2024-09-16,Lazio,1071
2024-09-16,Liguria,239
2024-09-16,Lombardia,1517
2024-09-16,Marche,265
2024-09-16,Molise,19
2024-09-16,Piemonte,553
2024-09-16,Puglia,513
2024-09-16,Sardegna,224
2024-09-16,Sicilia,641
2024-09-16,Toscana,461
2024-09-16,Trentino-Alto Adige,147
2024-09-16,Umbria,106
2024-09-16,Valle d'Aosta,14
2024-09-16,Veneto,639
2024-09-23,Abruzzo,129
2024-09-23,Basilicata,87
2024-09-23,Calabria,238
2024-09-23,Campania,760
2024-09-23,Emilia-Romagna,543
2024-09-23,Friuli-Venezia Giulia,163
2024-09-23,Lazio,1195
2024-09-23,Liguria,206
2024-09-23,Lombardia,1462
2024-09-23,Marche,314
2024-09-23,Molise,52
2024-09-23,Piemonte,706
2024-09-23,Puglia,421
2024-09-23,Sardegna,213
2024-09-23,Sicilia,520
2024-09-23,Toscana,430
2024-09-23,Trentino-Alto Adige,164
2024-09-23,Umbria,128
2024-09-23,Valle d'Aosta,17
2024-09-23,Veneto,713
2024-09-30,Abruzzo,178
2024-09-30,Basilicata,99
2024-09-30,Calabria,287
2024-09-30,Campania,789
2024-09-30,Emilia-Romagna,699
2024-09-30,Friuli-Venezia Giulia,121
2024-09-30,Lazio,1249
2024-09-30,Liguria,286
2024-09-30,Lombardia,1521
2024-09-30,Marche,332
2024-09-30,Molise,67
2024-09-30,Piemonte,728
2024-09-30,Puglia,530
2024-09-30,Sardegna,247
2024-09-30,Sicilia,544
2024-09-30,Toscana,459
2024-09-30,Trentino-Alto Adige,162
2024-09-30,Umbria,133
2024-09-30,Valle d'Aosta,15
2024-09-30,Veneto,584
2024-10-07,Abruzzo,181
2024-10-07,Basilicata,79
2024-10-07,Calabria,259
2024-10-07,Campania,801
2024-10-07,Emilia-Romagna,661
2024-10-07,Friuli-Venezia Giulia,134
2024-10-07,Lazio,1076
2024-10-07,Liguria,277
2024-10-07,Lombardia,1493
2024-10-07,Marche,277
2024-10-07,Molise,37
2024-10-07,Piemonte,616
2024-10-07,Puglia,539
2024-10-07,Sardegna,232
2024-10-07,Sicilia,517
2024-10-07,Toscana,470
2024-10-07,Trentino-Alto Adige,177
2024-10-07,Umbria,153
2024-10-07,Valle d'Aosta,17
2024-10-07,Veneto,791
2024-10-14,Abruzzo,221
2024-10-14,Basilicata,77
2024-10-14,Calabria,226
2024-10-14,Campania,759
2024-10-14,Emilia-Romagna,571
2024-10-14,Friuli-Venezia Giulia,196
2024-10-14,Lazio,1229
2024-10-14,Liguria,301
2024-10-14,Lombardia,1747
2024-10-14,Marche,295
2024-10-14,Molise,54
2024-10-14,Piemonte,621
2024-10-14,Puglia,466
2024-10-14,Sardegna,216
2024-10-14,Sicilia,636
2024-10-14,Toscana,457
2024-10-14,Trentino-Alto Adige,149
2024-10-14,Umbria,124
2024-10-14,Valle d'Aosta,7
2024-10-14,Veneto,620
2024-10-21,Abruzzo,198
2024-10-21,Basilicata,91
2024-10-21,Calabria,257
2024-10-21,Campania,918
2024-10-21,Emilia-Romagna,505
2024-10-21,Friuli-Venezia Giulia,182
2024-10-21,Lazio,1330
2024-10-21,Liguria,252
2024-10-21,Lombardia,1833
2024-10-21,Marche,270
2024-10-21,Molise,40
2024-10-21,Piemonte,613
2024-10-21,Puglia,571
2024-10-21,Sardegna,209
2024-10-21,Sicilia,575
2024-10-21,Toscana,411
2024-10-21,Trentino-Alto Adige,187
2024-10-21,Umbria,119
2024-10-21,Valle d'Aosta,14
2024-10-21,Veneto,682
2024-10-28,Abruzzo,156
2024-10-28,Basilicata,109
2024-10-28,Calabria,290
2024-10-28,Campania,867
2024-10-28,Emilia-Romagna,732
2024-10-28,Friuli-Venezia Giulia,167
2024-10-28,Lazio,1168
2024-10-28,Liguria,271
2024-10-28,Lombardia,1620
2024-10-28,Marche,278
2024-10-28,Molise,37
2024-10-28,Piemonte,628
2024-10-28,Puglia,481
2024-10-28,Sardegna,205
2024-10-28,Sicilia,596
2024-10-28,Toscana,479
2024-10-28,Trentino-Alto Adige,173
2024-10-28,Umbria,136
2024-10-28,Valle d'Aosta,12
2024-10-28,Veneto,920
2024-11-04,Abruzzo,233
2024-11-04,Basilicata,93
2024-11-04,Calabria,225
2024-11-04,Campania,920
2024-11-04,Emilia-Romagna,664
2024-11-04,Friuli-Venezia Giulia,173
2024-11-04,Lazio,1361
2024-11-04,Liguria,287
2024-11-04,Lombardia,1661
2024-11-04,Marche,304
2024-11-04,Molise,37
2024-11-04,Piemonte,737
2024-11-04,Puglia,485
2024-11-04,Sardegna,197
2024-11-04,Sicilia,654
2024-11-04,Toscana,504
2024-11-04,Trentino-Alto Adige,191
